id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,bitflag
1562,заблѫдити,V-,заблѫдіті,14,,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,,184
1563,радовати,V-,радоваті,95,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1564,обличити,V-,облічіті,33,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,,120
1565,междоу,R-,междоу,38,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1566,дъвои,Ma,дъвоі,14,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1567,съвѣдѣтель,Nb,съвѣдѣтель,25,,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,440
1568,въчѧти,V-,въчѧті,4,,,,marianus,,supr_fixed,,,zogr,296
1569,съвѣщати,V-,съвѣштаті,28,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1570,вещь,Nb,вешть,23,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1571,кратъ,Nb,кратъ,32,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1572,седмицеѭ,Df,седміцеѭ,2,,,,marianus,,supr_fixed,,,,40
1573,сътѧѕати,V-,сътѧзаті,29,,,,marianus,,supr_fixed,vit-const,,zogr,360
1574,талантъ,Nb,талантъ,42,,,,marianus,,supr_fixed,vit-const,,zogr,360
1575,потрьпѣти,V-,потрьпѣті,13,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1576,клеврѣтъ,Nb,клеврѣтъ,12,,,,marianus,,supr_fixed,,,,40
1577,длъжьнъ,A-,длъжьнъ,28,,,,marianus,,supr_fixed,,,zogr,296
1578,пѣнѧѕь,Nb,пѣнѧзь,24,,,,marianus,,,,,zogr,264
1579,давити,V-,давіті,2,,,,marianus,,supr_fixed,,,,40
1580,съжалити,V-,съжаліті,2,,,,marianus,,supr_fixed,,,,40
1581,оумолити,V-,оумоліті,21,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1582,прогнѣвати,V-,прогнѣваті,27,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1583,мѫчитель,Nb,мѫчітель,21,,,,marianus,,supr_fixed,,,,40
1584,июдеискъ,A-,іюдеіскъ,65,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1585,иоръданъ,Ne,іоръданъ,14,,,,marianus,,supr_fixed,,,zogr,296
1586,аще,Du,аште,12,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1587,вина,Nb,віна,57,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1588,искони,Df,ісконі,13,,,,marianus,,supr_fixed,vit-const,,zogr,360
1589,мѫжьскъ,A-,мѫжьскъ,12,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1590,полъ#2,Nb,полъ#2,7,,,,marianus,,,vit-const,vit-meth,zogr,456
1591,женьскъ,A-,женьскъ,13,,,,marianus,,supr_fixed,vit-const,vit-meth,,232
1592,прилѣпити,V-,прілѣпіті,7,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1593,съчетати,V-,съчетаті,7,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1594,разлѫчати,V-,разлѫчаті,8,,,,marianus,,supr_fixed,,,zogr,296
1595,жестосрьдиѥ,Nb,жестосрьдіе,5,,,,marianus,,supr_fixed,,,zogr,296
1596,прѣлюбодѣинъ,A-,прѣлюбодѣінъ,1,,,,marianus,,,,,,8
1597,женити,V-,женіті,17,,,,marianus,,supr_fixed,,,zogr,296
1598,въмѣстити,V-,въмѣстіті,19,,,,marianus,,supr_fixed,vit-const,,zogr,360
1599,каженикъ,Nb,каженікъ,3,,,,marianus,,,,,,8
1600,матерьнь,A-,матерьнь,5,,,,marianus,,supr_fixed,vit-const,,,104
1601,исказити,V-,ісказіті,3,,,,marianus,,supr_fixed,,,,40
1602,бранити,V-,браніті,12,,,,marianus,,supr_fixed,vit-const,,zogr,360
1603,оукрасти,V-,оукрасті,21,,,,marianus,,supr_fixed,,,zogr,296
1604,лъжесъвѣдѣтель,Nb,лъжесъвѣдѣтель,2,,,,marianus,,,,,zogr,264
1605,юноша,Nb,юноша,27,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1606,съхранити,V-,съхраніті,82,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1607,доконьчати,V-,доконьчаті,2,,,,marianus,,,,vit-meth,,136
1608,скръбѣти,V-,скръбѣті,17,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1609,сътѧжаниѥ,Nb,сътѧжаніе,4,,,,marianus,psal-sin_pipe_removed,,,,zogr,280
1610,неоудобь,Df,неоудобь,10,,,,marianus,,,,,zogr,264
1611,богатъ,A-,богатъ,75,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1612,вельбѫдъ,Nb,вельбѫдъ,13,,,,marianus,,supr_fixed,,,zogr,296
1613,игълинъ,A-,ігълінъ,5,,,,marianus,,,,,zogr,264
1614,проити,V-,проіті,29,,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,440
1615,възможьнъ,A-,възможьнъ,21,,,,marianus,,supr_fixed,,,zogr,296
1616,пакꙑбꙑтиѥ,Nb,пакъібъітіе,1,,,,marianus,,,,,,8
1617,колѣно,Nb,колѣно,44,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1618,съторицеѭ,Df,съторіцеѭ,4,,,,marianus,,,,,zogr,264
1619,наслѣдити,V-,наслѣдіті,12,,,,marianus,psal-sin_pipe_removed,,,,zogr,280
1620,наѩти,V-,наѧті,3,,,,marianus,,supr_fixed,,,,40
1621,шестъ,Mo,шестъ,33,,,,marianus,,supr_fixed,,,zogr,296
1622,девѧтъ,Mo,девѧтъ,15,,,,marianus,,supr_fixed,,,zogr,296
1623,вечеръ,Nb,вечеръ,26,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1624,приставьникъ,Nb,пріставьнікъ,10,,,,marianus,,supr_fixed,,,zogr,296
1625,вѧще,Df,вѧште,11,,,,marianus,,supr_fixed,,,zogr,296
1626,ръпътати,V-,ръпътаті,12,,,,marianus,,supr_fixed,,,zogr,296
1627,равьнъ,A-,равьнъ,17,,,,marianus,,supr_fixed,,vit-meth,zogr,424
1628,тѧгота,Nb,тѧгота,1,,,,marianus,,,,,,8
1629,варъ,Nb,варъ,4,,,,marianus,,supr_fixed,,,zogr,296
1630,обидѣти,V-,обідѣті,20,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1631,или,G-,ілі,1,,,,marianus,,,,,,8
1632,лѣть,Nb,лѣть,10,,,,marianus,,supr_fixed,vit-const,,,104
1633,въсходити,V-,въсходіті,39,,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,440
1634,порѫганиѥ,Nb,порѫганіе,5,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1635,биѥниѥ,Nb,біеніе,3,,,,marianus,,supr_fixed,,,,40
1636,пропѧтиѥ,Nb,пропѧтіе,5,,,,marianus,,,,,zogr,264
1637,зеведеовъ,A-,зеведеовъ,15,,,,marianus,,,,,zogr,264
1638,нѣчьто,Px,нѣчьто,21,,,,marianus,,supr_fixed,,,zogr,296
1639,шоуи,A-,шоуі,12,,,,marianus,,,,,zogr,264
1640,крьщениѥ,Nb,крьштеніе,47,,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,488
1641,крьщати,V-,крьштаті,19,,,,marianus,,supr_fixed,,vit-meth,zogr,424
1642,испити,V-,іспіті,7,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1643,десѧть,Nb,десѧть,2,,,,marianus,,,,vit-meth,,136
1644,негодовати,V-,негодоваті,17,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1645,оустоꙗти,V-,оустоѣті,7,,,,marianus,,,,,zogr,264
1646,обладати,V-,обладаті,19,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1647,вѧщии,A-,вѧштіі,13,,,,marianus,,supr_fixed,,,zogr,296
1648,прѣдьнь,A-,прѣдьнь,11,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1649,послоужити,V-,послоужіті,17,,,,marianus,,supr_fixed,,,zogr,296
1650,иѥрихонъ,Ne,іеріхонъ,3,,,,marianus,,,,,zogr,264
1651,мимоходити,V-,мімоходіті,23,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1652,оумльчати,V-,оумльчаті,26,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1653,прозьрѣти,V-,прозьрѣті,26,,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,440
1654,витъфагии,Ne,вітъфагіі,5,,,,marianus,,,,,zogr,264
1655,елеоньскъ,A-,елеоньскъ,15,,,,marianus,,,,,zogr,264
1656,прѣмо,R-,прѣмо,14,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1657,осьлѧ,Nb,осьлѧ,11,,,,marianus,,supr_fixed,,,,40
1658,привѧзати,V-,прівѧзаті,16,,,,marianus,,supr_fixed,,,zogr,296
1659,жрѣбѧ,Nb,жрѣбѧ,21,,,,marianus,,supr_fixed,,,zogr,296
1660,отрѣшити,V-,отрѣшіті,21,,,,marianus,,supr_fixed,,,zogr,296
1661,сионовъ,A-,сіоновъ,4,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1662,въсѣсти,V-,въсѣсті,22,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1663,ꙗрьмьничь,A-,ѣрьмьнічь,2,,,,marianus,,,vit-const,,,72
1664,врьхоу,R-,врьхоу,14,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1665,постьлати,V-,постьлаті,6,,,,marianus,,supr_fixed,,,zogr,296
1666,рѣзати,V-,рѣзаті,3,,,,marianus,,,,,zogr,264
1667,вѣтвиѥ,Nb,вѣтвіе,2,,,,marianus,,,,,,8
1668,постилати,V-,постілаті,10,,,,marianus,,supr_fixed,,,zogr,296
1669,осана,I-,осана,17,,,,marianus,,supr_fixed,,,zogr,296
1670,благословлѥнъ,A-,благословленъ,58,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1671,господьнь,A-,господьнь,260,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1672,потрѧсти,V-,потрѧсті,7,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1673,назаретъ,Ne,назаретъ,15,,,,marianus,,,,,zogr,264
1674,тръжьникъ,Nb,тръжьнікъ,6,,,,marianus,,,,,zogr,264
1675,испроврѣщи,V-,іспроврѣшті,5,,,,marianus,,supr_fixed,,,zogr,296
1676,сѣдалище,Nb,сѣдаліште,5,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1677,врьтъпъ,Nb,врьтъпъ,14,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1678,разбоиникъ,Nb,разбоінікъ,60,,,,marianus,,supr_fixed,,vit-meth,zogr,424
1679,чоудо,Nb,чоудо,151,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1680,младьньчь,A-,младьньчь,2,,,,marianus,psal-sin_pipe_removed,,,,,24
1681,съсати,V-,съсаті,15,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1682,витаниꙗ,Ne,вітаніѣ,25,,,,marianus,,supr_fixed,,,zogr,296
1683,въдворити,V-,въдворіті,8,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1684,смокъвьница,Nb,смокъвьніца,24,,,,marianus,,supr_fixed,,,zogr,296
1685,листвиѥ,Nb,ліствіе,19,,,,marianus,,supr_fixed,,vit-meth,zogr,424
1686,исъхати,V-,ісъхаті,4,,,,marianus,psal-sin_pipe_removed,,,,,24
1687,оусъхнѫти,V-,оусъхнѫті,12,,,,marianus,,supr_fixed,,,zogr,296
1688,смокъвьничьнъ,A-,смокъвьнічьнъ,1,,,,marianus,,,,,,8
1689,двигнѫти,V-,двігнѫті,19,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1690,людьскъ,A-,людьскъ,15,,,,marianus,psal-sin_pipe_removed,,vit-const,,zogr,344
1691,область,Nb,область,42,,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,440
1692,послѣдь,Df,послѣдь,20,,,,marianus,,,vit-const,,zogr,328
1693,раскаꙗти,V-,раскаѣті,8,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1694,отьчь,A-,отьчь,27,,,,marianus,,supr_fixed,,,zogr,296
1695,любодѣица,Nb,любодѣіца,5,,,,marianus,,supr_fixed,,,zogr,296
1696,варꙗти,V-,варѣті,15,,,,marianus,,supr_fixed,,,zogr,296
1697,оплотъ,Nb,оплотъ,5,,,,marianus,psal-sin_pipe_removed,,,,zogr,280
1698,ископати,V-,іскопаті,16,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1699,точило,Nb,точіло,6,,,,marianus,psal-sin_pipe_removed,,,,zogr,280
1700,стлъпъ,Nb,стлъпъ,18,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1701,въдати,V-,въдаті,36,,,,marianus,,supr_fixed,vit-const,,zogr,360
1702,бити,V-,біті,97,,,,marianus,,supr_fixed,vit-const,,zogr,360
1703,побити,V-,побіті,14,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1704,тожде,Df,тожде,8,,,,marianus,,supr_fixed,,,zogr,296
1705,оусрамлꙗти,V-,оусрамлѣті,6,,,,marianus,,supr_fixed,,,zogr,296
1706,оудрьжати,V-,оудрьжаті,26,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1707,достоꙗниѥ,Nb,достоѣніе,33,,,,marianus,psal-sin_pipe_removed,,,,zogr,280
1708,неврѣдъ,Nb,неврѣдъ,6,,,,marianus,psal-sin_pipe_removed,,,,zogr,280
1709,зьдати,V-,зьдаті,32,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1710,дивьнъ,A-,дівьнъ,39,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1711,сътрьти,V-,сътрьті,15,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1712,обѣдъ,Nb,обѣдъ,16,,,,marianus,,supr_fixed,vit-const,,zogr,360
1713,оуготовати,V-,оуготоваті,88,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1714,юньць,Nb,юньць,8,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1715,оупитѣнъ,A-,оупітѣнъ,5,,,,marianus,,,,,zogr,264
1716,исклати,V-,ісклаті,1,,,,marianus,,,,,,8
1717,готовъ,A-,готовъ,44,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1718,коуплꙗ,Nb,коуплѣ,8,,,,marianus,,supr_fixed,,,zogr,296
1719,прочь,A-,прочь,52,,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,488
1720,досадити,V-,досадіті,6,,,,marianus,,supr_fixed,,,zogr,296
1721,избити,V-,ізбіті,19,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,504
1722,разгнѣвати,V-,разгнѣваті,45,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1723,вои,Nb,воі,23,,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,488
1724,оубиица,Nb,оубііца,2,,,,marianus,,supr_fixed,,,,40
1725,зажещи,V-,зажешті,1,,,,marianus,,,,,,8
1726,исходище,Nb,ісходіште,6,,,,marianus,psal-sin_pipe_removed,,,,,24
1727,одѣꙗниѥ,Nb,одѣѣніе,4,,,,marianus,,supr_fixed,,,,40
1728,обльстити,V-,обльстіті,3,,,,marianus,,,,,zogr,264
1729,посꙑлати,V-,посъілаті,12,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1730,иродиꙗне,Nb,іродіѣне,5,,,,marianus,,,,,zogr,264
1731,кесарь,Nb,кесарь,23,,,,marianus,,supr_fixed,,,zogr,296
1732,окоушати,V-,окоушаті,7,,,,marianus,,supr_fixed,,,zogr,296
1733,скълѧѕь,Nb,скълѧзь,1,,,,marianus,,,,,,8
1734,кинъсьнъ,A-,кінъсьнъ,1,,,,marianus,,,,,,8
1735,чии,Pi,чіі,10,,,,marianus,,supr_fixed,,,zogr,296
1736,напьсаниѥ,Nb,напьсаніе,17,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1737,кесаровъ,A-,кесаровъ,10,,,,marianus,,supr_fixed,,,zogr,296
1738,кесарѥвъ,A-,кесаревъ,2,,,,marianus,,,,,,8
1739,въскрѣшениѥ,Nb,въскрѣшеніе,42,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1740,оженити,V-,оженіті,7,,,,marianus,,supr_fixed,,vit-meth,zogr,424
1741,въторъ,Mo,въторъ,27,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1742,седмъ,Mo,седмъ,5,,,,marianus,,supr_fixed,vit-const,,,104
1743,послѣжде,R-,послѣжде,4,,,,marianus,,supr_fixed,,,zogr,296
1744,которꙑи,Pi,которъіі,27,,,,marianus,,supr_fixed,vit-const,,zogr,360
1745,блѫдити,V-,блѫдіті,9,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1746,посагати,V-,посагаті,11,,,,marianus,,,,,zogr,264
1747,авраамль,A-,авраамль,21,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1748,исааковъ,A-,ісааковъ,6,,,,marianus,,,,,zogr,264
1749,иꙗковль,A-,іѣковль,44,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1750,срамити,V-,сраміті,5,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,,120
1751,въкоупѣ,Df,въкоупѣ,62,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1752,законооучитель,Nb,законооучітель,3,,,,marianus,,,,,zogr,264
1753,висѣти,V-,вісѣті,10,,,,marianus,,supr_fixed,,,,40
1754,съмѣти,V-,съмѣті,14,,,,marianus,,supr_fixed,,,zogr,296
1755,мосеовъ,A-,мосеовъ,15,,,,marianus,psal-sin_pipe_removed,,vit-const,,zogr,344
1756,съблюдати,V-,съблюдаті,10,,,,marianus,,supr_fixed,,,zogr,296
1757,тѧжькъ,A-,тѧжькъ,17,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,,120
1758,възлагати,V-,възлагаті,10,,,,marianus,,supr_fixed,,,zogr,296
1759,плеще,Nb,плеште,8,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1760,прьстъ,Nb,прьстъ,36,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1761,раширꙗти,V-,рашірѣті,1,,,,marianus,,,,,,8
1762,хранилище,Nb,храніліште,5,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1763,величати,V-,велічаті,15,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
1764,подъметъ,Nb,подъметъ,1,,,,marianus,,,,,,8
1765,прѣждевъзлѣганиѥ,Nb,прѣждевъзлѣганіе,1,,,,marianus,,,,,,8
1766,вечерꙗ,Nb,вечерѣ,19,,,,marianus,,supr_fixed,,,zogr,296
1767,прѣждесѣданиѥ,Nb,прѣждесѣданіе,3,,,,marianus,,,,,zogr,264
1768,цѣлованиѥ,Nb,цѣлованіе,17,,,,marianus,,supr_fixed,vit-const,,zogr,360
1769,равви,Nb,равві,21,,,,marianus,,,,,zogr,264
1770,наставьникъ,Nb,наставьнікъ,20,,,,marianus,,supr_fixed,vit-const,,zogr,360
1771,съмѣрꙗти,V-,съмѣрѣті,8,,,,marianus,psal-sin_pipe_removed,,,,zogr,280
1772,сънѣдати,V-,сънѣдаті,8,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1773,вьдовица,Nb,вьдовіца,24,,,,marianus,psal-sin_pipe_removed,supr_fixed,,vit-meth,zogr,440
1774,осѫждениѥ,Nb,осѫжденіе,16,,,,marianus,,supr_fixed,,,zogr,296
1775,затварꙗти,V-,затварѣті,3,,,,marianus,,supr_fixed,,,,40
1776,соуша,Nb,соуша,3,,,,marianus,psal-sin_pipe_removed,,,,,24
1777,пришьльць,Nb,прішьльць,8,,,,marianus,psal-sin_pipe_removed,,,,zogr,280
1778,соугоубъ,A-,соугоубъ,8,,,,marianus,,supr_fixed,vit-const,vit-meth,,232
1779,црькъвьнъ,A-,црькъвьнъ,38,,,,marianus,,supr_fixed,vit-const,vit-meth,zogr,488
1780,свѧщати,V-,свѧштаті,2,,,,marianus,,,,vit-meth,,136
1781,отъдесѧтьствовати,V-,отъдесѧтьствоваті,1,,,,marianus,,,,,,8
1782,мѧта,Nb,мѧта,3,,,,marianus,,,,,zogr,264
1783,копръ,Nb,копръ,1,,,,marianus,,,,,,8
1784,кѵминъ,Nb,кумінъ,1,,,,marianus,,,,,,8
1785,оцѣждати,V-,оцѣждаті,1,,,,marianus,,,,,,8
1786,мъшица,Nb,мъшіца,2,,,,marianus,psal-sin_pipe_removed,,,,,24
1787,поглъщати,V-,поглъштаті,1,,,,marianus,,,,,,8
1788,вънѣщьнь,A-,вънѣштьнь,14,,,,marianus,,supr_fixed,,,zogr,296
1789,стькльница,Nb,стькльніца,3,,,,marianus,,,,,,8
1790,паропсида,Nb,паропсіда,2,,,,marianus,,,,,,8
1791,ѫтрьѭдоу,Df,ѫтрьѭдоу,1,,,,marianus,,,,,,8
1792,пльнъ,A-,пльнъ,24,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1793,хꙑщениѥ,Nb,хъіштеніе,3,,,,marianus,,,,,zogr,264
1794,нечистота,Nb,нечістота,2,,,,marianus,,,,,,8
1795,чисто,Df,чісто,6,,,,marianus,,supr_fixed,,vit-meth,zogr,424
1796,гробъ,Nb,гробъ,147,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,376
1797,повапьнити,V-,повапьніті,1,,,,marianus,,,,,,8
1798,вънѣѭдоу,Df,вънѣѭдоу,3,,,,marianus,,,vit-const,,,72
1799,красьнъ,A-,красьнъ,16,,,,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,,,120
1800,вънѫтрьѭдоу,Df,вънѫтрьѭдоу,6,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,zogr,312
1801,кость,Nb,кость,35,,,,marianus,psal-sin_pipe_removed,supr_fixed,,,,56
