id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_pipe_removed,supr_fixed,vit-const,vit-meth,zogr,bitflag
3812,ѥдиноѭ,Df,едіноѭ,13,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3813,идоумѣискъ,A-,ідоумѣіскъ,2,,,,,psal-sin_pipe_removed,,,,,16
3814,оутрьнѫти,V-,оутрьнѫті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3815,непрѣходьнъ,A-,непрѣходьнъ,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3816,свѣтъ#1,A-,свѣтъ#1,1,,,,,psal-sin_pipe_removed,,,,,16
3817,масть,Nb,масть,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3818,прѣисподьнь,A-,прѣісподьнь,18,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3819,горькъ,A-,горькъ,19,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3820,испꙑтаниѥ,Nb,іспъітаніе,1,,,,,psal-sin_pipe_removed,,,,,16
3821,изекии,Ne,ізекіі,1,,,,,psal-sin_pipe_removed,,,,,16
3822,прѣселѥниѥ,Nb,прѣселеніе,1,,,,,psal-sin_pipe_removed,,,,,16
3823,прѣмощи,V-,прѣмошті,6,,,,,psal-sin_pipe_removed,supr_fixed,,vit-meth,,176
3824,готовати,V-,готоваті,4,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3825,оупоити,V-,оупоіті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3826,обогатити,V-,обогатіті,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3827,бразда,Nb,бразда,2,,,,,psal-sin_pipe_removed,,,vit-meth,,144
3828,поле,Nb,поле,7,,,,,psal-sin_pipe_removed,,,,,16
3829,овьнъ,Nb,овьнъ,3,,,,,psal-sin_pipe_removed,,,,,16
3830,ѫдолиѥ,Nb,ѫдоліе,1,,,,,psal-sin_pipe_removed,,,,,16
3831,безименьнъ,A-,безіменьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
3832,призирати,V-,прізіраті,4,,,,,psal-sin_pipe_removed,,,,,16
3833,съмѧтениѥ,Nb,съмѧтеніе,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3834,раждиѕати,V-,раждізаті,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3835,можданъ,A-,можданъ,1,,,,,psal-sin_pipe_removed,,,,,16
3836,кадило,Nb,каділо,3,,,,,psal-sin_pipe_removed,,vit-const,,,80
3837,позьрѣти,V-,позьрѣті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3838,оущедрити,V-,оуштедріті,5,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3839,въселꙗти,V-,въселѣті,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3840,иномꙑсльнъ,A-,іномъісльнъ,1,,,,,psal-sin_pipe_removed,,,,,16
3841,оковати,V-,оковаті,10,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3842,мѫжьство,Nb,мѫжьство,8,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3843,канѫти,V-,канѫті,1,,,,,psal-sin_pipe_removed,,,,,16
3844,синаинъ,A-,сінаінъ,1,,,,,psal-sin_pipe_removed,,,,,16
3845,вольнъ,A-,вольнъ,6,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3846,посъпати,V-,посъпаті,1,,,,,psal-sin_pipe_removed,,,,,16
3847,посъребрити,V-,посъребріті,1,,,,,psal-sin_pipe_removed,,,,,16
3848,междоурамиѥ,Nb,междоураміе,1,,,,,psal-sin_pipe_removed,,,,,16
3849,льщаниѥ,Nb,льштаніе,1,,,,,psal-sin_pipe_removed,,,,,16
3850,разьньствити,V-,разьньствіті,1,,,,,psal-sin_pipe_removed,,,,,16
3851,оснѣжити,V-,оснѣжіті,1,,,,,psal-sin_pipe_removed,,,,,16
3852,соломоунъ,Ne,соломоунъ,2,,,,,psal-sin_pipe_removed,,,,,16
3853,оусꙑрити,V-,оусъіріті,3,,,,,psal-sin_pipe_removed,,,,,16
3854,колесьница,Nb,колесьніца,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3855,тьма,Nb,тьма,7,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3856,гобьѕьствовати,V-,гобьзьствоваті,3,,,,,psal-sin_pipe_removed,,,,,16
3857,тимѣниѥ,Nb,тімѣніе,1,,,,,psal-sin_pipe_removed,,,,,16
3858,постоꙗниѥ,Nb,постоѣніе,1,,,,,psal-sin_pipe_removed,,,,,16
3859,измлькнѫти,V-,ізмлькнѫті,1,,,,,psal-sin_pipe_removed,,,,,16
3860,срамота,Nb,срамота,1,,,,,psal-sin_pipe_removed,,,,,16
3861,глоумлꙗти,V-,глоумлѣті,4,,,,,psal-sin_pipe_removed,,,,,16
3862,оугльбѣти,V-,оугльбѣті,1,,,,,psal-sin_pipe_removed,,,,,16
3863,ровьникъ,Nb,ровьнікъ,1,,,,,psal-sin_pipe_removed,,,,,16
3864,причаꙗти,V-,прічаѣті,1,,,,,psal-sin_pipe_removed,,,,,16
3865,поскръбѣти,V-,поскръбѣті,1,,,,,psal-sin_pipe_removed,,,,,16
3866,пролити,V-,проліті,10,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3867,годѣ,Df,годѣ,6,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3868,издѣꙗти,V-,іздѣѣті,1,,,,,psal-sin_pipe_removed,,,,,16
3869,пазнегъть,Nb,пазнегъть,1,,,,,psal-sin_pipe_removed,,,,,16
3870,движати,V-,двіжаті,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3871,ионавлъ,A-,іонавлъ,1,,,,,psal-sin_pipe_removed,,,,,16
3872,тврьдъ,A-,тврьдъ,13,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3873,покръвитель,Nb,покръвітель,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3874,изнемагати,V-,ізнемагаті,1,,,,,psal-sin_pipe_removed,,,,,16
3875,избавьникъ,Nb,ізбавьнікъ,1,,,,,psal-sin_pipe_removed,,,,,16
3876,матерьство,Nb,матерьство,1,,,,,psal-sin_pipe_removed,,,,,16
3877,величьствиѥ,Nb,велічьствіе,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3878,ѥлико,Dq,еліко,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3879,клеветьникъ,Nb,клеветьнікъ,1,,,,,psal-sin_pipe_removed,,,,,16
3880,роуно,Nb,роуно,1,,,,,psal-sin_pipe_removed,,,,,16
3881,етиопѣни,Nb,етіопѣні,1,,,,,psal-sin_pipe_removed,,,,,16
3882,моуринъ,Nb,моурінъ,2,,,,,psal-sin_pipe_removed,,,,,16
3883,полиѕати,V-,полізаті,1,,,,,psal-sin_pipe_removed,,,,,16
3884,аравьскъ,A-,аравьскъ,2,,,,,psal-sin_pipe_removed,,,,,16
3885,сава,Ne,сава,30,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3886,прѣвъзнести,V-,прѣвъзнесті,2,,,,,psal-sin_pipe_removed,,,,,16
3887,ливанъ,Ne,ліванъ,1,,,,,psal-sin_pipe_removed,,,,,16
3888,възблагословествити,V-,възблагословествіті,1,,,,,psal-sin_pipe_removed,,,,,16
3889,мъножити,V-,мъножіті,5,,,,,psal-sin_pipe_removed,supr_fixed,,vit-meth,,176
3890,иесеовъ,A-,іесеовъ,1,,,,,psal-sin_pipe_removed,,,,,16
3891,мала,Df,мала,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3892,въздревьновати,V-,въздревьноваті,1,,,,,psal-sin_pipe_removed,,,,,16
3893,въсклонѥниѥ,Nb,въсклоненіе,1,,,,,psal-sin_pipe_removed,,,,,16
3894,обличьникъ,Nb,облічьнікъ,1,,,,,psal-sin_pipe_removed,,,,,16
3895,свѧтило,Nb,свѧтіло,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3896,разгръдѣти,V-,разгръдѣті,1,,,,,psal-sin_pipe_removed,,,,,16
3897,съниѥ,Nb,съніе,1,,,,,psal-sin_pipe_removed,,,,,16
3898,икона,Nb,ікона,10,,,,,psal-sin_pipe_removed,,vit-const,,,80
3899,разгорѣти,V-,разгорѣті,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3900,оудалꙗти,V-,оудалѣті,1,,,,,psal-sin_pipe_removed,,,,,16
3901,прилѣплꙗти,V-,прілѣплѣті,1,,,,,psal-sin_pipe_removed,,,,,16
3902,сионь,A-,сіонь,9,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3903,свѧтꙑньнъ,A-,свѧтъіньнъ,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3904,дрѣвьнъ,A-,дрѣвьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
3905,расѣщи,V-,расѣшті,1,,,,,psal-sin_pipe_removed,,,,,16
3906,сѣчиво,Nb,сѣчіво,1,,,,,psal-sin_pipe_removed,,,,,16
3907,оскръдъ,Nb,оскръдъ,1,,,,,psal-sin_pipe_removed,,,,,16
3908,сръдъце,Nb,сръдъце,14,,,,,psal-sin_pipe_removed,,,,,16
3909,раздражати,V-,раздражаті,1,,,,,psal-sin_pipe_removed,,,,,16
3910,змии,Nb,зміі,20,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3911,сътлѣщи,V-,сътлѣшті,1,,,,,psal-sin_pipe_removed,,,,,16
3912,змиѥвъ,A-,зміевъ,1,,,,,psal-sin_pipe_removed,,,,,16
3913,етиопьскъ,A-,етіопьскъ,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3914,исѫчити,V-,ісѫчіті,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3915,зорѩ,Nb,зорѧ,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3916,весна,Nb,весна,1,,,,,psal-sin_pipe_removed,,,,,16
3917,омрачити,V-,омрачіті,9,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3918,молитвьникъ,Nb,молітвьнікъ,7,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3919,растаꙗти,V-,растаѣті,7,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3920,растворити,V-,растворіті,5,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3921,дрождиѩ,Nb,дрождіѧ,1,,,,,psal-sin_pipe_removed,,,,,16
3922,съкꙑдати,V-,съкъідаті,1,,,,,psal-sin_pipe_removed,,,,,16
3923,асѵрии,Ne,асуріі,2,,,,,psal-sin_pipe_removed,,,,,16
3924,июдеи,Ne,іюдеі,1,,,,,psal-sin_pipe_removed,,,,,16
3925,неразоумьнъ,A-,неразоумьнъ,5,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3926,рѫка,Ps,рѫка,1,,,,,psal-sin_pipe_removed,,,,,16
3927,оутѣшениѥ,Nb,оутѣшеніе,7,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3928,заити,V-,заіті,5,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3929,стражьба,Nb,стражьба,1,,,,,psal-sin_pipe_removed,,,,,16
3930,помѣжити,V-,помѣжіті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3931,кльцати,V-,кльцаті,1,,,,,psal-sin_pipe_removed,,,,,16
3932,въблаговолити,V-,въблаговоліті,1,,,,,psal-sin_pipe_removed,,,,,16
3933,оучинаниѥ,Nb,оучінаніе,1,,,,,psal-sin_pipe_removed,,,,,16
3934,поглоумити,V-,поглоуміті,5,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3935,коло,Nb,коло,7,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3936,освѣтити,V-,освѣтіті,10,,,,,psal-sin_pipe_removed,supr_fixed,,vit-meth,,176
3937,провѣщати,V-,провѣштаті,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3938,въвѣрити,V-,въвѣріті,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3939,ефремовъ,A-,ефремовъ,2,,,,,psal-sin_pipe_removed,,,,,16
3940,налѧцати,V-,налѧцаті,1,,,,,psal-sin_pipe_removed,,,,,16
3941,стрѣлꙗти,V-,стрѣлѣті,1,,,,,psal-sin_pipe_removed,,,,,16
3942,егѵпьтьскъ,A-,егупьтьскъ,11,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3943,танеосъ,Ne,танеосъ,2,,,,,psal-sin_pipe_removed,,,,,16
3944,заниосъ,Ne,заніосъ,1,,,,,psal-sin_pipe_removed,,,,,16
3945,провести,V-,провесті,3,,,,,psal-sin_pipe_removed,,,,,16
3946,безводьна,Nb,безводьна,3,,,,,psal-sin_pipe_removed,,,,,16
3947,понѥже,Df,понеже,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3948,проразити,V-,проразіті,1,,,,,psal-sin_pipe_removed,,,,,16
3949,потещи,V-,потешті,5,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3950,наводьнити,V-,наводьніті,1,,,,,psal-sin_pipe_removed,,,,,16
3951,западьнъ,A-,западьнъ,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3952,перьнатъ,A-,перьнатъ,2,,,,,psal-sin_pipe_removed,,,,,16
3953,станъ,Nb,станъ,2,,,,,psal-sin_pipe_removed,,,,,16
3954,очрьще,Nb,очрьште,1,,,,,psal-sin_pipe_removed,,,,,16
3955,ѥдьначе,Df,едьначе,16,,,,,psal-sin_pipe_removed,supr_fixed,,,zogr,304
3956,издраиль,A-,іздраіль,1,,,,,psal-sin_pipe_removed,,,,,16
3957,оувѣрити,V-,оувѣріті,8,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3958,прѣвратити,V-,прѣвратіті,7,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3959,тѫчьнъ,A-,тѫчьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
3960,дъждевьнъ,A-,дъждевьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
3961,моуха,Nb,моуха,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3962,жаба,Nb,жаба,2,,,,,psal-sin_pipe_removed,,,,,16
3963,ересевии,Nb,ересевіі,1,,,,,psal-sin_pipe_removed,,,,,16
3964,прѫгъ,Nb,прѫгъ,3,,,,,psal-sin_pipe_removed,,,,,16
3965,чрьница,Nb,чрьніца,2,,,,,psal-sin_pipe_removed,,,,,16
3966,слана,Nb,слана,1,,,,,psal-sin_pipe_removed,,,,,16
3967,посъланиѥ,Nb,посъланіе,2,,,,,psal-sin_pipe_removed,,,,zogr,272
3968,хамовъ,A-,хамовъ,4,,,,,psal-sin_pipe_removed,,,,,16
3969,дѣломѣрьнъ,A-,дѣломѣрьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
3970,истоуканьнꙑи,A-,істоуканьнъіі,5,,,,,psal-sin_pipe_removed,,,,,16
3971,селомьскъ,A-,селомьскъ,1,,,,,psal-sin_pipe_removed,,,,,16
3972,посѣтовати,V-,посѣтоваті,1,,,,,psal-sin_pipe_removed,,,,,16
3973,оплакати,V-,оплакаті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3974,шоумьнъ,A-,шоумьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
3975,инорогъ,Nb,інорогъ,2,,,,,psal-sin_pipe_removed,,,,,16
3976,доилица,Nb,доіліца,2,,,,,psal-sin_pipe_removed,,vit-const,,,80
3977,овощьнъ,A-,овоштьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
3978,рьвьниѥ,Nb,рьвьніе,3,,,,,psal-sin_pipe_removed,supr_fixed,,vit-meth,,176
3979,опоустити,V-,опоустіті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3980,еда,Df,еда,8,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3981,пролитиѥ,Nb,пролітіе,1,,,,,psal-sin_pipe_removed,,,,,16
3982,сънабъдѣти,V-,сънабъдѣті,6,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3983,веньꙗминъ,Ne,веньѣмінъ,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3984,сльзьнъ,A-,сльзьнъ,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3985,подрьжати,V-,подрьжаті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3986,отърасль,Nb,отърасль,2,,,,,psal-sin_pipe_removed,,,,,16
3987,озобати,V-,озобаті,1,,,,,psal-sin_pipe_removed,,,,,16
3988,вепрь,Nb,вепрь,1,,,,,psal-sin_pipe_removed,,,,,16
3989,лѫгъ,Nb,лѫгъ,1,,,,,psal-sin_pipe_removed,,,,,16
3990,инокъ,Nb,інокъ,1,,,,,psal-sin_pipe_removed,,,,,16
3991,осмь десѧтъ,Ma,осмь десѧтъ,10,,,,,psal-sin_pipe_removed,,,,,16
3992,пѧтъкъ,Nb,пѧтъкъ,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3993,тоумьпанъ,Nb,тоумьпанъ,3,,,,,psal-sin_pipe_removed,,,,,16
3994,трѫба,Nb,трѫба,8,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3995,посрѣдѣ,Df,посрѣдѣ,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
3996,оукротити,V-,оукротіті,8,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
3997,измаилитѣне,Nb,ізмаілітѣне,1,,,,,psal-sin_pipe_removed,,,,,16
3998,агарѣне,Ne,агарѣне,1,,,,,psal-sin_pipe_removed,,,,,16
3999,геваль,Ne,геваль,1,,,,,psal-sin_pipe_removed,,,,,16
4000,амонъ,Ne,амонъ,1,,,,,psal-sin_pipe_removed,,,,,16
4001,амаликъ,Ne,амалікъ,1,,,,,psal-sin_pipe_removed,,,,,16
4002,асоуръ,Ne,асоуръ,1,,,,,psal-sin_pipe_removed,,,,,16
4003,мадиꙗмъ,Ne,мадіѣмъ,1,,,,,psal-sin_pipe_removed,,,,,16
4004,сисара,Ne,сісара,1,,,,,psal-sin_pipe_removed,,,,,16
4005,иавинъ,Ne,іавінъ,1,,,,,psal-sin_pipe_removed,,,,,16
4006,кисовъ,A-,кісовъ,1,,,,,psal-sin_pipe_removed,,,,,16
4007,ѩньдоръ,Ne,ѧньдоръ,1,,,,,psal-sin_pipe_removed,,,,,16
4008,оровъ,Ne,оровъ,1,,,,,psal-sin_pipe_removed,,,,,16
4009,зивъ,Ne,зівъ,1,,,,,psal-sin_pipe_removed,,,,,16
4010,зевеи,Ne,зевеі,1,,,,,psal-sin_pipe_removed,,,,,16
4011,салъмана,Ne,салъмана,1,,,,,psal-sin_pipe_removed,,,,,16
4012,стьблиѥ,Nb,стьбліе,1,,,,,psal-sin_pipe_removed,,,,,16
4013,попалꙗти,V-,попалѣті,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4014,пожагати,V-,пожагаті,1,,,,,psal-sin_pipe_removed,,,,,16
4015,досаждениѥ,Nb,досажденіе,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4016,грълица,Nb,гръліца,1,,,,,psal-sin_pipe_removed,,,,,16
4017,въхождениѥ,Nb,въхожденіе,2,,,,,psal-sin_pipe_removed,,,,,16
4018,плачевьнъ,A-,плачевьнъ,1,,,,,psal-sin_pipe_removed,,,,,16
4019,законодаѩи,Nb,законодаѧі,1,,,,,psal-sin_pipe_removed,,,,,16
4020,примѣтати,V-,прімѣтаті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4021,пѧть на десѧте,Ma,пѧть на десѧте,5,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4022,давꙑдъ,A-,давъідъ,1,,,,,psal-sin_pipe_removed,,,,,16
4023,прѣмилостивъ,A-,прѣмілостівъ,7,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4024,щедръ,A-,штедръ,10,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,,112
4025,прѣславьнъ,A-,прѣславьнъ,18,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4026,равъ,Ne,равъ,1,,,,,psal-sin_pipe_removed,,,,,16
4027,вавѵлонъ,Ne,вавулонъ,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4028,маилитъ,Ne,маілітъ,1,,,,,psal-sin_pipe_removed,,,,,16
4029,еманъ,Ne,еманъ,1,,,,,psal-sin_pipe_removed,,,,,16
4030,издраилитѣнинъ,Nb,іздраілітѣнінъ,6,,,,,psal-sin_pipe_removed,supr_fixed,vit-const,,zogr,368
4031,примѣнити,V-,прімѣніті,1,,,,,psal-sin_pipe_removed,,,,,16
4032,ꙗзвьнъ,A-,ѣзвьнъ,9,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4033,погꙑбѣль,Nb,погъібѣль,8,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4034,отърѣꙗти,V-,отърѣѣті,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4035,омѫтити,V-,омѫтіті,1,,,,,psal-sin_pipe_removed,,,,,16
4036,оустрашениѥ,Nb,оустрашеніе,1,,,,,psal-sin_pipe_removed,,,,,16
4037,етанъ,Ne,етанъ,1,,,,,psal-sin_pipe_removed,,,,,16
4038,оуравьнити,V-,оуравьніті,1,,,,,psal-sin_pipe_removed,,,,,16
4039,прославлꙗти,V-,прославлѣті,3,,,,,psal-sin_pipe_removed,,vit-const,,,80
4040,таверъ,Ne,таверъ,1,,,,,psal-sin_pipe_removed,,,,,16
4041,ръмоунъ,Ne,ръмоунъ,1,,,,,psal-sin_pipe_removed,,,,,16
4042,кликновениѥ,Nb,клікновеніе,1,,,,,psal-sin_pipe_removed,,,,,16
4043,съсѣщи,V-,съсѣшті,3,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4044,неже,C-,неже,1,,,,,psal-sin_pipe_removed,,,,,16
4045,облиꙗти,V-,обліѣті,1,,,,,psal-sin_pipe_removed,,,,,16
4046,пожити,V-,пожіті,6,,,,,psal-sin_pipe_removed,supr_fixed,,,zogr,304
4047,вьчерашьнь,A-,вьчерашьнь,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4048,ожестѣти,V-,ожестѣті,1,,,,,psal-sin_pipe_removed,,,,,16
4049,свѣтьлость,Nb,свѣтьлость,4,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4050,ловьчь,A-,ловьчь,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4051,мѧтежьнъ,A-,мѧтежьнъ,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4052,сърѧща,Nb,сърѧшта,2,,,,,psal-sin_pipe_removed,supr_fixed,,,,48
4053,демонъ,Nb,демонъ,3,,,,,psal-sin_pipe_removed,,,,,16
4054,полоудьнь,A-,полоудьнь,1,,,,,psal-sin_pipe_removed,,,,,16
