е̄лиа̄кимь|Ne|-s---mn--i|еліакімь|FIXME|5000012|| |10|1|1|MATT 1.13|1|1|13|1
же|Df|---------n|же|же|5000012|| |10|1|1|MATT 1.13|1|1|13|1
роді|V-|3saia----i|роді|родити#1|5000012|| |10|1|1|MATT 1.13|1|1|13|1
А̄зара|Ne|-s---mg--i|азара|азариꙗ|5000012|| ·|10|1|1|MATT 1.13|1|1|13|1
А̄зарь|Nb|-p---mg--i|азарь|FIXME|5000013| | |10|1|1|MATT 1.14|1|1|14|1
же|Df|---------n|же|же|5000013|| |10|1|1|MATT 1.14|1|1|14|1
роді|V-|3saia----i|роді|родити#1|5000013|| |10|1|1|MATT 1.14|1|1|14|1
садока|Nb|-s---mg--i|садока|садъ|5000013|| · |10|1|1|MATT 1.14|1|1|14|1
садокь|Nb|-s---mn--i|садокь|садъ|5000013|| |10|1|1|MATT 1.14|1|1|14|1
же|Df|---------n|же|же|5000013|| |10|1|1|MATT 1.14|1|1|14|1
роді|V-|3saia----i|роді|родити#1|5000013|| |10|1|1|MATT 1.14|1|1|14|1
а̄хі̄на|Ne|-s---mg--i|ахіна|FIXME|5000013|| · |10|1|1|MATT 1.14|1|1|14|1
а̄хінъ|Ne|-s---mn--i|ахінъ|FIXME|5000013|| |10|1|1|MATT 1.14|1|1|14|1
же|Df|---------n|же|же|5000013|| |10|1|1|MATT 1.14|1|1|14|1
р҃оді|V-|3saia----i|роді|родити#1|5000013|| |10|1|1|MATT 1.14|1|1|14|1
е̄лиѹ̄да|Ne|-s---mn--i|еліоуда|FIXME|5000013|| ·|10|1|1|MATT 1.14|1|1|14|1
е̄ліѹ̄дъ|Nb|-s---ma--i|еліоудъ|FIXME|5000014| | |10|1|1|MATT 1.15|1|1|15|1
же|Df|---------n|же|же|5000014|| |10|1|1|MATT 1.15|1|1|15|1
роді|V-|3saia----i|роді|родити#1|5000014|| |10|1|1|MATT 1.15|1|1|15|1
е̄ліе̄зора|Ne|-s---mg--i|еліезора|FIXME|5000014|| · |10|1|1|MATT 1.15|1|1|15|1
Е̄ліе̄зоръ|Ne|-s---mn--i|еліезоръ|FIXME|5000014|| |10|1|1|MATT 1.15|1|1|15|1
же|Df|---------n|же|же|5000014|| |10|1|1|MATT 1.15|1|1|15|1
роді|V-|3saia----i|роді|родити#1|5000014|| |10|1|1|MATT 1.15|1|1|15|1
мат҅т̄ана|Ne|-s---mg--i|маттана|матътeи|5000014|| · |10|1|1|MATT 1.15|1|1|15|1
матт̄анъ|Ne|-s---mn--i|маттанъ|матътeи|5000014|| |10|1|1|MATT 1.15|1|1|15|1
же|Df|---------n|же|же|5000014|| |10|1|1|MATT 1.15|1|1|15|1
