chu_word,torot_tokno,grc_word,grc_tokno
егоже,791124,ὃν,791040
о҃тцъ,791125,πατὴρ,791042
с҃ти,791126,ἡγίασεν,791043
и,791127,καὶ,791044
посъла,791128,ἀπέστειλεν,791045
въ,791129,εἰς,791046
миръ,791130,κόσμον,791048
вꙑ,791131,ὑμεῖς,791049
г҃лете,791132,λέγετε,791050
ѣко,791133,ὅτι,791051
власфимлѣеши,791134,βλασφημεῖς,791052
зане,791135,ὅτι,791053
рѣхъ,791136,εἶπον,791054
ѣко,791137,,
с҃нъ,791138,υἱὸς,791055
б҃жии,791139,θεοῦ,791056
есмь,791140,εἰμι,791057
аще,613596,εἰ,352013
не,613597,οὐ,352014
творѭ,613598,ποιῶ,352015
дѣлъ,613599,ἔργα,352017
о҃тца,613600,πατρός,352019
моего,613601,μου,352020
не,613603,μὴ,352022
емлѣте,613604,πιστεύετέ,352023
ми,613605,μοι,352024
вѣрꙑ,613606,,
аште,613608,εἰ,352026
ли,613609,εἰ,352026
творѭ,613610,ποιῶ,352028
аште,613612,ἄν,352031
и,613613,καὶ,352030
мьнѣ,613614,ἐμοὶ,352032
вѣрꙑ,613615,,
не,613616,μὴ,352033
емлете,613617,πιστεύητε,352034
дѣломъ,613619,ἔργοις,352037
моимъ,613620,,
вѣрѫ,613621,,
имѣте,613622,πιστεύετε,352038
да,613624,ἵνα,352040
разоумѣате,613625,γνῶτε,352041
и,613626,καὶ,352042
вѣроуоуте,613627,γινώσκητε,352043
ѣко,613629,ὅτι,352044
въ,613630,ἐν,352045
мънѣ,613631,ἐμοὶ,352046
о҃цъ,613632,πατὴρ,352048
и,613633,καὶ,352049
азъ,613634,ἐγώ,352050
въ,613635,ἐν,352051
о҃тци,613636,πατρί,352053
ꙇ,613638,,
искаахѫ,613639,Ἐζήτουν,352055
же,613640,οὖν,352056
его,613641,αὐτὸν,352057
пакꙑ,613642,,
ѩти,613643,πιάσαι,352058
ꙇ,613645,καὶ,352060
изиде,613646,ἐξῆλθεν,352061
отъ,613647,ἐκ,352062
рѫкъ,613648,χειρὸς,352064
и҅хъ,613649,αὐτῶν,352065
ꙇ,613651,Καὶ,352067
иде,613652,ἀπῆλθεν,352068
пакꙑ,613653,πάλιν,352069
на,613654,,
онъ,613655,,
полъ,613656,πέραν,352070
иоръдана,613657,Ἰορδάνου,352072
на,613659,εἰς,352073
мѣсто,613660,τόπον,352075
иждеже,613661,ὅπου,352076
бѣ,613662,ἦν,352077
иоанъ,613663,Ἰωάννης,352078
прѣжде,613664,πρῶτον,352080
кръстѧ,613665,βαπτίζων,352081
ꙇ,613667,καὶ,352083
прѣбꙑстъ,613668,ἔμεινεν,352084
тоу,613669,ἐκεῖ,352085
ꙇ,613671,καὶ,352087
мъноѕи,613672,πολλοὶ,352088
придѫ,613673,ἦλθον,352089
къ,613674,πρὸς,352090
немоу,613675,αὐτὸν,352091
и,613676,καὶ,352092
г҃лаахѫ,613677,ἔλεγον,352093
ѣко,613679,ὅτι,352094
иоанъ,613680,Ἰωάννης,352095
оубо,613681,μὲν,352096
знамениѣ,613682,σημεῖον,352097
не,613683,,
сътвори,613684,ἐποίησεν,352098
ни,613686,οὐδέν,352099
единого,613687,,
же,613688,,
вьсѣ,613690,πάντα,352101
же,613691,δὲ,352102
елико,613692,ὅσα,352103
рече,613693,εἶπεν,352104
иоанъ,613694,Ἰωάννης,352105
о,613695,περὶ,352106
семь,613696,τούτου,352107
истина,613697,ἀληθῆ,352108
бѣ,613698,ἦν,352109
ꙇ,613700,καὶ,352111
мъноѕи,613701,πολλοὶ,352112
вѣровашѧ,613702,ἐπίστευσαν,352113
въ,613703,εἰς,352114
него,613704,αὐτὸν,352115
тоу,613705,ἐκεῖ,352116
Бѣ,613708,Ἦν,352118
же,613709,δέ,352119
единъ,613710,τις,352120
болѧ,613711,ἀσθενῶν,352121
лазарь,613712,Λάζαρος,352123
отъ,613714,ἀπὸ,352124
витаниѩ,613715,Βηθανίας,352125
градъца,613716,κώμης,352129
мариина,613717,Μαρίας,352131
ꙇ,613719,καὶ,352132
мартꙑ,613720,Μάρθας,352133
сестрꙑ,613721,ἀδελφῆς,352135
ѩ,613722,αὐτῆς,352136
бѣ,613724,ἦν,352138
же,613725,δὲ,352139
мариѣ,613726,Μαρία,352140
помазавъшиѣ,613727,ἀλείψασα,352142
г҃а,613728,κύριον,352144
мѵроѭ,613729,μύρῳ,352145
ꙇ,613731,καὶ,352146
отьръши,613732,ἐκμάξασα,352147
ноѕѣ,613733,πόδας,352149
власꙑ,613734,θριξὶν,352152
своими,613735,αὐτῆς,352153
еѩже,613737,ἧς,352155
братръ,613738,ἀδελφὸς,352157
лазарь,613739,Λάζαρος,352158
болѣаше,613740,ἠσθένει,352159
посъласте,613742,ἀπέστειλαν,352161
же,613743,οὖν,352162
сестрѣ,613744,ἀδελφαὶ,352164
его,613745,,
къ,613746,πρὸς,352165
немоу,613747,αὐτὸν,352166
г҃лѭшти,613748,λέγουσαι,352167
г҃и,613750,κύριε,352169
се,613751,ἴδε,352171
егоже,613752,ὃν,352172
любиши,613753,φιλεῖς,352173
болитъ,613754,ἀσθενεῖ,352174
слꙑшавъ,613756,ἀκούσας,352176
же,613757,δὲ,352177
и҃с,613758,Ἰησοῦς,352179
рече,613759,εἶπεν,352180
си,613761,αὕτη,352182
болѣзнь,613762,ἀσθένεια,352184
нѣстъ,613763,ἔστιν,352186
къ,613764,πρὸς,352187
съмръти,613765,θάνατον,352188
нъ,613766,ἀλλ’,352189
о,613767,ὑπὲρ,352190
славѣ,613768,δόξης,352192
б҃жіи,613769,θεοῦ,352194
да,613771,ἵνα,352196
прославитъ,613772,δοξασθῇ,352197
сѧ,613773,,
с҃нъ,613774,υἱὸς,352199
б҃жіи,613775,θεοῦ,352201
еѭ҄,613776,αὐτῆς,352203
люблѣаше,613778,ἠγάπα,352205
же,613779,δὲ,352206
и҃с,613780,Ἰησοῦς,352208
мартѫ,613781,Μάρθαν,352210
и,613782,καὶ,352211
сестрѫ,613783,ἀδελφὴν,352213
еѩ,613784,αὐτῆς,352214
и,613785,καὶ,352215
лазарѣ,613786,Λάζαρον,352217
егда,613788,ὡς,352219
же,613789,οὖν,352220
оуслꙑша,613790,ἤκουσεν,352221
ѣко,613791,ὅτι,352222
болитъ,613792,ἀσθενεῖ,352223
тъгда,613794,τότε,352225
же,613795,μὲν,352226
прѣбꙑстъ,613796,ἔμεινεν,352227
на,613797,ἐν,352228
немьже,613798,ᾧ,352229
бѣ,613799,ἦν,352230
мѣстѣ,613800,τόπῳ,352231
дъва,613801,δύο,352232
дьни,613802,ἡμέρας,352233
по,613804,μετὰ,352236
томь,613805,τοῦτο,352237
же,613806,,
г҃ла,613807,λέγει,352238
оученикомъ,613808,μαθηταῖς,352240
ꙇдѣмъ,613810,ἄγωμεν,352242
въ,613811,εἰς,352243
іюдеѭ,613812,Ἰουδαίαν,352245
пакꙑ,613813,πάλιν,352246
г҃лашѧ,613815,λέγουσιν,352248
емоу,613816,αὐτῷ,352249
оученици,613817,μαθηταί,352251
его,613818,,
оучителю,613820,ῥαββεί,352253
нꙑнѣ,613822,νῦν,352255
искаахѫ,613823,ἐζήτουν,352256
тебе,613824,σε,352257
камениемь,613825,,
побити,613826,λιθάσαι,352258
июдеи,613827,Ἰουδαῖοι,352260
ꙇ,613829,καὶ,352262
пакꙑ,613830,πάλιν,352263
ли,613831,,
идеши,613832,ὑπάγεις,352264
тамо,613833,ἐκεῖ,352265
отъвѣшта,613835,ἀπεκρίθη,352267
и҃с,613836,Ἰησοῦς,352268
не,613838,,
дьвѣ,613839,,
ли,613840,οὐχὶ,352270
на,613841,,
десѧте,613842,δώδεκα,352271
годинѣ,613843,ὧραί,352272
есте,613844,εἰσίν,352273
въ,613845,,
дьни,613846,ἡμέρας,352275
аште,613848,ἐάν,352277
кто,613849,τις,352278
ходитъ,613850,περιπατῇ,352279
въ,613851,ἐν,352280
дьне,613852,ἡμέρᾳ,352282
не,613853,οὐ,352284
потъкнетъ,613854,προσκόπτει,352285
сѧ,613855,,
ѣко,613857,ὅτι,352287
свѣтъ,613858,φῶς,352289
мира,613859,κόσμου,352291
сего,613860,τούτου,352292
видитъ,613861,βλέπει,352293
аште,613863,ἐὰν,352295
ли,613864,δέ,352296
кто,613865,τις,352297
ходитъ,613866,περιπατῇ,352298
ноштиѭ,613867,νυκτί,352301
потъкнетъ,613869,προσκόπτει,352303
сѧ,613870,,
ѣко,613872,ὅτι,352305
нѣстъ,613873,οὐκ,352308
свѣта,613874,φῶς,352307
о,613875,ἐν,352310
немь,613876,αὐτῷ,352311
си,613878,ταῦτα,352313
рече,613879,εἶπεν,352314
и,613880,καὶ,352316
по,613881,μετὰ,352317
семь,613882,τοῦτο,352318
г҃ла,613883,λέγει,352319
имъ,613884,αὐτοῖς,352320
лазаръ,613886,Λάζαρος,352322
дроугъ,613887,φίλος,352324
нашъ,613888,ἡμῶν,352325
оусъпе,613889,κεκοίμηται,352326
нъ,613891,ἀλλὰ,352328
идѫ,613892,πορεύομαι,352329
да,613893,ἵνα,352330
възбоуждѫ,613894,ἐξυπνίσω,352331
и҅,613895,αὐτόν,352332
рѣшѧ,613897,εἶπον,352334
же,613898,οὖν,352335
оученици,613899,μαθηταὶ,352338
его,613901,αὐτῷ,352336
г҃и,613903,κύριε,352339
аште,613904,εἰ,352341
оусъпе,613905,κεκοίμηται,352342
с҃пснъ,613906,σωθήσεται,352343
бѫдетъ,613907,,
ꙇ҃с,613909,Ἰησοῦς,352348
же,613910,δὲ,352346
рече,613911,εἰρήκει,352345
о,613912,περὶ,352349
съмръти,613913,θανάτου,352351
его,613914,αὐτοῦ,352352
они,613916,ἐκεῖνοι,352354
же,613917,δὲ,352355
мьнѣшѧ,613918,ἔδοξαν,352356
ѣко,613919,ὅτι,352357
о,613920,περὶ,352358
оусъпении,613921,κοιμήσεως,352360
съна,613922,ὕπνου,352362
г҃летъ,613923,λέγει,352363
тъгда,613925,τότε,352365
рече,613926,εἶπεν,352367
имъ,613927,αὐτοῖς,352368
и҃с,613928,Ἰησοῦς,352370
не,613929,,
обиноуѩ,613930,παρρησίᾳ,352371
сѧ,613931,,
лазаръ,613933,Λάζαρος,352373
оумьрѣтъ,613934,ἀπέθανεν,352374
и,613935,καὶ,352376
радоуѭ,613936,χαίρω,352377
сѧ,613937,,
васъ,613938,ὑμᾶς,352379
ради,613939,δι’,352378
да,613941,ἵνα,352381
вѣрѫ,613942,,
имете,613943,πιστεύσητε,352382
ѣко,613944,ὅτι,352384
не,613945,οὐκ,352385
бѣхъ,613946,ἤμην,352386
тоу,613947,ἐκεῖ,352387
нъ,613949,ἀλλὰ,352389
идѣмъ,613950,ἄγωμεν,352390
къ,613951,πρὸς,352391
немоу,613952,αὐτόν,352392
рече,613954,εἶπεν,352394
же,613955,οὖν,352395
тома,613956,Θωμᾶς,352396
нарицаемꙑ,613957,λεγόμενος,352398
близнецъ,613958,Δίδυμος,352399
къ,613960,,
оученикомъ,613961,συνμαθηταῖς,352401
ꙇдѣмъ,613963,ἄγωμεν,352403
и,613964,καὶ,352404
мꙑ,613965,ἡμεῖς,352405
да,613966,ἵνα,352406
оумьремъ,613967,ἀποθάνωμεν,352407
съ,613968,μετ’,352408
нимь,613969,αὐτοῦ,352409
пришедъ,613971,Ἐλθὼν,352411
же,613972,οὖν,352412
и҃с,613973,Ἰησοῦς,352414
въ,613974,,
витаниѭ҅,613975,,
обрѣте,613976,εὗρεν,352415
и,613977,αὐτὸν,352416
четꙑри,613978,τέσσαρας,352417
дьни,613979,ἡμέρας,352418
юже,613980,,
имѫштъ,613981,ἔχοντα,352419
въ,613982,ἐν,352420
гробѣ,613983,μνημείῳ,352422
бѣ,613985,ἦν,352424
же,613986,δὲ,352425
витаниѣ,613987,Βηθανία,352426
близъ,613988,ἐγγὺς,352427
и҃ма,613989,Ἱεροσολύμων,352429
ѣко,613991,ὡς,352430
пѧть,613992,δεκαπέντε,352433
на,613993,,
десѧте,613994,,
стадии,613995,σταδίων,352432
ꙇ,613997,δὲ,352436
мъноѕи,613998,πολλοὶ,352435
отъ,613999,ἐκ,352437
июдеи,614000,Ἰουδαίων,352439
бѣахѫ,614001,,
пришъли,614002,ἐληλύθεισαν,352440
къ,614003,πρὸς,352441
мартѣ,614004,Μάρθαν,352444
и,614005,καὶ,352445
марии,614006,Μαριάμ,352446
да,614008,ἵνα,352448
оутѣшѧтꙑ,614009,παραμυθήσωνται,352449
и,614010,αὐτὰς,352450
о,614011,περὶ,352451
братрѣ,614012,ἀδελφοῦ,352453
ею,614013,,
марта,614015,Μάρθα,352457
же,614016,οὖν,352456
егда,614017,ὡς,352458
оуслꙑша,614018,ἤκουσεν,352459
ѣко,614019,ὅτι,352460
и҃с,614020,Ἰησοῦς,352461
грѧдетъ,614021,ἔρχεται,352462
сърѣте,614023,ὑπήντησεν,352464
и,614024,αὐτῷ,352465
а,614026,δὲ,352468
мариѣ,614027,Μαρία,352467
дома,614028,οἴκῳ,352471
сѣдѣаше,614029,ἐκαθέζετο,352472
Рече,614031,εἶπεν,352474
же,614032,οὖν,352475
маръта,614033,Μάρθα,352477
къ,614034,πρὸς,352478
и҃соу,614035,Ἰησοῦν,352479
г҃и,614037,κύριε,352481
аште,614038,εἰ,352483
би,614039,,
сьде,614040,ὧδε,352485
бꙑлъ,614041,ἦς,352484
не,614043,οὐκ,352487
би,614044,ἂν,352488
братръ,614045,ἀδελφός,352491
мои,614046,μου,352492
оумрълъ,614047,ἀπέθανεν,352489
нъ,614049,,
ꙇ҅,614050,καὶ,352494
нꙑнѣ,614051,νῦν,352495
вѣмъ,614052,οἶδα,352496
ѣко,614054,ὅτι,352497
егоже,614055,ὅσα,352498
колижъдо,614056,ἂν,352499
просиши,614057,αἰτήσῃ,352500
оу,614058,,
б҃а,614059,θεόν,352502
дастъ,614060,δώσει,352504
тебѣ,614061,σοι,352505
б҃ъ,614062,θεός,352507
г҃ла,614064,λέγει,352509
еи,614065,αὐτῇ,352510
и҃с,614066,Ἰησοῦς,352512
вьскръснетъ,614068,ἀναστήσεται,352514
братръ,614069,ἀδελφός,352516
твои,614070,σου,352517
г҃ла,614072,λέγει,352519
емоу,614073,αὐτῷ,352520
марта,614074,Μάρθα,352522
вѣмь,614075,οἶδα,352524
ѣко,614076,ὅτι,352525
вьскрьснетъ,614077,ἀναστήσεται,352526
въ,614078,ἐν,352527
вьскрѣшение,614079,ἀναστάσει,352529
вь,614080,ἐν,352530
послѣдьнии,614081,ἐσχάτῃ,352532
дьнь,614082,ἡμέρᾳ,352533
Рече,614085,εἶπεν,352535
еи,614086,αὐτῇ,352536
и҃с,614087,Ἰησοῦς,352538
азъ,614089,ἐγώ,352540
есмъ,614090,εἰμι,352541
вьскрѣшение,614091,ἀνάστασις,352543
и,614092,καὶ,352544
животъ,614093,ζωή,352546
вѣроуѩи,614095,πιστεύων,352549
въ,614096,εἰς,352550
мѧ,614097,ἐμὲ,352551
аште,614098,ἄν,352553
оумьретъ,614099,ἀποθάνῃ,352554
оживетъ,614100,ζήσεται,352555
ꙇ,614102,καὶ,352557
вьсѣкъ,614103,πᾶς,352558
живꙑ,614104,ζῶν,352560
и,614105,καὶ,352561
вѣроуѩи,614106,πιστεύων,352562
въ,614107,εἰς,352563
мѧ,614108,ἐμὲ,352564
не,614110,οὐ,352565
оумьретъ,614111,ἀποθάνῃ,352567
въ,614112,εἰς,352568
вѣкъ,614113,αἰῶνα,352570
ꙇ҅меши,614115,πιστεύεις,352572
ли,614116,,
вѣрѫ,614117,,
семоу,614118,τοῦτο,352573
г҃ла,614120,λέγει,352575
емоу,614121,αὐτῷ,352576
еи,614122,ναί,352578
г҃и,614123,κύριε,352580
азъ,791357,ἐγὼ,352582
вѣровахъ,791358,πεπίστευκα,352583
ѣко,791359,ὅτι,352584
тꙑ,791360,σὺ,352585
еси,791361,εἶ,352586
х҃ъ,791362,Χριστὸς,352588
с҃нъ,791363,υἱὸς,352590
б҃жіи,791364,θεοῦ,352592
грѧдꙑи,791365,ἐρχόμενος,352597
вь,791366,εἰς,352594
весь,791367,,
миръ,791368,κόσμον,352596
ꙇ,614139,καὶ,352599
се,614140,τοῦτο,352600
рекъши,614141,εἰποῦσα,352601
иде,614142,ἀπῆλθεν,352602
и,614143,καὶ,352603
призъва,614144,ἐφώνησεν,352604
мариѭ,614145,Μαριὰμ,352605
сестрѫ,614146,ἀδελφὴν,352607
своѭ,614147,αὐτῆς,352608
таи,614148,λάθρᾳ,352609
рекъши,614150,εἰποῦσα,352610
оучитель,614151,διδάσκαλος,352613
се,614152,,
естъ,614153,πάρεστιν,352614
и,614154,καὶ,352615
зоветъ,614155,φωνεῖ,352616
тѧ,614156,σε,352617
она,614158,ἐκείνη,352619
же,614159,,
ѣко,614160,ὡς,352620
оуслꙑша,614161,ἤκουσεν,352621
въста,614162,ἐγείρεται,352623
ѩдро,614163,ταχὺ,352624
и,614165,καὶ,352625
иде,614166,ἔρχεται,352626
къ,614167,πρὸς,352627
немоу,614168,αὐτόν,352628
не,614170,,
бѣ,614171,,
же,614172,δὲ,352631
не,614173,,
оу,614174,οὔπω,352630
и҃с,614175,Ἰησοῦς,352634
пришелъ,614176,ἐληλύθει,352632
вь,614177,εἰς,352635
весь,614178,κώμην,352637
нъ,614180,ἀλλ’,352639
бѣ,614181,ἦν,352640
на,614182,ἐν,352641
мѣстѣ,614183,τόπῳ,352643
еще,614184,,
идеже,614185,ὅπου,352644
сърѣте,614186,ὑπήντησεν,352645
и,614187,αὐτῷ,352646
маръта,614188,Μάρθα,352648
ꙇюдеи,614190,Ἰουδαῖοι,352652
же,614191,οὖν,352651
сѫщеи,614192,ὄντες,352654
съ,614193,μετ’,352655
неѭ,614194,αὐτῆς,352656
въ,614195,ἐν,352657
домоу,614196,οἰκίᾳ,352659
ꙇ,614198,καὶ,352660
оутѣшаѭште,614199,παραμυθούμενοι,352661
ѭ҄,614200,αὐτήν,352662
видѣвъше,614202,ἰδόντες,352664
мариѭ,614203,Μαριὰμ,352666
ѣко,614204,ὅτι,352667
ѩдро,614205,ταχέως,352668
въста,614206,ἀνέστη,352669
ꙇ,614207,καὶ,352670
изиде,614208,ἐξῆλθεν,352671
по,614210,,
неи,614211,αὐτῇ,352674
идѫ,614212,ἠκολούθησαν,352673
г҃лѭще,614213,δόξαντες,352676
ѣко,614215,ὅτι,352677
идетъ,614216,ὑπάγει,352678
на,614217,εἰς,352679
гробъ,614218,μνημεῖον,352681
да,614220,ἵνα,352682
плачетъ,614221,κλαύσῃ,352683
сѧ,614222,,
тоу,614223,ἐκεῖ,352684
мариѣ,614225,Μαριὰμ,352688
же,614226,οὖν,352687
ѣко,614227,ὡς,352689
приде,614228,ἦλθεν,352690
иде,614229,ὅπου,352691
бѣ,614230,ἦν,352692
и҃съ,614231,Ἰησοῦς,352693
видѣвъши,614233,ἰδοῦσα,352695
и,614234,αὐτὸν,352696
паде,614235,ἔπεσεν,352697
емоу,614236,αὐτοῦ,352698
на,614237,πρὸς,352699
ногоу,614238,πόδας,352701
г҃лѭшти,614240,λέγουσα,352703
емоу,614241,αὐτῷ,352704
г҃и,614242,κύριε,352706
аште,614244,εἰ,352708
би,614245,,
бꙑлъ,614246,ἦς,352709
съде,614247,ὧδε,352710
не,614249,οὐκ,352712
би,614250,ἄν,352713
мои,614251,μου,352714
братръ,614252,ἀδελφός,352717
оумрълъ,614253,ἀπέθανεν,352715
ꙇ҃с,614255,Ἰησοῦς,352719
же,614256,οὖν,352720
ѣко,614257,ὡς,352721
видѣ,614258,εἶδεν,352722
ѭ,614259,αὐτὴν,352723
плачѫштѫ,614260,κλαίουσαν,352724
сѧ,614261,,
ꙇ,614263,καὶ,352725
пришедъшѧѩ,614264,συνελθόντας,352727
съ,614265,,
неѭ,614266,αὐτῇ,352728
июдеѩ,614267,Ἰουδαίους,352729
плачѫштѧ,614268,κλαίοντας,352730
сѧ,614269,,
запрѣти,614271,ἐνεβριμήσατο,352732
д҃хоу,614272,πνεύματι,352734
и,614274,καὶ,352735
възмѫти,614275,ἐτάραξεν,352736
сѧ,614276,,
самъ,614277,ἑαυτόν,352737
и,614278,καὶ,352739
рече,614279,εἶπεν,352740
къде,614280,ποῦ,352742
положисте,614281,τεθείκατε,352743
и,614282,αὐτόν,352744
г҃лашѧ,614284,λέγουσιν,352746
емоу,614285,αὐτῷ,352747
г҃и,614286,κύριε,352749
грѧди,614287,ἔρχου,352751
виждъ,614288,ἴδε,352753
и,614290,,
просльзи,614291,ἐδάκρυσεν,352755
сѧ,614292,,
и҃съ,614293,Ἰησοῦς,352757
г҃лаахѫ,614295,ἔλεγον,352759
же,614296,οὖν,352760
июдеи,614297,Ἰουδαῖοι,352762
виждь,614299,ἴδε,352764
како,614300,πῶς,352765
люблѣаше,614301,ἐφίλει,352766
и,614302,αὐτόν,352767
едини,614304,τινὲς,352769
же,614305,δὲ,352770
отъ,614306,ἐξ,352771
нихъ,614307,αὐτῶν,352772
рѣшѧ,614308,εἶπον,352773
не,614310,οὐκ,352775
можааше,614311,ἐδύνατο,352776
ли,614312,οὐκ,352775
сь,614313,οὗτος,352777
отвръзꙑи,614314,ἀνοίξας,352779
очи,614315,ὀφθαλμοὺς,352781
слѣпооумоу,614316,τυφλοῦ,352783
сътворити,614318,ποιῆσαι,352784
да,614319,ἵνα,352785
и,614320,καὶ,352786
сь,614321,οὗτος,352787
не,614322,μὴ,352788
оумьретъ,614323,ἀποθάνῃ,352789
Ꙇ҃с,614325,Ἰησοῦς,352791
же,614326,οὖν,352792
пакꙑ,614327,πάλιν,352793
прѣтѧ,614328,ἐμβριμώμενος,352794
вь,614329,ἐν,352795
себѣ,614330,ἑαυτῷ,352796
приде,614331,ἔρχεται,352797
къ,614332,εἰς,352798
гробоу,614333,μνημεῖον,352800
бѣ,614335,ἦν,352802
же,614336,δὲ,352803
пешть,614337,σπήλαιον,352804
и,614338,καὶ,352806
камень,614339,λίθος,352807
належааше,614340,ἐπέκειτο,352808
на,614341,ἐπ’,352809
неи,614342,αὐτῷ,352810
г҃ла,614344,λέγει,352812
и҃с,614345,Ἰησοῦς,352814
възьмѣте,614346,ἄρατε,352816
камень,614347,λίθον,352818
Г҃ла,614349,λέγει,352820
емоу,614350,αὐτῷ,352821
сестра,614351,ἀδελφὴ,352823
оумеръшааго,614352,τετελευτηκότος,352825
марта,614353,Μάρθα,352826
г҃и,614354,κύριε,352828
ю҅же,614355,ἤδη,352830
смръдитъ,614356,ὄζει,352831
четврѣдьневънъ,614358,τεταρταῖος,352833
бо,614359,γάρ,352834
естъ,614360,ἐστιν,352835
г҃ла,614362,λέγει,352837
еи,614363,αὐτῇ,352838
и҃с,614364,Ἰησοῦς,352840
не,614366,οὐκ,352842
рѣхъ,614367,εἶπόν,352843
ли,614368,,
ти,614369,σοι,352844
ѣко,614370,ὅτι,352845
аште,614371,ἐὰν,352846
вѣроуеши,614372,πιστεύσῃς,352847
оузьриши,614374,ὄψῃ,352848
славѫ,614375,δόξαν,352850
б҃жиѭ,614376,θεοῦ,352852
вьзѧсѧ,614378,ἦραν,352854
же,614379,οὖν,352855
камень,614380,λίθον,352857
идеже,614381,,
бѣ,614382,,
оумерꙑ,614383,,
лежѧ,614384,,
ꙇ҃с,851922,Ἰησοῦς,352861
же,851923,δὲ,352860
вьзведе,851924,ἦρεν,352862
въ іспрь,851925,ἄνω,352865
очи,851926,ὀφθαλμοὺς,352864
и,851927,καὶ,352866
рече,851928,εἶπεν,352867
О҃тче,614395,πάτερ,352869
хвалѭ,614396,,
тебѣ,614397,σοι,352872
въздаѭ,614398,εὐχαριστῶ,352871
ѣко,614400,ὅτι,352873
оуслꙑша,614401,ἤκουσάς,352874
мѧ,614402,μου,352875
азъ,614403,ἐγὼ,352877
же,614404,δὲ,352878
вѣдѣхъ,614405,ᾔδειν,352879
ѣко,614407,ὅτι,352880
вьсегда,614408,πάντοτέ,352881
мене,614409,μου,352882
послоушаеши,614411,ἀκούεις,352883
нъ,614413,ἀλλὰ,352885
народа,614414,ὄχλον,352888
ради,614415,διὰ,352886
стоѩштааго,614416,περιεστῶτα,352890
окръсть,614417,,
рѣхъ,614418,εἶπον,352891
да,614420,ἵνα,352893
вѣрѫ,614421,πιστεύσωσιν,352894
имѫтъ,614422,,
ѣко,614423,ὅτι,352895
тꙑ,614424,σύ,352896
мѧ,614425,με,352897
посъла,614426,ἀπέστειλας,352898
и,614428,καὶ,352900
се,614429,ταῦτα,352901
рекъ,614430,εἰπὼν,352902
гласомь,614432,φωνῇ,352903
велиемь,614433,μεγάλῃ,352904
възъва,614434,ἐκραύγασεν,352905
лазаре,614436,Λάζαρε,352907
грѧди,614437,δεῦρο,352909
вонъ,614438,ἔξω,352910
ꙇ,614440,,
изиде,614441,ἐξῆλθεν,352912
оумерꙑ,614442,τεθνηκὼς,352914
обѧзанъ,614444,δεδεμένος,352915
ногама,614445,πόδας,352917
и,614446,καὶ,352918
рѫкама,614447,χεῖρας,352920
оукроемь,614449,κειρίαις,352921
ꙇ,614451,καὶ,352923
лице,614452,ὄψις,352925
его,614453,αὐτοῦ,352926
оуброусомъ,614454,σουδαρίῳ,352927
обѧзано,614455,περιεδέδετο,352928
г҃ла,614457,λέγει,352930
имъ,614458,αὐτοῖς,352931
и҃съ,614459,Ἰησοῦς,352933
раздрѣшите,614460,λύσατε,352935
и,614461,αὐτὸν,352936
и,614462,καὶ,352937
не,614463,,
дѣите,614464,ἄφετε,352938
его,614465,αὐτὸν,352939
ꙇ҅ти,614466,ὑπάγειν,352940
мъноѕи,614468,Πολλοὶ,352942
же,614469,οὖν,352943
отъ,614470,ἐκ,352944
июдеи,614471,Ἰουδαίων,352946
пришьдъшеи,614472,ἐλθόντες,352949
къ,614473,πρὸς,352950
марии,614474,Μαριὰμ,352952
ꙇ,614476,καὶ,352953
видѣвъше,614477,θεασάμενοι,352954
еже,614478,ἃ,352955
сътвори,614479,ἐποίησεν,352956
и҃с,614480,,
вѣровашѧ,614482,ἐπίστευσαν,352958
вь,614483,εἰς,352959
него,614484,αὐτόν,352960
Е҅дини,614488,τινὲς,352962
же,614489,δὲ,352963
отъ,614490,ἐξ,352964
нихъ,614491,αὐτῶν,352965
идѫ,614492,ἀπῆλθον,352966
къ,614493,πρὸς,352967
фарисѣомъ,614494,Φαρισαίους,352969
и,614496,καὶ,352970
рѣшѧ,614497,εἶπαν,352971
имъ,614498,αὐτοῖς,352972
еже,614499,ἃ,352973
сътвори,614500,ἐποίησεν,352974
и҃с,614501,Ἰησοῦς,352975
Събърашѧ,614503,Συνήγαγον,352977
же,614504,οὖν,352978
архиереи,614505,ἀρχιερεῖς,352980
ꙇ,614506,καὶ,352981
фарисеи,614507,Φαρισαῖοι,352983
сънемъ,614508,συνέδριον,352984
на,614509,,
и҃са,614510,,
ꙇ,614512,καὶ,352986
г҃лаахѫ,614513,ἔλεγον,352987
что,614514,τί,352989
сътворимъ,614515,ποιοῦμεν,352990
ѣко,614517,ὅτι,352992
ч҃лвкъ,614518,ἄνθρωπος,352995
сь,614519,οὗτος,352993
знамениѣ,614520,σημεῖα,352998
мънога,614521,πολλὰ,352996
творитъ,614522,ποιεῖ,352997
аште,614524,ἐὰν,353000
оставимꙑ,614525,ἀφῶμεν,353001
и,614526,αὐτὸν,353002
тако,614527,οὕτως,353003
вьси,614529,πάντες,353005
вѣрѫ,614530,,
имѫтъ,614531,πιστεύσουσιν,353006
въ,614532,εἰς,353007
нъ,614533,αὐτόν,353008
ꙇ,614535,καὶ,353010
придѫтъ,614536,ἐλεύσονται,353011
римлѣне,614537,Ῥωμαῖοι,353013
ꙇ,614539,καὶ,353014
възъмѫтъ,614540,ἀροῦσιν,353015
и,614541,καὶ,353017
