torot_word|deep_cleaned
поꙁнанъ|познанъ
бѫдеть•|бѫдеть
чювьство|чоувьство
бо|бо
отъ|отъ
мѫдръихъ|мѫдръіхъ
ѹдобь•|оудобь
соломонъ|соломонъ
же•|же
иже|іже
льстїть|льстіть
рече|рече
правꙑꙗ|правъіꙗ
на|на
пѫть|пѫть
ꙁълъ•|зълъ
въ|въ
растьлѣнии|растьлѣніі
самъ|самъ
въпадеть•|въпадеть
и|і
пакꙑ•|пакъі
с҃не•|с҃не
да|да
не|не
постигнеть|постігнеть
тебе|тебе
съвѣтъ|съвѣтъ
ꙁълъ•|зълъ
оставлѧи|оставлѧі
ѹченьѥ|оученье
ѹности•|оуності
имьже|імьже
бо|бо
нѣсть|нѣсть
кръмильства•|кръмільства
падаѭть|падаѭть
ꙗко|ꙗко
и|і
листвьѥ•|ліствье
сп҃ньѥ|сп҃нье
же|же
ѥсть|есть
въ|въ
мноꙁѣ|мнозѣ
съвѣтѣ|съвѣтѣ
ꙗкоже|ꙗкоже
бо|бо
градъ|градъ
бе-стѣнъ•|бестѣнъ
тако|тако
мѫжъ|мѫжъ
бе-съвѣта|бесъвѣта
творѧи•|творѧі
съ|съ
б҃мь|б҃мь
же|же
и|і
бесѣдѹꙗи|бесѣдоуꙗі
моси•|мосі
не|не
отъврьже|отъврьже
съвѣта|съвѣта
иовтурова•|іовтурова
нъ|нъ
и|і
ѥлико|еліко
рече|рече
ѥмѹ•|емоу
благоволѧ|благоволѧ
все|все
створи•|створі
и|і
не|не
въꙁдвиже|въздвіже
ѥго|его
толика|толіка
слава|слава
бж҃ьꙗ|бж҃ьꙗ
и|і
чл҃чьска•|чл҃чьска
и|і
їмѣꙗи|імѣꙗі
х҃а|х҃а
въ|въ
себѣ|себѣ
гл҃ѫшта•|гл҃ѫща
павьлъ|павьлъ
ап҃лъ|ап҃лъ
рече|рече
къ|къ
галатомъ•|галатомъ
въꙁидохъ|възідохъ
въ|въ
иїѥрѹсалимъ•|ііероусалімъ
и|і
въꙁложихъ|възложіхъ
имъ|імъ
ѥван͗гелиѥ|евангеліе
ѥже|еже
проповѣдаѭ•|проповѣдаѭ
ѥдинѣмъ|едінѣмъ
же|же
мьнѧштиимъ|мьнѧщіімъ
ѥда|еда
како|како
въ|въ
тъште|тъще
рекѫ|рекѫ
отъ|отъ
чл҃ка•|чл҃ка
нъ|нъ
ꙗвлениимь|ꙗвленіімь
и҃у|і҃у
х҃а•|х҃а
не|не
прѣꙁьрѣ|прѣзьрѣ
съвѣтовати|съвѣтоваті
съ|съ
ѹченикꙑ|оученікъі
ѥго•|его
не|не
вѣровааше|вѣровааше
бо|бо
самъ|самъ
себѣ•|себѣ
боꙗ|боꙗ
сѧ|сѧ
ѥда|еда
въ|въ
тъште|тъще
течеть•|течеть
или|ілі
теклъ|теклъ
ѥсть•|есть
мꙑ|мъі
же|же
не|не
вѣдѹштеи|вѣдоущеі
коѥ|кое
ѥ|е
десница•|десніца
коѥ|кое
ли|лі
шѹица•|шоуіца
вельми|вельмі
паче|паче
длъжьни|длъжьні
ѥсмъ|есмъ
все|все
съ|съ
съвѣдьѭ|съвѣдьѭ
дх҃внъихъ|дх҃внъіхъ
нашихъ|нашіхъ
оц҃ь•|оц҃ь
дѣати•|дѣаті
боꙗште|боꙗще
сѧ|сѧ
притъча|прітъча
ап҃лѧ•|ап҃лѧ
ѥда|еда
къгда|къгда
порѹгани|пороугані
бѫдемъ•|бѫдемъ
лѹкавьнъими|лоукавьнъімі
бѣсꙑ•|бѣсъі
ꙗкоже|ꙗкоже
бо|бо
хотѧть•|хотѧть
прѣобраꙁѹѭть|прѣобразоуѭть
вешти•|вещі
паче|паче
же|же
и|і
лѹкꙑхъ|лоукъіхъ
не|не
съвѣдѧть•|съвѣдѧть
аште|аще
надѣѭть|надѣѭть
сѧ|сѧ
лѹкомъ|лоукомъ
своимъ|своімъ
и|і
мꙑшьцеѭ•|мъішьцеѭ
съмѣрениимь|съмѣреніімь
бо|бо
наидеть|наідеть
на|на
вꙑ|въі
благодѣть|благодѣть
ст҃ааго|ст҃ааго
д҃ха•|д҃ха
ꙗкоже|ꙗкоже
и|і
г҃ь|г҃ь
наѹчи|наоучі
нꙑ|нъі
г҃лѧ•|г҃лѧ
ѥгда|егда
приведѫть|пріведѫть
вꙑ|въі
на|на
съборишта•|съборіща
и|і
власти•|власті
и|і
влд҃чства•|влд҃чства
не|не
пьцѣте|пьцѣте
сѧ|сѧ
како|како
или|ілі
чьто|чьто
отъвѣштаѥте•|отъвѣщаете
с҃тъи|с҃тъі
бо|бо
д҃хъ|д҃хъ
наѹчить|наоучіть
вꙑ|въі
въ|въ
тъ|тъ
часъ•|часъ
ꙗкоже|ꙗкоже
подобаѥть|подобаеть
решти•|рещі
томѹ|томоу
слава|слава
въ|въ
вѣкꙑ|вѣкъі
вѣкомъ|вѣкомъ
АМИН|амін
п҃д|п҃д
О|о
СЪНЬИХЪ|съньіхъ
Понеже|понеже
ѥтери|етері
вѣровавъше|вѣровавъше
соньѥмъ•|соньемъ
съвратиша|съвратіша
сѧ|сѧ
съ|съ
правааго|правааго
пѫти•|пѫті
сего|сего
ради|раді
въспоминаѥмъ|въспомінаемъ
вамъ|вамъ
любии•|любіі
ꙗко|ꙗко
не|не
подобаѥть|подобаеть
намъ|намъ
прѣпрость|прѣпрость
имати•|іматі
аѥроходьнъимъ•|аероходьнъімъ
и|і
многообраꙁьнъимъ|многообразьнъімъ
съномъ•|съномъ
си|сі
бо|бо
ничьтоже|нічьтоже
ино|іно
сѫть•|сѫть
нъ|нъ
мꙑсли|мъіслі
блѹдѧшти•|блоудѧщі
подобиꙗ|подобіꙗ
и|і
привидѣниꙗ|прівідѣніꙗ
и|і
рѫганиꙗ|рѫганіꙗ
лѹкавъихъ|лоукавъіхъ
бѣсъ•|бѣсъ
на|на
прѣльштениѥ|прѣльщеніе
наше•|наше
и|і
послѣдованьѥ|послѣдованье
льстемъ|льстемъ
ихъ•|іхъ
прочеѥ|прочее
же|же
да|да
и|і
на|на
сласть|сласть
ниꙁъвлѣкѫть|нізъвлѣкѫть
чл҃ка•|чл҃ка
ꙗкоже|ꙗкоже
гл҃еть|гл҃еть
ап҃лъ|ап҃лъ
иѭда|іѭда
їꙗковль•|іꙗковль
ѡ|о
ѥдинѣхъ|едінѣхъ
таковѣхъ•|таковѣхъ
рече|рече
бо•|бо
такожде|такожде
ѹбо|оубо
и|і
си|сі
соньꙗ|соньꙗ
видѧште•|відѧще
плъть|плъть
ѹбо|оубо
скврьнѧть•|скврьнѧть
іс҃а|іс҃а
же|же
отъметаѭть•|отъметаѭть
славы|славъі
же|же
хѹлѧть•|хоулѧть
ѥклисиастъ|еклісіастъ
же•|же
приходить|пріходіть
бо|бо
гл҃ѧ|гл҃ѧ
съньѥ•|сънье
множьствомь|множьствомь
напастии•|напастіі
и|і
гласъ|гласъ
беꙁѹмьнаго•|безоумьнаго
множьствомь|множьствомь
словесъ•|словесъ
и|і
приричеть•|прірічеть
не|не
даждь|даждь
ѹстомъ|оустомъ
своими|своімі
съгрѣшити•|съгрѣшіті
и|і
плъти|плъті
твоѥи•|твоеі
да|да
не|не
раꙁгнѣваѥть|разгнѣваеть
сѧ|сѧ
б҃ъ|б҃ъ
на|на
гласъ|гласъ
твои•|твоі
и|і
растьлить|растьліть
тварь|тварь
рѹкѹ|роукоу
твоѥѭ•|твоеѭ
ꙗко|ꙗко
въ|въ
множьствѣ|множьствѣ
съньи|съньі
и|і
сѹѥтъ•|соуетъ
и|і
словесъ|словесъ
многъ•|многъ
и|і
сираховичь|сіраховічь
рече•|рече
ꙗко|ꙗко
съньꙗ|съньꙗ
въперѧть|въперѧть
беꙁѫмьнъꙗ•|безѫмьнъꙗ
ꙗкоже|ꙗкоже
ѥмлѧи|емлѧі
ꙁа|за
стѣнь•|стѣнь
и|і
гонѧи|гонѧі
вѣтрꙑ|вѣтръі
такожде|такожде
ѥмлѧи|емлѧі
вѣрѹ|вѣроу
сониѥмъ•|соніемъ
отъ|отъ
лъжа|лъжа
бо|бо
та|та
истина•|істіна
и|і
па҇ⷦ•|пак
вражениꙗ|враженіꙗ
и|і
кобеньꙗ|кобеньꙗ
и|і
соньꙗ•|соньꙗ
сѹѥта|соуета
сѫть•|сѫть
многꙑ|многъі
бо|бо
прѣльстишѧ|прѣльстішѧ
съньѧ•|съньѧ
и|і
отъпадошѧ|отъпадошѧ
надѣѭште|надѣѭще
сѧ•|сѧ
аште|аще
ѹбо|оубо
ꙗвить|ꙗвіть
сѧ|сѧ
комѹ•|комоу
подвиꙁаѭштиимъ|подвізаѭщіімъ
сѧ•|сѧ
или|ілі
свѣтъ•|свѣтъ
или|ілі
обраꙁъ|образъ
ѥдинъ|едінъ
огнеꙁраченъ•|огнезраченъ
никакоже|нікакоже
такоже|такоже
да|да
не|не
приѥмнеть•|пріемнеть
таковааго|таковааго
видѣниꙗ•|відѣніꙗ
прѣльсть|прѣльсть
бо|бо
ѥсть•|есть
ꙗвѣ|ꙗвѣ
отъ|отъ
ꙁълокъꙁньꙗ|зълокъзньꙗ
вражьꙗ•|вражьꙗ
семѹ|семоу
же|же
и|і
ꙗвѣ|ꙗвѣ
ап҃лъ|ап҃лъ
ѹчить|оучіть
нꙑ•|нъі
въ|въ
ан҃гла|ан҃гла
свѣтьла|свѣтьла
прѣобраꙁѹѭштааго|прѣобразоуѭщааго
сѧ|сѧ
гл҃ѧ•|гл҃ѧ
добро|добро
ѹбо|оубо
ѥсть|есть
прѣже|прѣже
съна|съна
на|на
ложи•|ложі
на|на
съхранениѥ|съхраненіе
дш҃и•|дш҃і
и|і
прогънаньѥ|прогънанье
льсти•|льсті
помолити|помоліті
сѧ|сѧ
молитвоѭ|молітвоѭ
сеѭ:|сеѭ
Вьседрьжителю|вьседрьжітелю
слово|слово
оч҃е•|оч҃е
самосъврьшенъи|самосъврьшенъі
ї҃у|і҃у
х҃е•|х҃е
ѧдрааго|ѧдрааго
твоѥго|твоего
млс҃рдьꙗ|млс҃рдьꙗ
їсѹ•|ісоу
добрꙑи|добръіі
пастѹше|пастоуше
своихъ|своіхъ
овьць•|овьць
не|не
прѣдаждь|прѣдаждь
мене|мене
крамолѣ|крамолѣ
ꙁмиинѣ•|зміінѣ
ни|ні
желаньѭ|желаньѭ
сотонинѹ|сотоніноу
остави|оставі
мене•|мене
ꙗко|ꙗко
сѣмѧ|сѣмѧ
тьлѧ|тьлѧ
въ|въ
немъ|немъ
ѥсть•|есть
тꙑ|тъі
ѹбо|оубо
г҃и|г҃і
цр҃ю|цр҃ю
пр҃стꙑи|пр҃стъіі
б҃же•|б҃же
покланѧѥмъи|покланѧемъі
и҃у|і҃у
х҃е•|х҃е
съпѧштѧ|съпѧщѧ
мѧ|мѧ
съхрани|съхрані
бесъмрьтьнъимь|бесъмрьтьнъімь
свѣтомь•|свѣтомь
и|і
д҃хомь|д҃хомь
твоимь|твоімь
ст҃ꙑимь•|ст҃ъіімь
имьже|імьже
с҃ти|с҃ті
своꙗ|своꙗ
ѹченикꙑ•|оученікъі
иꙁбавлѧꙗ|ізбавлѧꙗ
отъ|отъ
крамолꙑ|крамолъі
ꙁмиинꙑꙗ•|зміінъіꙗ
даждь|даждь
же|же
ми|мі
недостоинѹмѹ|недостоіноумоу
радость|радость
сп҃сениꙗ|сп҃сеніꙗ
твоѥго•|твоего
на|на
ложи|ложі
моѥмь•|моемь
и|і
просвѣти|просвѣті
ми|мі
ѹмъ•|оумъ
свѣтомь|свѣтомь
раꙁѹмьꙗ|разоумьꙗ
еван͗гелиꙗ|евангеліꙗ
твоѥго•|твоего
д҃шѹ|д҃шоу
моѭ|моѭ
любъвьѭ|любъвьѭ
крс҃та|крс҃та
твоѥго•|твоего
ср҃це|ср҃це
моѥ|мое
чистотоѭ|чістотоѭ
словеси|словесі
твоѥго•|твоего
тѣло|тѣло
моѥ|мое
твоѥѭ|твоеѭ
страстьѭ|страстьѭ
бестрастьноѭ•|бестрастьноѭ
мꙑсли|мъіслі
моꙗ|моꙗ
твоимь|твоімь
миромь|міромь
съхрани|съхрані
и|і
въꙁдвигни|въздвігні
мѧ|мѧ
благоложьно•|благоложьно
на|на
твоѥ|твое
славословесьѥ•|славословесье
ꙗко|ꙗко
покланѧѥмъ|покланѧемъ
ѥси|есі
и|і
прославлѧѥмъ•|прославлѧемъ
съ|съ
оц҃емь|оц҃емь
и|і
ст҃ъимь|ст҃ъімь
дх҃омь|дх҃омь
въ|въ
вѣкꙑ|вѣкъі
аминъ•|амінъ
Сѫть|сѫть
же|же
и|і
ина|іна
съньꙗ•|съньꙗ
ꙗкоже|ꙗкоже
гл҃еть|гл҃еть
и|і
иѡвъ•|іовъ
въ|въ
ѥдино|едіно
бо|бо
въꙁгаголеть|възгаголеть
г҃ь•|г҃ь
а|а
въ|въ
вътороѥ|въторое
съньѥмь•|съньемь
ꙗко|ꙗко
се|се
ѥгда|егда
нападеть|нападеть
страхъ|страхъ
въ|въ
ношти•|нощі
мꙑ|мъі
же|же
въꙁлюблении•|възлюбленіі
не|не
длъжъни|длъжъні
ѥсмъ|есмъ
вѣровати•|вѣроваті
или|ілі
пристаати|прістааті
сониихъ•|сонііхъ
аште|аще
и|і
отъ|отъ
бж҃ьꙗ|бж҃ьꙗ
ꙗвлениꙗ|ꙗвленіꙗ
посълано|посълано
бѫдеть|бѫдеть
намъ|намъ
видѣниѥ•|відѣніе
да|да
не|не
въ|въ
свѣта|свѣта
мѣсто|мѣсто
дꙑма|дъіма
приимемъ•|пріімемъ
да|да
не|не
въ|въ
семь|семь
раꙁгнѣваѥмъ|разгнѣваемъ
г҃а•|г҃а
нъ|нъ
паче|паче
да|да
и|і
прииметь|прііметь
нꙑ•|нъі
съ|съ
страхомь|страхомь
хранѧштаꙗ•|хранѧщаꙗ
порѹченоѥ|пороученое
намъ|намъ
имь|імь
скровиште•|скровіще
имѣхъ|імѣхъ
же|же
многꙑ|многъі
повѣсти•|повѣсті
пришедъшѧꙗ|прішедъшѧꙗ
въ|въ
мѧ•|мѧ
ветъхꙑ|ветъхъі
и|і
новꙑ|новъі
при|прі
насъ|насъ
бꙑвъшѧ•|бъівъшѧ
о|о
прѣльштенъиихъ|прѣльщенъііхъ
съньи•|съньі
и|і
лютѣ|лютѣ
ако|ако
отъпадъшь•|отъпадъшь
въ|въ
бж҃ствьно|бж҃ствьно
писмѧ•|пісмѧ
на|на
ѹтврьжденьѥ|оутврьжденье
чътѹщиимъ•|чътоущіімъ
нъ|нъ
да|да
не|не
отъпадемъ|отъпадемъ
прѣдълежаштаꙗ|прѣдълежащаꙗ
намъ•|намъ
мꙑсли•|мъіслі
ѥдинѹ|едіноу
тъчьѭ|тъчьѭ
главѹ|главоу
прѣдъложь•|прѣдъложь
ѹставлю|оуставлю
слово•|слово
бꙑсть|бъість
ѥдинъ|едінъ
мнихъ•|мніхъ
въ|въ
горѣ|горѣ
синаисцѣи•|сінаісцѣі
иже|іже
толико|толіко
въꙁдрьжаньѥ|въздрьжанье
покаꙁавъ•|показавъ
и|і
въ|въ
хꙑжди|хъіжді
ꙁатворь|затворь
сѧ|сѧ
ꙁа|за
лѣта|лѣта
многа•|многа
послѣжде|послѣжде
же|же
диꙗвольскъими|діꙗвольскъімі
ꙗвлении•|ꙗвленіі
и|і
сънꙑ|сънъі
порѫганъ•|порѫганъ
въ|въ
июдеиство|іюдеіство
въпаде|въпаде
и|і
обрѣꙁаньѥ|обрѣзанье
плътьско•|плътьско
множицеѭ|множіцеѭ
бо|бо
покаꙁавъ|показавъ
ѥмѹ|емоу
диꙗволъ•|діꙗволъ
истинна|істінна
соньꙗ•|соньꙗ
и|і
тѣми|тѣмі
обльстивъ|обльстівъ
омраченаго|омраченаго
ѥмѫ|емѫ
ѹма•|оума
покаꙁаѥть|показаеть
ѥмѹ|емоу
послѣжде|послѣжде
лика|ліка
мч҃нкъ|мч҃нкъ
и|і
ап҃лъ•|ап҃лъ
и|і
всѣхъ|всѣхъ
крс҃тьꙗнъ|крс҃тьꙗнъ
темна|темна
и|і
всѧкаго|всѧкаго
стѹда|стоуда
исплънена•|ісплънена
сѫпротивь|сѫпротівь
же|же
мосѣа|мосѣа
и|і
пр҃кꙑ•|пр҃къі
и|і
бг҃омрьꙁъкаго|бг҃омрьзъкаго
плъка|плъка
жидовьска•|жідовьска
свѣтьломь|свѣтьломь
ꙁракомь|зракомь
оꙁарѧѥма•|озарѧема
въ|въ
радости|радості
и|і
тихости|тіхості
сѫшта•|сѫща
си|сі
видѣвъ|відѣвъ
окаанъи•|окаанъі
абьѥ|абье
оставль|оставль
ст҃ѫѭ|ст҃ѫѭ
горѹ•|гороу
приде|пріде
въ|въ
палестинѫ•|палестінѫ
въ|въ
неарѫ|неарѫ
и|і
ливѫадѫ•|лівѫадѫ
въ|въ
жилища|жіліща
жидовьска•|жідовьска
и|і
повѣдавъ|повѣдавъ
имъ|імъ
ꙗвльшааго|ꙗвльшааго
сѧ|сѧ
ѥмѹ|емоу
диꙗвольска|діꙗвольска
дѣаниꙗ|дѣаніꙗ
обрѣꙁа|обрѣза
сѧ|сѧ
и|і
июдѣствова•|іюдѣствова
и|і
женѫ|женѫ
поꙗ•|поꙗ
и|і
абьѥ|абье
ꙗвѣ|ꙗвѣ
по|по
июѭдеихъ•|іюѭдеіхъ
на|на
крьстьꙗнꙑ|крьстьꙗнъі
догмати|догматі
искаше•|іскаше
сего|сего
и|і
аꙁъ|азъ
видѣхъ•|відѣхъ
и|і
мноꙁи|мнозі
отъ|отъ
мнихъ•|мніхъ
ибо|ібо
не|не
имать|імать
трии|тріі
лѣть•|лѣть
ꙁълоѭ|зълоѭ
съмрьтьѭ|съмрьтьѭ
дш҃ѹ|дш҃оу
отъврь•|отъврь
съгнивъ|съгнівъ
отъ|отъ
лѣтъ•|лѣтъ
и|і
бꙑвъ|бъівъ
чрьвьмъ|чрьвьмъ
ꙗдь•|ꙗдь
тако|тако
иꙁдъше•|іздъше
сего|сего
видѣвъше|відѣвъше
аꙁъ|азъ
же|же
и|і
ѥдиноговѣинии|едіноговѣініі
чрьньци|чрьньці
м͗ного|много
плакахомъ|плакахомъ
сѧ•|сѧ
бѣ|бѣ
бо|бо
мильно|мільно
видѣньѥ•|відѣнье
мѫжь|мѫжь
вьсь|вьсь
осѣдѣвъ|осѣдѣвъ
въ|въ
постѣхъ|постѣхъ
и|і
трѹдѣхъ|троудѣхъ
състарѣвъ|състарѣвъ
сѧ•|сѧ
съ|съ
женами|женамі
играꙗ•|іграꙗ
и|і
мѧса|мѧса
скрьнавъихъ|скрьнавъіхъ
жидовьскъ|жідовьскъ
въкѹшѧꙗ•|въкоушѧꙗ
нечистꙑ|нечістъі
г҃лꙑ|г҃лъі
вѣштаꙗ•|вѣщаꙗ
х҃а|х҃а
хѹлѧ|хоулѧ
и|і
ст҃го|ст҃го
д҃ха|д҃ха
не|не
чьтꙑ•|чьтъі
ѥгоже|егоже
беꙁакон͗нии|безаконніі
жидове|жідове
въторааго|въторааго
авраама|авраама
ꙁъваахѹ•|зъваахоу
въ|въ
истинѫ|істінѫ
ѹбо|оубо
гл҃ааше|гл҃ааше
г҃ь•|г҃ь
бъдите|бъдіте
ꙗко|ꙗко
не|не
вѣсте|вѣсте
въ|въ
кꙑи|къіі
часъ|часъ
тать|тать
придеть•|прідеть
и|і
пририче•|пріріче
се|се
же|же
вѣдите•|вѣдіте
ꙗко|ꙗко
аште|аще
бꙑ|бъі
вѣдѣлъ|вѣдѣлъ
г҃инъ|г҃інъ
храма|храма
въ|въ
къи|къі
часъ|часъ
тать|тать
придеть•|прідеть
бъдѣлъ|бъдѣлъ
ѹбо|оубо
бꙑ•|бъі
и|і
не|не
бꙑ|бъі
оставилъ|оставілъ
подърꙑти|подъръіті
храминꙑ|храмінъі
своѥꙗ•|своеꙗ
томѹ|томоу
х҃ѹ|х҃оу
подобаѥть|подобаеть
слава•|слава
въ|въ
вѣкꙑ|вѣкъі
вѣкомъ|вѣкомъ
АМИН|амін
п҃е|п҃е
О|о
МАЛОД҃ШЬИ|малод҃шьі
И|і
ДЪВОДОУШЬИ•|дъводоушьі
РЕКЪШЕ|рекъше
О|о
ТЪЩИВЬСТВѢ•|тъщівьствѣ
И|і
ДЪВОМꙐСЛЬИ:|дъвомъісльі
Не|не
дадимъ|дадімъ
мѣста|мѣста
браⷮѥ|брате
дѹхови|доухові
малод҃шьꙗ|малод҃шьꙗ
обладати|обладаті
нами•|намі
да|да
не|не
ꙁаꙁорьни|зазорьні
бѫдемъ|бѫдемъ
гл҃ѫштиимь|гл҃ѫщіімь
ѱаниѥмь•|псаніемь
мѫжа|мѫжа
хѹдод҃шьна|хоудод҃шьна
кто|кто
прѣтрьпить•|прѣтрьпіть
нъ|нъ
вьсѫ|вьсѫ
печаль|печаль
нашѫ|нашѫ
въꙁврьꙁѣмъ|възврьзѣмъ
на|на
б҃а•|б҃а
ꙗко|ꙗко
томѹ|томоу
ѥсть|есть
печаль|печаль
о|о
насъ•|насъ
въꙁьмѣмъ|възьмѣмъ
ѹбо|оубо
отъ|отъ
себѣ|себѣ
дъвод҃шьѥ|дъвод҃шье
и|і
малод҃шьѥ•|малод҃шье
и|і
никакоже|нікакоже
дъвод҃шьѥмь|дъвод҃шьемь
просити|просіті
чесо|чесо
ѹ|оу
б҃а•|б҃а
гл҃юште|гл҃юще
въ|въ
себѣ•|себѣ
ꙗко|ꙗко
како|како
могѫ|могѫ
просити|просіті
ѹ|оу
г҃а•|г҃а
и|і
приꙗти|пріꙗті
съгрѣшивъ|съгрѣшівъ
толико|толіко
ѥмѹ•|емоу
нъ|нъ
иꙁ|із
вьсего|вьсего
ср҃ца|ср҃ца
своѥго|своего
обрати|обраті
сѧ|сѧ
къ|къ
г҃ѹ•|г҃оу
и|і
проси|просі
ѹ|оу
него|него
бе-сѫмьнѣниꙗ•|бесѫмьнѣніꙗ
и|і
ѹвѣси|оувѣсі
многоѥ|многое
млс҃рдьѥ|млс҃рдье
ѥго•|его
ꙗко|ꙗко
не|не
имать|імать
тебе|тебе
оставити•|оставіті
нъ|нъ
прошеньѥ|прошенье
д҃ша|д҃ша
твоѥꙗ|твоеꙗ
иꙁвѣстить•|ізвѣстіть
нѣсть|нѣсть
бо|бо
б҃ъ|б҃ъ
ꙗко|ꙗко
члв҃ци|члв҃ці
вражъдѫ|вражъдѫ
помьнѧште•|помьнѧще
и|і
мл҃дъ|мл҃дъ
бꙑваѥть|бъіваеть
твари|тварі
своѥи•|своеі
тꙑ|тъі
ѹбо|оубо
очисти|очісті
си|сі
ср҃це|ср҃це
отъ|отъ
сѫмьнѣньꙗ•|сѫмьнѣньꙗ
и|і
проси|просі
ѹ|оу
него•|него
и|і
приимеши|пріімеші
прошеньѥ|прошенье
своѥ•|свое
аште|аще
ли|лі
въсѫмниши|въсѫмніші
сѧ•|сѧ
то|то
не|не
приимеши|пріімеші
сѫмнѧштеи|сѫмнѧщеі
сѧ|сѧ
въ|въ
б҃а•|б҃а
сии|сіі
сѫть|сѫть
дъводѹшивии•|дъводоушівіі
и|і
ничьсоже|нічьсоже
въ|въ
семь|семь
ѹлѹчаѭть•|оулоучаѭть
прошении|прошеніі
своихъ•|своіхъ
а|а
съврьшении|съврьшеніі
сѫште|сѫще
вѣроѭ•|вѣроѭ
всего|всего
просѧть|просѧть
надѣѭште|надѣѭще
сѧ|сѧ
на|на
г҃а|г҃а
и|і
приѥмлѭть•|пріемлѭть
ꙁане|зане
бе-сѫмнѣньꙗ|бесѫмнѣньꙗ
просѧть•|просѧть
аще|аще
ли|лі
и|і
поꙁдѣѥ|поздѣе
приимеши•|пріімеші
не|не
дъводѹшьствѹи•|дъводоушьствоуі
ꙗко|ꙗко
скоро|скоро
не|не
приꙗ|пріꙗ
прошеньꙗ|прошеньꙗ
д҃ша|д҃ша
твоеꙗ•|твоеꙗ
всѧко|всѧко
бо|бо
ꙁа|за
напасть|напасть
ѥдинѫ•|едінѫ
или|ілі
прѣгрѣшеньѥ|прѣгрѣшенье
ѥгоже|егоже
тꙑ|тъі
не|не
вѣси•|вѣсі
поꙁдьнѣѥ|поздьнѣе
приѥмли•|пріемлі
тꙑ|тъі
ѹбо|оубо
не|не
прѣстаи|прѣстаі
просѧ|просѧ
прошеньꙗ|прошеньꙗ
д҃шѧ|д҃шѧ
своѥꙗ|своеꙗ
приимеши|пріімеші
ѥ•|е
аще|аще
ли|лі
сътѫжиши|сътѫжіші
си|сі
постѧ•|постѧ
себѣ|себѣ
самого|самого
виньнѫи•|віньнѫі
а|а
не|не
дѣѭщааго|дѣѭщааго
ти•|ті
дъвод҃шьѥ|дъвод҃шье
бо|бо
дъшти|дъщі
ѥсть|есть
непрьꙗꙁнина•|непрьꙗзніна
и|і
ꙁѣло|зѣло
лѹкавьнѹѥть|лоукавьноуеть
на|на
рабꙑ|рабъі
бж҃ьꙗ•|бж҃ьꙗ
тꙑ|тъі
ѹбо|оубо
облѣци|облѣці
сѧ|сѧ
въ|въ
вѣрѫ|вѣрѫ
крѣпъкѹ•|крѣпъкоу
станѣмъ|станѣмъ
ѹбо|оубо
тврьди•|тврьді
ꙗко|ꙗко
наколо|наколо
бьѥми•|бьемі
велика|веліка
ст҃рпца|ст҃рпца
ѥсть•|есть
бьѥмѹ|бьемоу
и|і
одолѣти•|одолѣті
паче|паче
же|же
б҃а|б҃а
ради|раді
вьсе|вьсе
прѣтрьпимъ•|прѣтрьпімъ
да|да
и|і
тъ|тъ
насъ|насъ
потрьпить•|потрьпіть
тъштьни|тъщьні
бѫдѣмъ•|бѫдѣмъ
врѣмена|врѣмена
расмотримъ•|расмотрімъ
прѣлѣтьнаго|прѣлѣтьнаго
чаѭште|чаѭще
беꙁлѣтьнаго•|безлѣтьнаго
невидимаго•|невідімаго
насъ|насъ
же|же
ради|раді
видима•|відіма
неосѧгаамаго•|неосѧгаамаго
насъ|насъ
же|же
ради|раді
осѧꙁана•|осѧзана
бестрастьнаго•|бестрастьнаго
насъ|насъ
же|же
ради|раді
страстьна•|страстьна
длъготрьпьимь•|длъготрьпьімь
все|все
насъ|насъ
ради|раді
пострадавъшаго•|пострадавъшаго
г҃лють|г҃лють
же|же
и|і
книгꙑ•|кнігъі
боꙗштеи|боꙗщеі
сѧ|сѧ
г҃а•|г҃а
пожидѣте|пожідѣте
милости|мілості
ѥго•|его
и|і
не|не
ѹклоните|оуклоніте
сѧ|сѧ
да|да
не|не
падете•|падете
и|і
приводить•|пріводіть
къто|къто
вѣрова|вѣрова
г҃ѫ|г҃ѫ
и|і
постꙑдѣ|постъідѣ
сѧ•|сѧ
или|ілі
кто|кто
приꙁъвавъ|прізъвавъ
и|і
и|і
прѣꙁьрѣ|прѣзьрѣ
и•|і
или|ілі
кто|кто
прѣбꙑсть|прѣбъість
въ|въ
страсѣ|страсѣ
ѥго|его
и|і
небрѣгомъ|небрѣгомъ
бꙑсть•|бъість
не|не
малод҃шьствѹи|малод҃шьствоуі
въ|въ
мл҃твѣ|мл҃твѣ
своѥи•|своеі
не|не
бѫди|бѫді
подобьнъ|подобьнъ
въ|въ
ѥгуп͗тѣ|егуптѣ
бꙑвъшиимъ|бъівъшіімъ
людемъ•|людемъ
иже|іже
отъ|отъ
малод҃шьꙗ|малод҃шьꙗ
не|не
похотѣахѫ|похотѣахѫ
послѹшати|послоушаті
мосѣа•|мосѣа
слꙑши|слъіші
ис҃а|іс҃а
наѹгина|наоугіна
г҃лѭшта•|г҃лѭща
храните|храніте
ꙁѣло|зѣло
дш҃ѫ|дш҃ѫ
вашѫ•|вашѫ
любите|любіте
г҃а|г҃а
б҃а|б҃а
вашего•|вашего
и|і
тъ|тъ
побореть|побореть
по|по
васъ•|васъ
ѱаного|псаного
