torot_word|deep_cleaned
непорочьнь•|непорочьнь
и|і
вьслѣдь|вьслѣдь
ꙁлата|злата
не|не
иде|іде
по|по
книгамь:|кнігамь
иꙗковь|іꙗковь
бо|бо
прѣтꙗ|прѣтꙗ
сребролюбьцемь|сребролюбьцемь
рече•|рече
ꙁлато|злато
ваше|ваше
и|і
сребро|сребро
иꙁдрьжавѣ:|іздрьжавѣ
и|і
рьжда|рьжда
еѫ|еѫ
на|на
послѹшьство|послоушьство
вамь|вамь
бѹдеть•|боудеть
и|і
сьнѣсть|сьнѣсть
пльти|пльті
вашꙗ|ваша
ѧко|ѧко
огнь:|огнь
И|і
пакы•|пакъі
воле|воле
нынѣ|нъінѣ
богатии|богатіі
плачите|плачіте
сꙗ|сꙗ
ꙁадрежѹште:|задрежоуще
о|о
страстехь|страстехь
вашихь|вашіхь
грꙗдꙋштиихь|грꙗдоущііхь
на|на
вы•|въі
Приискрьнꙗа|прііскрьнꙗа
же|же
симь•|сімь
амбакѹмь|амбакоумь
проⷦ|прок
поносꙗ:|поносꙗ
сребролюбьцемь|сребролюбьцемь
рече•|рече
лютѣ|лютѣ
множажѹштѹ|множажоущоу
себе|себе
не|не
сѹштиихь|соущііхь
его:|его
лихоемѧи|ліхоемѧі
лихоимание|ліхоіманіе
ꙁьло|зьло
домѹ|домоу
своемѹ:|своемоу
добрѣ|добрѣ
же|же
рече|рече
ꙗже|ꙗже
не|не
сѹть|соуть
его:|его
ибо|ібо
вьсѣмь|вьсѣмь
богатьство:|богатьство
Ꙗкоже|ꙗкоже
и|і
дв҃дь|дв҃дь
симь|сімь
гл҃ааше•|гл҃ааше
се|се
чл҃кь|чл҃кь
иже|іже
не|не
положи|положі
б҃а|б҃а
помоштьника|помощьніка
себе•|себе
нь|нь
ѹпьва|оупьва
на|на
множьство|множьство
богатьства|богатьства
своего•|своего
и|і
въꙁможѥ|възможе
сѫетоѫ|сѫетоѫ
своеѫ•|своеѫ
иовь•|іовь
аште|аще
сьбереть|сьбереть
грѣшьникъ|грѣшьнікъ
ꙗко|ꙗко
ꙁемлѫ|землѫ
серебро•|серебро
равьно|равьно
же|же
калѹ|калоу
ꙁлато:|злато
вьсе|вьсе
правьдьници|правьдьніці
сьнабьдꙗть•|сьнабьдꙗть
и|і
дрьꙁаꙗ|дрьзаꙗ
непорочьныимь|непорочьнъіімь
своимь|своімь
житиемь•|жітіемь
гл҃ааше•|гл҃ааше
аште|аще
обѣштахь|обѣщахь
ꙁлато|злато
крѣпость|крѣпость
моѫ|моѫ
ашта|аща
ли|лі
вьꙁвеселихь|вьзвеселіхь
сꙗ|сꙗ
многѹ|многоу
богатьствѹ|богатьствоу
ми|мі
бывьшѹ:|бъівьшоу
лꙋче|лоуче
ѹбо|оубо
правьдьникꙋ|правьдьнікоу
паче|паче
богатьства|богатьства
грѣшьниихь|грѣшьнііхь
многа:|многа
послѹхѹеть|послоухоуеть
же|же
и|і
павьль:|павьль
ꙗко|ꙗко
корень|корень
вьсѣмь|вьсѣмь
ꙁьломь|зьломь
есть•|есть
сребролюбие•|сребролюбіе
есть|есть
бо•|бо
и|і
несьпострадьнь:|несьпострадьнь
и|і
беꙁмилостивьнь•|безмілостівьнь
любꙗи|любꙗі
сребро•|сребро
сп҃сь|сп҃сь
же|же
нашь|нашь
г҃ь•|г҃ь
вѣды|вѣдъі
страсть|страсть
сребролюбиѧ|сребролюбіѧ
дш҃и|дш҃і
гѹбительнѫ|гоубітельнѫ
сѫштѹ:|сѫщоу
достоино|достоіно
и|і
исцѣление|ісцѣленіе
приносить|пріносіть
гл҃ꙗ:|гл҃ꙗ
не|не
сьтꙗжите|сьтꙗжіте
мѣди:|мѣді
ни|ні
сребра•|сребра
ни|ні
ꙁлата|злата
вь|вь
поꙗсѣхь|поꙗсѣхь
ваших:|вашіх
и|і
приводить•|пріводіть
аминь|амінь
гл҃ѫ|гл҃ѫ
вамь:|вамь
ꙗко|ꙗко
богать•|богать
бѣдьнѣ|бѣдьнѣ
вьнидеть|вьнідеть
вь|вь
црⷭьствие|црсьствіе
небесьное:|небесьное
ꙗко|ꙗко
беꙁбьдь|безбьдь
льгькѹ|льгькоу
сѹштѹ:|соущоу
и|і
ѹдобь|оудобь
на|на
нб҃о|нб҃о
вьꙁлѣтаѫштѹ:|вьзлѣтаѫщоу
томѹ|томоу
слава|слава
вь|вь
вѣкы|вѣкъі
вѣком|вѣком
АМИН|амін
Ѳ҃|ѳ҃
Ꙍ|о
МЬꙀДОиманиї|мьздоіманіі
Мьꙁдоимьць•|мьздоімьць
ти|ті
лихоимьць•|ліхоімьць
ти|ті
сребролюбьць:|сребролюбьць
ти|ті
лишвьникь•|лішвьнікь
едина|едіна
колесница|колесніца
есть|есть
четверичьна•|четверічьна
имѫште|імѫще
грьдостьнааго|грьдостьнааго
воꙁатаꙗ|возатаꙗ
и|і
старѣиша•|старѣіша
иже|іже
б҃мь|б҃мь
ѹбо|оубо
ниꙁьврьжень|нізьврьжень
быⷭ:|бъіс
сьганꙗеть|сьганꙗеть
всꙗ•|всꙗ
послѣдуѫштаꙗ|послѣдуѫщаꙗ
емѹ|емоу
вь|вь
своѫ|своѫ
погыбѣль•|погъібѣль
Не|не
подобьно|подобьно
есть|есть
ꙋбо•|оубо
добрѣ|добрѣ
сьмыслꙗштиимь|сьмъіслꙗщіімь
отъ|отъ
вражьдьника|вражьдьніка
водимомь|водімомь
быти•|бъіті
да|да
не|не
сь|сь
нимь|німь
вь|вь
ꙗмѹ|ꙗмоу
мѫчениꙗ|мѫченіꙗ
вѣчьнааго|вѣчьнааго
вьвалꙗть|вьвалꙗть
сꙗ:|сꙗ
нь|нь
паче|паче
ли|лі
домь|домь
вь|вь
жиꙁнь|жізнь
наставити|наставіті
сꙗ|сꙗ
гл҃ѫштемь•|гл҃ѫщемь
имѹште|імоуще
же|же
пиштꙗ|піща
и|і
одѣниꙗ•|одѣніꙗ
сими|сімі
довьлимь|довьлімь
сѧ•|сѧ
хотꙗштеи|хотꙗщеі
бо|бо
богатити|богатіті
сꙗ|сꙗ
вьпадаѫть|вьпадаѫть
вь|вь
напасти•|напасті
и|і
вь|вь
сѣти|сѣті
неприꙗꙁнины•|непріꙗзнінъі
боꙗи|боꙗі
сѧ|сѧ
ѹбо|оубо
ꙁаповѣди|заповѣді
апл҃скыꙗ:|апл҃скъіꙗ
паче|паче
же|же
самого|самого
г҃а|г҃а
глѫ҃шта:|глѫ҃ща
не|не
сьтꙗжите|сьтꙗжіте
ꙁлата|злата
ни|ні
сребра:|сребра
ни|ні
же|же
пьцѣте|пьцѣте
сꙗ|сꙗ
чьто|чьто
ꙗсте•|ꙗсте
или|ілі
чьто|чьто
пиете:|піете
то|то
таковааго|таковааго
ѹстителꙗ|оустітелꙗ
ниꙁьлагаеть|нізьлагаеть
б҃ь•|б҃ь
и|і
своима|своіма
ногама|ногама
сьпираеть:|сьпіраеть
Добрѣ|добрѣ
же|же
и|і
притьчьникь•|прітьчьнікь
поѹчаеть|пооучаеть
мьꙁдоимьца|мьздоімьца
г҃лѧ:|г҃лѧ
не|не
отимаи|отімаі
ѹбогѹ|оубогоу
ништь|ніщь
бо|бо
есть•|есть
и|і
пакы•|пакъі
любꙗи|любꙗі
сребро•|сребро
не|не
насытить|насъітіть
сꙗ|сꙗ
сребра:|сребра
ꙁане|зане
ништии|ніщіі
вѣсть|вѣсть
ходити|ходіті
прѣмо|прѣмо
жиꙁни:|жізні
и|і
еже|еже
да|да
не|не
бѹдеть|боудеть
рѹка|роука
тво|тво
прострьта|прострьта
на|на
вьꙁꙗтие•|вьзꙗтіе
а|а
на|на
вьꙁдание|вьзданіе
сьгьбена:|сьгьбена
тожде|тожде
же|же
и|і
апл҇ⷭь•|аплсь
бл҃жнѣе|бл҃жнѣе
есть|есть
даꙗти|даꙗті
неже|неже
вьꙁимати:|вьзіматі
Ꙁаконь|законь
же|же
рече•|рече
не|не
оправьди|оправьді
нечьстивааго|нечьстівааго
мьꙁды|мьздъі
ради:|раді
и|і
мьꙁды|мьздъі
не|не
вьꙁьми:|вьзьмі
мьꙁда|мьзда
бо|бо
ослѣплꙗеть|ослѣплꙗеть
очи•|очі
видꙗштиимь:|відꙗщіімь
и|і
самꙋиль|самоуіль
же|же
ꙁаповѣдь|заповѣдь
дрьжѧ|дрьжѧ
ꙁакон͗нѹѫ•|законноуѫ
г҃лааше|г҃лааше
людемь:|людемь
еда|еда
оть|оть
рѹкы|роукъі
чьеꙗ|чьеꙗ
вьꙁѧхь|вьзѧхь
иꙁбавѫ•|ізбавѫ
или|ілі
обѹвь:|обоувь
се|се
послѹхь|послоухь
г҃ь:|г҃ь
про҇ⷦ|прок
же|же
амось:|амось
скрьбꙗ|скрьбꙗ
о|о
людехь|людехь
гл҃ааше•|гл҃ааше
мьꙁдѹ|мьздоу
иꙁбьранѹ|ізбьраноу
приꙗсте|пріꙗсте
ѿ|от
ништиихь:|ніщііхь
И|і
исаꙗ|ісаꙗ
пособѹꙗ|пособоуꙗ
рече•|рече
кнꙗꙁи|кнꙗзі
любꙗштеи|любꙗщеі
мьꙁдѹ:|мьздоу
гонꙗште|гонꙗще
вьꙁдаание:|вьздааніе
и|і
ѹкарѧꙗ|оукарѧꙗ
ѧ|ѧ
рече:|рече
горе|горе
оправьдаѫштиимь|оправьдаѫщіімь
нечьстиваго|нечьстіваго
мьꙁды|мьздъі
ради:|раді
и|і
правьдьное|правьдьное
правьдьника|правьдьніка
вьꙁемлюштиимь:|вьземлющіімь
И|і
инь|інь
дарове|дарове
и|і
мъꙁды:|мъздъі
ослѣплꙗѫть|ослѣплꙗѫть
очи|очі
мѫдрыихь•|мѫдръііхь
И|і
пакы:|пакъі
гѹбить|гоубіть
сѧ|сѧ
мьꙁдоимьць•|мьздоімьць
а|а
не|не
любꙗи|любꙗі
мьꙁды|мьздъі
имати|іматі
живь|жівь
будеть:|будеть
и|і
пакы:|пакъі
приемлꙗи|пріемлꙗі
мьꙁдѹ|мьздоу
вь|вь
нꙗдра|нꙗдра
бес|бес
правьды:|правьдъі
не|не
направлꙗеть|направлꙗеть
сꙗ|сꙗ
на|на
пѫти•|пѫті
иꙁволенѣе|ізволенѣе
ѹбо|оубо
имꙗ|імꙗ
добро•|добро
нежели|нежелі
богатьство:|богатьство
Дв҃дь|дв҃дь
бѹ|боу
молꙗ|молꙗ
сꙗ|сꙗ
гл҃ааше:|гл҃ааше
не|не
погѹби|погоубі
сь|сь
нечьстивыими|нечьстівъіімі
дш҃а|дш҃а
моеꙗ:|моеꙗ
и|і
сь|сь
мѹжи|моужі
крьвии|крьвіі
живота|жівота
моего:|моего
ихьже|іхьже
вь|вь
рѹкахь|роукахь
беꙁакониꙗ:|безаконіꙗ
десница|десніца
ихь|іхь
испль|іспль
сꙗ|сꙗ
мьꙁды:|мьздъі
нечьстивы|нечьстівъі
беꙁаконьникы•|безаконьнікъі
и|і
мѫжа|мѫжа
крьвы:|крьвъі
нарицаꙗ|наріцаꙗ
мъꙁдоимьцꙗ:|мъздоімьца
и|і
паⷦ•|пак
беꙁꙋмьнь|безоумьнь
и|і
несьмысльнь•|несьмъісльнь
погыбнете•|погъібнете
и|і
оставита|оставіта
тѹждиимь|тоуждіімь
богатьство|богатьство
еѫ:|еѫ
Равьно|равьно
еже|еже
решти•|рещі
беꙁѹмьне•|безоумьне
сеи|сеі
ношти|нощі
д҃шѹ|д҃шоу
твоѫ|твоѫ
иꙁьмѹть|ізьмоуть
ис|іс
тебе•|тебе
а|а
ꙗже|ꙗже
ѹготова|оуготова
комѹ|комоу
бѹдеть•|боудеть
беꙁѹмьлꙗ|безоумьлꙗ
именѹѧ•|іменоуѧ
надѣѫштѧѧ|надѣѫщѧѧ
сѧ|сѧ
на|на
богатьство:|богатьство
ꙁа|за
беꙁвѣстие|безвѣстіе
пльтьнааго|пльтьнааго
житиꙗ:|жітіꙗ
И|і
паⷦ|пак
дв҃дь•|дв҃дь
приклони|пріклоні
ср҃це|ср҃це
мое|мое
вь|вь
сьвѣдѣниꙗ|сьвѣдѣніꙗ
твоꙗ:|твоꙗ
а|а
не|не
вь|вь
лихоимание:|ліхоіманіе
Иѡвь|іовь
же|же
покаꙁаꙗ|показаꙗ
чистотѫ|чістотѫ
своѫ|своѫ
г҃леть•|г҃леть
аште|аще
же|же
и|і
рѫкам|рѫкам
моима|моіма
прикоснѫхь|прікоснѫхь
сѧ|сѧ
мьꙁдѣ:|мьздѣ
И|і
г҃ь|г҃ь
сп҃съ|сп҃съ
нашь|нашь
повѣдаетъ|повѣдаетъ
гл҃ѧ•|гл҃ѧ
блюдѣте|блюдѣте
и|і
храните|храніте
сѧ:|сѧ
отъ|отъ
вьсего|вьсего
лихоиманиꙗ:|ліхоіманіꙗ
ꙗко|ꙗко
не|не
отъ|отъ
иꙁбꙑтъка|ізбъітъка
комѹ|комоу
животъ|жівотъ
его|его
естъ:|естъ
ѿ|от
имѣньи|імѣньі
емѹ:|емоу
правьдьнъи|правьдьнъі
вѣроѫ|вѣроѫ
живъ|жівъ
бѫдетъ:|бѫдетъ
о|о
х҃ѣ|х҃ѣ
ис҃ѣ|іс҃ѣ
г҃и|г҃і
б҃ꙁѣ|б҃зѣ
нашемь|нашемь
емꙋже|емоуже
слава|слава
вь|вь
вѣкы|вѣкъі
вѣком|вѣком
АМИН|амін
і҃|і҃
Ꙍ|о
СКОУПОСТИ|скоупості
Скѫпость•|скѫпость
отъ|отъ
малод҃шиꙗ|малод҃шіꙗ
проꙁѧбаетъ•|прозѧбаетъ
паче|паче
же|же
отъ|отъ
невѣриꙗ•|невѣріꙗ
и|і
неѹпъваниꙗ:|неоупъваніꙗ
аште|аще
бо|бо
о|о
видимъихь•|відімъіхь
ꙗже|ꙗже
даетъ|даетъ
намъ•|намъ
блага|блага
вьсегда|вьсегда
обильно|обільно
благостиѫ|благостіѫ
своеѫ|своеѫ
б҃ь•|б҃ь
не|не
емемь|емемь
вѣрꙑ|вѣръі
емѹ:|емоу
нъ|нъ
сѫмьнимъ|сѫмьнімъ
сꙗ•|сꙗ
како|како
о|о
невидимꙑихъ|невідімъііхъ
и|і
вѣчьнꙑихъ•|вѣчьнъііхъ
и|і
прѣбꙑтьнꙑихъ|прѣбъітьнъііхъ
блаꙁѣхъ•|блазѣхъ
ѧже|ѧже
самъ|самъ
обѣшта|обѣща
намъ|намъ
подати:|податі
вѣрѹимъ|вѣроуімъ
емѹ:|емоу
ихьже|іхьже
ни|ні
око|око
видѣло|відѣло
ни|ні
ѹхо|оухо
слꙑшало•|слъішало
