mysql> select tokens.id, token_alignment_id from tokens left join sentences on sentence_id = sentences.id left join source_divisions on source_division_id = source_divisions.id left join sources on source_id = sources.id where code = "psal-sin";
+---------+--------------------+
| id      | token_alignment_id |
| 2378340 |            3339520 |
| 2378341 |               NULL |
| 2378342 |            3339521 |
| 2379557 |               NULL |
| 2378343 |               NULL |
| 2379558 |               NULL |
| 2378344 |            3339523 |
| 2378345 |            3339524 |
| 2378346 |            3339525 |
| 2378347 |            3339527 |
| 2378348 |            3339528 |
| 2378349 |            3339526 |
| 2378350 |            3339529 |
| 2378351 |            3339530 |
| 2378352 |            3339531 |
| 2378353 |            3339533 |
| 2378354 |            3339534 |
| 2378355 |            3339536 |
| 2378356 |            3339537 |
| 2378357 |            3339538 |
| 2378358 |               NULL |
| 2378359 |            3339540 |
| 2378360 |            3339541 |
| 2378361 |            3339543 |
| 2378362 |            3339544 |
| 2378363 |            3339546 |
| 2378364 |            3339547 |
| 2378365 |            3339549 |
| 2378366 |            3339550 |
| 2379559 |               NULL |
| 2378367 |            3339551 |
| 2378368 |               NULL |
| 2378369 |            3339552 |
| 2378370 |            3339553 |
| 2378371 |            3339554 |
| 2378372 |            3339555 |
| 2378373 |            3339556 |
| 2378374 |            3339558 |
| 2378375 |            3339559 |
| 2378376 |            3339561 |
| 2378377 |            3339562 |
| 2378378 |            3339563 |
| 2378379 |               NULL |
| 2378380 |            3339565 |
| 2378381 |            3339566 |
| 2378382 |            3339567 |
| 2378383 |            3339568 |
| 2378384 |            3339569 |
| 2378385 |            3339570 |
| 2378386 |            3339571 |
| 2378387 |            3339572 |
| 2378388 |            3339574 |
| 2378389 |            3339575 |
| 2378390 |            3339576 |
| 2378391 |            3339577 |
| 2379561 |               NULL |
| 2378392 |               NULL |
| 2378393 |            3339578 |
| 2378394 |            3339579 |
| 2378395 |            3339581 |
| 2378396 |            3339583 |
| 2378397 |            3339585 |
| 2378398 |            3339586 |
| 2378399 |            3339587 |
| 2378400 |            3339588 |
| 2378401 |            3339589 |
| 2378402 |            3339590 |
| 2378403 |            3339591 |
| 2378404 |            3339592 |
| 2378405 |            3339593 |
| 2378406 |            3339594 |
| 2378407 |            3339595 |
| 2379562 |               NULL |
| 2378408 |            3339596 |
| 2378409 |            3339597 |
| 2378410 |            3339598 |
| 2378411 |            3339599 |
| 2378412 |            3339600 |
| 2378413 |            3339601 |
| 2378414 |            3339603 |
| 2378415 |            3339604 |
| 2378416 |            3339605 |
| 2378417 |            3339606 |
| 2378418 |            3339607 |
| 2378419 |            3339608 |
| 2378420 |            3339611 |
| 2378421 |            3339612 |
| 2378422 |            3339613 |
| 2378423 |            3339616 |
| 2378424 |            3339617 |
| 2378425 |            3339618 |
| 2378426 |            3339619 |
| 2379563 |               NULL |
| 2378427 |            3339620 |
| 2378428 |            3339622 |
| 2378429 |            3339623 |
| 2378430 |            3339624 |
| 2378431 |            3339625 |
| 2378432 |            3339626 |
| 2378433 |            3339628 |
| 2378434 |            3339629 |
| 2378435 |            3339630 |
| 2378436 |               NULL |
| 2378437 |            3339631 |
| 2378438 |               NULL |
| 2378439 |            3339632 |
| 2378440 |            3339633 |
| 2378441 |               NULL |
| 2378442 |            3339634 |
| 2378443 |            3339636 |
| 2378444 |            3339638 |
| 2378445 |            3339639 |
| 2378446 |            3339640 |
| 2378447 |               NULL |
| 2378448 |            3339641 |
| 2378449 |            3339642 |
| 2378450 |            3339643 |
| 2378451 |            3339644 |
| 2378452 |            3339645 |
| 2378453 |            3339646 |
| 2378454 |            3339647 |
| 2378455 |            3339648 |
| 2379564 |               NULL |
| 2378456 |            3339649 |
| 2378457 |            3339650 |
| 2378458 |            3339652 |
| 2378459 |            3339653 |
| 2378460 |            3339654 |
| 2378461 |            3339656 |
| 2379565 |               NULL |
| 2378462 |               NULL |
| 2379569 |               NULL |
| 2379573 |               NULL |
| 2379574 |               NULL |
| 2378463 |            3339657 |
| 2378464 |            3339659 |
| 2379575 |               NULL |
| 2378465 |            3339660 |
| 2378466 |            3339662 |
| 2379576 |               NULL |
| 2378467 |            3339664 |
| 2378468 |            3339665 |
| 2378469 |            3339666 |
| 2379577 |               NULL |
| 2378470 |            3339667 |
| 2378471 |            3339668 |
| 2378472 |            3339670 |
| 2378473 |            3339671 |
| 2378474 |            3339672 |
| 2378475 |            3339674 |
| 2379578 |               NULL |
| 2378476 |            3339675 |
| 2378477 |            3339676 |
| 2378478 |            3339677 |
| 2378479 |               NULL |
| 2378480 |            3339679 |
| 2378481 |            3339680 |
| 2378482 |            3339681 |
| 2378483 |            3339683 |
| 2378484 |            3339685 |
| 2378485 |            3339687 |
| 2378486 |            3339688 |
| 2378487 |            3339689 |
| 2378488 |            3339691 |
| 2378489 |            3339692 |
| 2378490 |            3339693 |
| 2378491 |               NULL |
| 2378492 |            3339694 |
| 2378493 |            3339695 |
| 2378494 |            3339696 |
| 2378495 |            3339698 |
| 2378496 |            3339699 |
| 2378497 |            3339700 |
| 2378498 |            3339701 |
| 2378499 |            3339702 |
| 2378500 |            3339703 |
| 2378501 |            3339704 |
| 2378502 |            3339705 |
| 2378503 |            3339706 |
| 2378504 |            3339707 |
| 2378505 |            3339708 |
| 2378506 |            3339710 |
| 2378507 |            3339711 |
| 2378508 |            3339713 |
| 2378509 |            3339714 |
| 2378510 |            3339715 |
| 2378511 |            3339717 |
| 2378512 |            3339719 |
| 2378513 |            3339720 |
| 2378514 |            3339723 |
| 2378515 |            3339724 |
| 2379579 |               NULL |
| 2378516 |               NULL |
| 2379580 |               NULL |
| 2378517 |            3339725 |
| 2378518 |            3339728 |
| 2378519 |            3339729 |
| 2378520 |            3339731 |
| 2378521 |            3339732 |
| 2379581 |               NULL |
| 2378522 |            3339733 |
| 2378523 |            3339735 |
| 2378524 |            3339737 |
| 2378525 |            3339738 |
| 2378526 |            3339739 |
| 2378527 |            3339741 |
| 2378528 |            3339742 |
| 2378529 |            3339743 |
| 2378530 |            3339744 |
| 2378531 |            3339746 |
| 2378532 |            3339747 |
| 2378533 |            3339748 |
| 2378534 |            3339749 |
| 2379582 |               NULL |
| 2378535 |            3339751 |
| 2378536 |            3339752 |
| 2378537 |            3339754 |
| 2378538 |            3339755 |
| 2378539 |            3339756 |
| 2378540 |            3339757 |
| 2378541 |            3339759 |
| 2378542 |            3339761 |
| 2378543 |            3339762 |
| 2378544 |            3339763 |
| 2378545 |            3339764 |
| 2378546 |            3339765 |
| 2378547 |            3339767 |
| 2378548 |            3339768 |
| 2378549 |            3339769 |
| 2378550 |            3339771 |
| 2378551 |            3339772 |
| 2378552 |            3339773 |
| 2378553 |            3339774 |
| 2378554 |            3339775 |
| 2378555 |            3339776 |
| 2378556 |            3339777 |
| 2378557 |               NULL |
| 2378558 |            3339779 |
| 2378559 |            3339781 |
| 2378560 |            3339782 |
| 2378561 |            3339783 |
| 2378562 |               NULL |
| 2379583 |               NULL |
| 2378563 |            3339784 |
| 2378564 |            3339786 |
| 2378565 |            3339788 |
| 2378566 |            3339789 |
| 2378567 |            3339791 |
| 2378568 |            3339792 |
| 2378569 |            3339793 |
| 2378570 |            3339795 |
| 2378571 |            3339796 |
| 2378572 |            3339797 |
| 2379584 |               NULL |
| 2378573 |            3339798 |
| 2378574 |            3339799 |
| 2378575 |            3339800 |
| 2378576 |            3339802 |
| 2378577 |            3339803 |
| 2378578 |            3339804 |
| 2378579 |            3339805 |
| 2378580 |            3339807 |
| 2378581 |            3339809 |
| 2378582 |            3339810 |
| 2378583 |            3339811 |
| 2378584 |            3339812 |
| 2378585 |            3339813 |
| 2378586 |            3339814 |
| 2378587 |            3339815 |
| 2378588 |            3339817 |
| 2378589 |            3339818 |
| 2378590 |            3339819 |
| 2378591 |            3339820 |
| 2379585 |               NULL |
| 2378592 |            3339821 |
| 2378593 |            3339822 |
| 2378594 |               NULL |
| 2378595 |            3339823 |
| 2378596 |            3339825 |
| 2378597 |            3339827 |
| 2378598 |               NULL |
| 2378599 |               NULL |
| 2378600 |            3339828 |
| 2378601 |            3339830 |
| 2378602 |            3339831 |
| 2378603 |            3339832 |
| 2378604 |            3339833 |
| 2378605 |            3339834 |
| 2378606 |            3339835 |
| 2378607 |            3339837 |
| 2378608 |            3339838 |
| 2378609 |            3339839 |
| 2379586 |               NULL |
| 2378610 |            3339841 |
| 2378611 |            3339842 |
| 2378612 |            3339843 |
| 2378613 |            3339844 |
| 2378614 |            3339845 |
| 2378615 |            3339846 |
| 2378616 |            3339847 |
| 2378617 |            3339848 |
| 2378618 |            3339850 |
| 2378619 |            3339852 |
| 2378620 |            3339854 |
| 2378621 |            3339855 |
| 2378622 |               NULL |
| 2378623 |            3339857 |
| 2378624 |            3339858 |
| 2378625 |            3339859 |
| 2378626 |            3339861 |
| 2378627 |            3339862 |
| 2378628 |            3339863 |
| 2379587 |               NULL |
| 2426481 |               NULL |
| 3274157 |               NULL |
| 3274162 |               NULL |
| 3274163 |               NULL |
| 2426482 |            3339864 |
| 2426483 |            3339866 |
| 3274164 |               NULL |
| 2426484 |            3339868 |
| 2426485 |            3339869 |
| 2426486 |            3339870 |
| 3274165 |               NULL |
| 2426487 |            3339871 |
| 2426488 |               NULL |
| 2426489 |            3339872 |
| 2426490 |            3339874 |
| 2426491 |            3339875 |
| 2426492 |            3339876 |
| 2426493 |               NULL |
| 2426494 |            3339878 |
| 2426495 |            3339879 |
| 2426496 |            3339880 |
| 2426497 |               NULL |
| 2426498 |            3339882 |
| 2426499 |            3339884 |
| 2426500 |            3339885 |
| 2426501 |            3339886 |
| 2426502 |               NULL |
| 2426503 |            3339888 |
| 2426504 |            3339889 |
| 2426505 |            3339890 |
| 3274166 |               NULL |
| 2426506 |               NULL |
| 3274167 |               NULL |
| 2426507 |            3339891 |
| 2426508 |               NULL |
| 2426509 |               NULL |
| 2426510 |            3339893 |
| 2426511 |            3339894 |
| 2426512 |            3339895 |
| 2426513 |               NULL |
| 2426514 |               NULL |
| 2426515 |            3339896 |
| 2426516 |            3339897 |
| 2426517 |            3339898 |
| 2426518 |            3339899 |
| 2426519 |            3339900 |
| 2426520 |            3339901 |
| 2426521 |            3339903 |
| 2426522 |            3339905 |
| 2426523 |            3339906 |
| 2426524 |            3339907 |
| 2426525 |            3339908 |
| 2426526 |            3339910 |
| 2426527 |            3339911 |
| 2426528 |            3339912 |
| 2426529 |            3339913 |
| 2426530 |            3339914 |
| 2426531 |            3339915 |
| 2426532 |            3339917 |
| 2426533 |            3339918 |
| 2426534 |               NULL |
| 2426535 |               NULL |
| 2426536 |            3339919 |
| 2426537 |            3339920 |
| 2426538 |            3339921 |
| 2426539 |            3339923 |
| 2426540 |            3339924 |
| 2426541 |            3339925 |
| 2426542 |            3339926 |
| 2426543 |            3339927 |
| 2426544 |            3339928 |
| 2426545 |            3339930 |
| 2426546 |            3339931 |
| 2426547 |            3339932 |
| 2426548 |               NULL |
| 2426549 |            3339933 |
| 2426550 |            3339934 |
| 2426551 |            3339935 |
| 2426552 |            3339937 |
| 2426553 |            3339938 |
| 2426554 |            3339939 |
| 2426555 |               NULL |
| 2426556 |            3339940 |
| 2426557 |            3339941 |
| 2426558 |            3339942 |
| 2426559 |            3339943 |
| 2426560 |            3339944 |
| 2426561 |            3339946 |
| 2426562 |            3339947 |
| 2426563 |            3339948 |
| 2426564 |            3339950 |
| 2426565 |            3339951 |
| 2426566 |            3339953 |
| 2426567 |            3339954 |
| 2426568 |            3339955 |
| 2426569 |            3339956 |
| 2426570 |            3339957 |
| 2426571 |            3339958 |
| 2426572 |            3339959 |
| 2426573 |            3339960 |
| 2426574 |            3339962 |
| 2426575 |            3339963 |
| 2426576 |            3339964 |
| 2426577 |            3339965 |
| 2426578 |            3339966 |
| 2426579 |            3339968 |
| 2426580 |            3339969 |
| 2426581 |            3339970 |
| 2426582 |            3339971 |
| 2426583 |            3339973 |
| 2426584 |            3339974 |
| 2426585 |            3339975 |
| 2426586 |               NULL |
| 2426587 |            3339977 |
| 2426588 |               NULL |
| 2426589 |            3339980 |
| 2426590 |            3339978 |
| 2426591 |            3339979 |
| 2426592 |            3339981 |
| 2426593 |            3339982 |
| 2426594 |            3339984 |
| 2426595 |               NULL |
| 2426596 |            3339985 |
| 2426597 |            3339987 |
| 2426598 |            3339988 |
| 2426599 |            3339990 |
| 2426600 |            3339991 |
| 2426601 |            3339992 |
| 2426602 |            3339994 |
| 2426603 |            3339995 |
| 3274168 |               NULL |
| 2426604 |            3339996 |
| 2426605 |            3339997 |
| 2426606 |            3339998 |
| 2426607 |            3339999 |
| 2426608 |               NULL |
| 2426609 |            3340000 |
| 2426610 |            3340001 |
| 2426611 |            3340002 |
| 2426612 |            3340003 |
| 2426613 |               NULL |
| 2426614 |            3340004 |
| 2426615 |            3340005 |
| 2426616 |            3340007 |
| 2426617 |            3340008 |
| 2426618 |            3340009 |
| 2426619 |            3340010 |
| 2426620 |            3340011 |
| 2426621 |            3340013 |
| 2426622 |            3340014 |
| 2426623 |            3340015 |
| 2426624 |            3340018 |
| 2426625 |            3340019 |
| 2426626 |            3340020 |
| 2426627 |            3340021 |
| 2426628 |            3340023 |
| 2426629 |            3340024 |
| 2426630 |            3340025 |
| 2426631 |            3340027 |
| 2426632 |            3340028 |
| 2426633 |            3340029 |
| 2426634 |            3340030 |
| 2426635 |            3340031 |
| 2426636 |            3340032 |
| 2426637 |            3340033 |
| 2426638 |            3340034 |
| 2426639 |            3340035 |
| 2426640 |            3340036 |
| 2426641 |            3340038 |
| 2426642 |            3340039 |
| 2426643 |               NULL |
| 3274169 |               NULL |
| 2426644 |               NULL |
| 3274170 |               NULL |
| 2426645 |               NULL |
| 3274171 |               NULL |
| 2426646 |               NULL |
| 3274172 |               NULL |
| 2426647 |            3340040 |
| 2426648 |            3340042 |
| 3274173 |               NULL |
| 2426649 |            3340043 |
| 2426650 |            3340044 |
| 2426651 |            3340046 |
| 2426652 |            3340047 |
| 2426653 |            3340048 |
| 2426654 |            3340049 |
| 2426655 |            3340050 |
| 2426656 |            3340051 |
| 2426657 |            3340052 |
| 2426658 |            3340055 |
| 2426659 |            3340056 |
| 2426660 |            3340057 |
| 2426661 |            3340059 |
| 2426662 |            3340060 |
| 2426663 |            3340061 |
| 2426664 |            3340062 |
| 2426665 |            3340063 |
| 2426666 |            3340064 |
| 2426667 |            3340066 |
| 2426668 |            3340067 |
| 2426669 |            3340069 |
| 2426670 |            3340070 |
| 2426671 |            3340072 |
| 2426672 |            3340073 |
| 2426673 |            3340074 |
| 2426674 |            3340075 |
| 2426675 |            3340076 |
| 2426676 |            3340077 |
| 2426677 |            3340078 |
| 2426678 |            3340079 |
| 2426679 |            3340080 |
| 2426680 |            3340081 |
| 2426681 |            3340082 |
| 2426682 |            3340084 |
| 2426683 |            3340085 |
| 2426684 |            3340087 |
| 2426685 |            3340089 |
| 2426686 |            3340090 |
| 2426687 |            3340091 |
| 2426688 |            3340092 |
| 2426689 |            3340093 |
| 2426690 |            3340094 |
| 2426691 |            3340095 |
| 2426692 |            3340097 |
| 2426693 |            3340098 |
| 2426694 |            3340099 |
| 2426695 |            3340100 |
| 2426696 |            3340101 |
| 2426697 |            3340102 |
| 2426698 |            3340103 |
| 2426699 |            3340104 |
| 2426700 |            3340105 |
| 2426701 |            3340106 |
| 2426702 |            3340107 |
| 2426703 |            3340109 |
| 2426704 |            3340110 |
| 3274174 |               NULL |
| 2426705 |            3340111 |
| 2426706 |            3340112 |
| 2426707 |            3340114 |
| 2426708 |            3340115 |
| 2426709 |            3340116 |
| 2426710 |            3340117 |
| 2426711 |            3340119 |
| 2426712 |            3340121 |
| 2426713 |            3340122 |
| 2426714 |            3340123 |
| 2426715 |            3340124 |
| 2426716 |            3340125 |
| 2426717 |            3340126 |
| 2426718 |            3340127 |
| 2426719 |            3340128 |
| 2426720 |            3340129 |
| 2426721 |            3340130 |
| 2426722 |            3340131 |
| 2426723 |            3340132 |
| 2426724 |            3340134 |
| 2426725 |            3340135 |
| 2426726 |            3340136 |
| 2426727 |            3340137 |
| 2426728 |            3340138 |
| 2426729 |            3340139 |
| 2426730 |            3340140 |
| 2426731 |            3340142 |
| 2426732 |            3340143 |
| 2426733 |            3340145 |
| 2426734 |            3340146 |
| 2426735 |            3340147 |
| 2426736 |            3340149 |
| 2426737 |            3340150 |
| 2426738 |            3340151 |
| 2426739 |            3340152 |
| 2426740 |            3340153 |
| 2426741 |            3340154 |
| 2426742 |               NULL |
| 2426743 |            3340155 |
| 2426744 |            3340156 |
| 2426745 |            3340157 |
| 2426746 |            3340158 |
| 2426747 |            3340159 |
| 2426748 |            3340161 |
| 2426749 |            3340162 |
| 2426750 |            3340163 |
| 2426751 |            3340164 |
| 2426752 |            3340165 |
| 2426753 |            3340166 |
| 2426754 |            3340168 |
| 2426755 |            3340169 |
| 2426756 |            3340170 |
| 2426757 |            3340171 |
| 2426758 |            3340173 |
| 2426759 |            3340174 |
| 2426760 |            3340177 |
| 2426761 |            3340178 |
| 2426762 |            3340179 |
| 2426763 |               NULL |
| 2426764 |            3340181 |
| 2426765 |            3340182 |
| 2426766 |            3340183 |
| 2426767 |            3340184 |
| 2426768 |            3340185 |
| 2426769 |            3340186 |
| 2426770 |            3340187 |
| 2426771 |               NULL |
| 2426772 |            3340188 |
| 2426773 |               NULL |
| 2426774 |            3340190 |
| 2426775 |            3340191 |
| 2426776 |               NULL |
| 2426777 |            3340193 |
| 2426778 |               NULL |
| 2426779 |            3340195 |
| 2426780 |            3340196 |
| 3274177 |               NULL |
| 2426781 |            3340197 |
| 2426782 |               NULL |
| 2426783 |            3340198 |
| 2426784 |            3340199 |
| 2426785 |            3340201 |
| 2426786 |            3340202 |
| 2426787 |            3340204 |
| 2426788 |            3340205 |
| 2426789 |            3340206 |
| 2426790 |            3340207 |
| 2426791 |            3340208 |
| 2426792 |            3340210 |
| 2426793 |            3340211 |
| 2426794 |            3340212 |
| 2426795 |            3340214 |
| 2426796 |            3340215 |
| 2426797 |            3340217 |
| 2426798 |            3340218 |
| 2426799 |            3340219 |
| 2426800 |            3340220 |
| 2426801 |            3340221 |
| 2426802 |               NULL |
| 2426803 |            3340223 |
| 2426804 |               NULL |
| 2426805 |            3340225 |
| 2426806 |            3340226 |
| 2426807 |            3340227 |
| 2426808 |            3340228 |
| 2426809 |            3340229 |
| 2426810 |            3340231 |
| 2426811 |            3340232 |
| 2426812 |            3340233 |
| 2426813 |            3340234 |
| 2426814 |            3340235 |
| 2426815 |            3340236 |
| 2426816 |            3340237 |
| 2426817 |            3340238 |
| 2426818 |            3340239 |
| 2426819 |            3340241 |
| 2426820 |            3340242 |
| 2426821 |               NULL |
| 2426822 |            3340243 |
| 2426823 |            3340244 |
| 2426824 |            3340245 |
| 2426825 |            3340246 |
| 2426826 |            3340247 |
| 2426827 |            3340248 |
| 2426828 |            3340249 |
| 2426829 |            3340250 |
| 2426830 |            3340252 |
| 2426831 |               NULL |
| 2426832 |            3340253 |
| 2426833 |            3340254 |
| 2426834 |            3340255 |
| 2426836 |            3340256 |
| 2426837 |            3340257 |
| 2426838 |            3340258 |
| 2426839 |            3340259 |
| 2426840 |            3340260 |
| 3275040 |               NULL |
| 2426841 |            3340261 |
| 2426842 |            3340262 |
| 2426843 |            3340263 |
| 2426844 |            3340264 |
| 2426845 |            3340265 |
| 2426846 |            3340266 |
| 2426847 |            3340267 |
| 2426848 |            3340269 |
| 2426849 |            3340270 |
| 2426850 |            3340272 |
| 2426851 |            3340273 |
| 2426852 |            3340274 |
| 2426853 |            3340275 |
| 2426854 |            3340277 |
| 2426855 |            3340279 |
| 2426856 |            3340280 |
| 2426857 |            3340281 |
| 2426858 |            3340282 |
| 2426859 |            3340283 |
| 2426860 |            3340284 |
| 2426861 |            3340285 |
| 2426862 |            3340286 |
| 2426863 |            3340287 |
| 2426864 |            3340288 |
| 2426865 |            3340290 |
| 2426866 |            3340291 |
| 2426867 |            3340292 |
| 2426868 |            3340293 |
| 2426869 |               NULL |
| 2426870 |            3340294 |
| 2426871 |            3340295 |
| 2426872 |            3340296 |
| 2426873 |            3340297 |
| 2426874 |            3340298 |
| 2426875 |            3340299 |
| 2426876 |            3340300 |
| 2426877 |            3340301 |
| 2426878 |               NULL |
| 2426879 |               NULL |
| 3274180 |               NULL |
| 3274183 |               NULL |
| 3274184 |               NULL |
| 2426880 |            3340303 |
| 2426881 |            3340304 |
| 2426882 |            3340305 |
| 3274185 |               NULL |
| 2426883 |            3340308 |
| 2426884 |            3340309 |
| 2426885 |            3340310 |
| 2426886 |            3340312 |
| 2426887 |            3340314 |
| 3274186 |               NULL |
| 2426888 |            3340315 |
| 2426889 |            3340316 |
| 2426890 |            3340318 |
| 2426891 |            3340319 |
| 2426892 |            3340320 |
| 2426893 |            3340321 |
| 2426894 |            3340323 |
| 2426895 |            3340324 |
| 2426896 |            3340325 |
| 2426897 |            3340326 |
| 2426898 |               NULL |
| 2426899 |            3340327 |
| 2426900 |            3340328 |
| 2426901 |            3340330 |
| 2426902 |            3340332 |
| 2426903 |            3340333 |
| 3274187 |               NULL |
| 2426904 |            3340334 |
| 2426905 |            3340335 |
| 2426906 |            3340336 |
| 2426907 |            3340337 |
| 2426908 |            3340339 |
| 2426909 |            3340340 |
| 2426910 |            3340341 |
| 2426911 |            3340342 |
| 2426912 |            3340343 |
| 2426913 |            3340344 |
| 2426914 |            3340345 |
| 3274189 |               NULL |
| 2426915 |            3340346 |
| 2426916 |            3340347 |
| 2426917 |            3340348 |
| 2426918 |            3340349 |
| 2426919 |            3340350 |
| 2426920 |            3340351 |
| 2426921 |            3340352 |
| 2426922 |            3340353 |
| 2426923 |            3340354 |
| 2426924 |            3340355 |
| 2426925 |            3340356 |
| 2426926 |            3340357 |
| 2426927 |            3340358 |
| 2426928 |               NULL |
| 2426929 |            3340359 |
| 2426930 |            3340360 |
| 2426931 |            3340361 |
| 2426932 |            3340362 |
| 2426933 |            3340363 |
| 2426934 |            3340364 |
| 2426935 |            3340366 |
| 2426936 |            3340367 |
| 2426937 |            3340368 |
| 2426938 |            3340369 |
| 2426939 |            3340370 |
| 2426940 |            3340371 |
| 2426941 |            3340372 |
| 2426942 |            3340373 |
| 2426943 |            3340374 |
| 2426944 |            3340376 |
| 2426945 |            3340377 |
| 2426946 |            3340378 |
| 2426947 |            3340380 |
| 2426948 |            3340381 |
| 2426949 |               NULL |
| 2426950 |            3340382 |
| 3274190 |               NULL |
| 2426951 |            3340384 |
| 2426952 |            3340385 |
| 2426953 |            3340386 |
| 3274191 |               NULL |
| 3274192 |            3340388 |
| 3274193 |            3340390 |
| 3274194 |            3340391 |
| 3275041 |               NULL |
| 3274195 |            3340392 |
| 3274196 |            3340394 |
| 3275042 |               NULL |
| 3274197 |            3340395 |
| 3274198 |            3340396 |
| 3355124 |               NULL |
| 3274199 |            3340398 |
| 3274200 |               NULL |
| 3274201 |            3340399 |
| 3274202 |            3340400 |
| 3274203 |            3340402 |
| 3355125 |               NULL |
| 3274204 |               NULL |
| 3275046 |               NULL |
| 3275051 |               NULL |
| 3275052 |               NULL |
| 3274205 |            3340403 |
| 3274206 |            3340405 |
| 3274207 |            3340407 |
| 3274208 |            3340408 |
| 3274209 |               NULL |
| 3274210 |            3340409 |
| 3274211 |            3340410 |
| 3274212 |            3340411 |
| 3274213 |            3340412 |
| 3274214 |            3340413 |
| 3274215 |            3340414 |
| 3274216 |            3340415 |
| 3274217 |               NULL |
| 3274218 |            3340416 |
| 3274219 |            3340417 |
| 3274220 |            3340418 |
| 3274221 |            3340420 |
| 3274222 |            3340421 |
| 3274223 |            3340422 |
| 3274224 |            3340424 |
| 3274225 |            3340425 |
| 3274226 |            3340426 |
| 3274227 |            3340428 |
| 3274228 |            3340429 |
| 3274229 |            3340431 |
| 3274230 |            3340432 |
| 3274231 |               NULL |
| 3274232 |            3340433 |
| 3274233 |            3340435 |
| 3274234 |            3340436 |
| 3274235 |            3340437 |
| 3274236 |            3340439 |
| 3274237 |            3340440 |
| 3274238 |            3340442 |
| 3274239 |            3340443 |
| 3274240 |               NULL |
| 3274241 |            3340444 |
| 3274242 |               NULL |
| 3274243 |            3340445 |
| 3274244 |            3340447 |
| 3274245 |            3340448 |
| 3274246 |            3340449 |
| 3274247 |            3340450 |
| 3274248 |            3340451 |
| 3274249 |            3340452 |
| 3274250 |               NULL |
| 3274251 |            3340453 |
| 3274252 |            3340454 |
| 3274253 |            3340455 |
| 3274254 |            3340456 |
| 3274255 |            3340457 |
| 3274256 |            3340458 |
| 3274257 |            3340460 |
| 3274258 |            3340461 |
| 3274259 |            3340462 |
| 3274260 |            3340463 |
| 3274261 |            3340464 |
| 3274262 |            3340465 |
| 3274263 |            3340466 |
| 3275054 |               NULL |
| 3275059 |               NULL |
| 3274264 |            3340467 |
| 3274265 |               NULL |
| 3274266 |            3340468 |
| 3274267 |            3340469 |
| 3274268 |            3340471 |
| 3274269 |            3340472 |
| 3274270 |            3340473 |
| 3274271 |               NULL |
| 3274272 |            3340474 |
| 3274273 |            3340475 |
| 3274274 |            3340476 |
| 3274275 |            3340477 |
| 3274276 |            3340478 |
| 3274277 |            3340479 |
| 3274278 |            3340480 |
| 3274279 |            3340482 |
| 3274280 |            3340483 |
| 3274281 |            3340484 |
| 3274282 |            3340485 |
| 3274283 |            3340486 |
| 3274284 |            3340487 |
| 3274285 |               NULL |
| 3274286 |            3340489 |
| 3274287 |            3340490 |
| 3274288 |            3340491 |
| 3274289 |            3340492 |
| 3274290 |            3340494 |
| 3274291 |            3340495 |
| 3274292 |            3340498 |
| 3274293 |            3340496 |
| 3274294 |            3340497 |
| 3274295 |            3340500 |
| 3274296 |               NULL |
| 3274297 |            3340502 |
| 3274298 |            3340503 |
| 3274299 |            3340504 |
| 3274300 |            3340505 |
| 3274301 |            3340506 |
| 3274302 |            3340507 |
| 3274303 |               NULL |
| 3274304 |            3340508 |
| 3274305 |            3340509 |
| 3274306 |            3340510 |
| 3274307 |               NULL |
| 3274308 |            3340511 |
| 3274309 |            3340512 |
| 3274310 |            3340513 |
| 3274311 |            3340515 |
| 3274312 |            3340516 |
| 3274313 |            3340517 |
| 3274314 |            3340518 |
| 3274315 |            3340519 |
| 3274316 |            3340521 |
| 3274317 |            3340522 |
| 3274318 |            3340523 |
| 3274319 |            3340524 |
| 3274320 |            3340525 |
| 3274321 |            3340527 |
| 3274322 |            3340528 |
| 3274323 |            3340530 |
| 3274324 |            3340531 |
| 3274325 |            3340532 |
| 3274326 |            3340534 |
| 3274327 |            3340535 |
| 3274328 |            3340536 |
| 3274329 |            3340537 |
| 3274330 |            3340538 |
| 3274331 |            3340539 |
| 3274332 |            3340541 |
| 3274333 |               NULL |
| 3274334 |            3340542 |
| 3275060 |               NULL |
| 3274335 |            3340543 |
| 3274336 |            3340544 |
| 3274337 |            3340545 |
| 3274338 |            3340546 |
| 3274339 |            3340547 |
| 3274340 |            3340549 |
| 3274341 |            3340550 |
| 3274342 |            3340551 |
| 3274343 |            3340553 |
| 3274344 |            3340554 |
| 3274345 |            3340555 |
| 3274346 |            3340557 |
| 3275061 |               NULL |
| 3274347 |            3340558 |
| 3274348 |            3340559 |
| 3274349 |               NULL |
| 3274350 |            3340560 |
| 3274351 |            3340562 |
| 3274352 |            3340564 |
| 3274353 |            3340565 |
| 3274354 |            3340566 |
| 3274355 |            3340568 |
| 3274356 |            3340569 |
| 3274357 |            3340570 |
| 3274358 |            3340571 |
| 3274359 |            3340572 |
| 3275062 |               NULL |
| 3274360 |               NULL |
| 3274361 |            3340573 |
| 3274362 |            3340575 |
| 3274363 |            3340576 |
| 3274364 |            3340574 |
| 3274365 |            3340577 |
| 3274366 |            3340578 |
| 3274367 |            3340580 |
| 3274368 |            3340582 |
| 3274369 |            3340583 |
| 3274370 |            3340584 |
| 3274371 |            3340585 |
