422,líkna,V-
423,styrkia,V-
424,sól,Nb
425,skína,V-
426,yfir,R-
427,rigna,V-
428,ranglátr,A-
429,réttlátr,A-
430,verðleikr,Nb
431,Þekkr,A-
432,fórn,Nb
433,dómandi,Nb
434,hegning,Nb
435,hvárgi,Py
436,einsamann,A-
437,efling,Nb
438,ørvilnan,Nb
439,hefia,V-
440,grimmr,A-
441,logi,Nb
442,pína,V-
443,veita,V-
444,síðan,Df
445,várkunnlæti,Nb
446,glœpr,Nb
447,lióða,V-
448,dœma,V-
449,lund,Nb
450,máttr,Nb
451,miskunnsamliga,Df
452,hyggia,V-
453,sok,Nb
454,gegn,R-
455,kristni,Nb
456,gialda,V-
457,kveða,V-
458,hirða,V-
459,skiótr,A-
460,øyra,Nb
461,almáttigr,A-
462,tœkiligr,A-
463,mildliga,Df
464,misbióða,V-
465,illska,Nb
466,þolinmœði,Nb
467,sál,Nb
468,nauðsynligr,A-
469,þolinmóðliga,Df
470,bera,V-
471,úskil,Nb
472,bióða,V-
473,meinlæti,Nb
474,meingerð,Nb
475,hugrenning,Nb
476,glata,V-
477,røyna,V-
478,verkkaup,Nb
479,lof,Nb
480,bardagi,Nb
481,styrkt,Nb
482,freistni,Nb
483,freista,V-
484,heita,V-
485,sterkr,A-
486,yfirstígari,Nb
487,borg,Nb
488,auðveldi,Nb
489,fœri,Nb
490,sumr,Py
491,síðarr,Df
492,sterkliga,Df
493,andlæti,Nb
494,hefnd,Nb
495,eldr,Nb
496,iarn,Nb
497,váttr,Nb
498,lofligr,A-
499,neigia,V-
500,þegia,V-
501,yfirstíga,V-
502,hvé,Du
503,fyrirdœma,V-
504,ofmetnaðr,Nb
505,gyðingar,Nb
506,leggia,V-
507,fótr,Nb
508,hæð,Nb
509,hár,Nb
510,dramblátr,A-
511,hár,A-
512,lágr,A-
513,langr,A-
514,vegr,Nb
515,lægia,V-
516,nálga,V-
517,miúklyndr,A-
518,hvíld,Nb
519,niðr,Df
520,skepna,Nb
521,engill,Nb
522,ústyrkr,A-
523,mannkyn,Nb
524,venia,Nb
525,Salomon,Ne
526,þar,Df
527,meinmæli,Nb
528,forðum,Df
529,hógvǽrr,A-
530,ugga,V-
531,byggia,V-
532,sakar,R-
533,skamma,V-
534,lægð,Nb
535,fyrri,A-
536,pallr,Nb
537,lítillátliga,Df
538,minniliga,Df
539,algera,V-
540,flýia,V-
541,auglit,Nb
542,dýrligr,A-
543,herfiligr,A-
544,mold,Nb
545,vindr,Nb
546,dramba,V-
547,aska,Nb
548,dreifa,V-
549,samna,V-
550,fasta,Nb
551,dýrka,V-
552,dómari,Nb
553,fagr,A-
554,mislíka,V-
555,lítill,A-
556,auga,Nb
557,úítarligr,A-
558,vaxa,V-
559,tármelti,Nb
560,iátning,Nb
561,skriptaganga,Nb
562,iðran,Nb
563,endrminning,Nb
564,úorðinn,A-
565,brunnr,Nb
566,viðrkomning,Nb
567,vanr,A-
568,flióta,V-
569,mœða,V-
570,girnd,Nb
571,þyrsta,V-
572,nær,Df
573,vitra,V-
574,andlit,Nb
575,brauð,Nb
576,nátt,Nb
577,girna,V-
578,garðr,Nb
579,fiórir,Py
580,háttr,Nb
581,þrifsamligr,A-
582,leiðindi,Nb
583,líða,V-
584,misverk,Nb
585,pínsl,Nb
586,athugi,Nb
587,útlegð,Nb
588,vesǫld,Nb
