tokno|orv_word_torot|lemma_id|lemma_orv|text_title|subtitle|sentence_no|sentence_txt
182588|ѿхожаше|697|отъходити|Life of Sergij of Radonezh|12|292185|аще ли когда не достав꙽шѹ хлѣбꙋ. и пришед по ѡбычаю ѕвѣрь не ѡбрѣт обычнаго своего ѹрочнаго ѹкрѹха. тогда дол꙽го времѧ не ѿхожаше. но стоꙗше взираѧ сѣмо и ѡвамо ѡжидаѧ акы нѣкїи злыи длъжникъ. хотѧ вос꙽прїѧти долгъ свои. 
182683|ѹгажаше|2962|угожати|Life of Sergij of Radonezh|12|292191|иногда ж бл҃женныи себѣ не ѹгажаше и самъ алченъ бываше. 
182741|творѧше|101|творити|Life of Sergij of Radonezh|12|292194|не единою же ни дважды ѕвѣрь онъ приходити обыче. но по многа времена на кїиждо дн҃ь аки множае гѡдꙋ сїе творѧше. 
182753|бл҃годарѧше|954|благодарити|Life of Sergij of Radonezh|12|292195|бл҃женньи же всѧ приключив꙽шаѧ сѧ искѹсъ с радостїю терпѧше во всѣх бл҃годарѧше бг҃а. а не стѹжаше си ни ѹнываше въ скорбех. елма ж стѧжаше разꙋм и великѹю вѣрѹ къ бг҃ѹ. еюже воз꙽може всѧ с꙽трѣлы непрїѧзнены раждеженыѧ ѹгасити. еюже возможе низложити всѧко возвышенїе высѧщее сѧ на разѹм бж҃їи. и ꙗже ѿ дѣмонъ прилогъ прилѹчающих сѧ да не ѹбоит сѧ. 
183162|прославѧше|866|прославляти|Life of Sergij of Radonezh|12|292219|прпдбныи ж видѧ. ꙗко покрывает его бг҃ъ своею блгдтїю и дн҃ью и нощїю прославѧше бг҃а. 
183480|молѧхѹ|118|молити|Life of Sergij of Radonezh|13|292241|и молѧхѹ преподобнаго припадающе и гл҃юще. 
183509|воз꙽бранѧше|2226|възбраняти|Life of Sergij of Radonezh|13|292244|и прпдбныи же не токмо не прїимаше их. но и воз꙽бранѧше имъ гл҃ѧ. ꙗко 
183946|творѧше|101|творити|Life of Sergij of Radonezh|14|292280|прпдбныи ж сергїи живыи съ братїѧми мнѡги трѹды претер꙽пѣваше. и велики подвиги и поты пос꙽тническаго житїѧ творѧше. 
184108|с꙽трѣлѧше|4903|стрѣляти|Life of Sergij of Radonezh|14|292290|ꙗкоже бѣсове грѣховною стрѣлою ѹс꙽трѣлити хотѧхѹ противѹ тѣх прпдбныи чистотными с꙽трѣлами с꙽трѣлѧше с꙽трѣлѧющих на мраце правыѧ срдцем. 
184433|ношаше|496|носити|Life of Sergij of Radonezh|14|292313|ово дрова на рамѹ своею ѿ лѣса ношаше. и ꙗкож по кѣлїѧмъ раз꙽дроблѧѧ и растесѧѧ разношаше. на полѣна разсѣкаѧ. 
184441|разношаше|3669|разносити|Life of Sergij of Radonezh|14|292313|ово дрова на рамѹ своею ѿ лѣса ношаше. и ꙗкож по кѣлїѧмъ раз꙽дроблѧѧ и растесѧѧ разношаше. на полѣна разсѣкаѧ. 
184549|варѧше|607|варити|Life of Sergij of Radonezh|14|292319|и дрова на всѣх ꙗкоже рече сѧ сѣчаше. и толкѹщи жито въ жерновѣх мелѧше. и хлѣбы печаше и вариво варѧше. и прочее брашно ꙗже братїѧмъ на потребꙋ ѹс꙽траѧше. 
184581|возношаше|2054|възносити|Life of Sergij of Radonezh|14|292321|и ѿ источника сѹщаго тѹ водꙋ во двою водоносѹ почерпаѧ на своем си рамѣ на горꙋ возношаше. и комꙋждо ѹ кѣлїи поставлѧше. 
184586|поставлѧше|1427|поставляти|Life of Sergij of Radonezh|14|292321|и ѿ источника сѹщаго тѹ водꙋ во двою водоносѹ почерпаѧ на своем си рамѣ на горꙋ возношаше. и комꙋждо ѹ кѣлїи поставлѧше. 
184735|молѧше|118|молити|Life of Sergij of Radonezh|14|292334|прпдбныи же сергїи печаловаше сѧ ѕело и молѧше сѧ бг҃ѹ и мл҃твѹ прилѣжнꙋ ѡ семъ в꙽сылаше. ꙗко да бы б҃гъ далъ игѹмена мѣстѹ томѹ наставника. ѿц҃а же и правителѧ могѹща правити корабль дш҃евныи всемирныѧ жизни. къ пристанищꙋ сп҃сенїѧ. ѿ волнъ потопленїѧ ѿ злыхъ дѹхоовъ. 
185511|претѧхѹ|3342|прѣтити|Life of Sergij of Radonezh|15|292386|иногда ж прещенїемъ и жестокими словесы претѧхѹ жалѹюще сѧ. 
186389|творѧше|101|творити|Life of Sergij of Radonezh|16|292454|со слезами мл҃твꙋ творѧше к невидимомꙋ цр҃ю. 
186615|помышлѧше|801|помышляти|Life of Sergij of Radonezh|16|292477|и сїѧ рекъ. помышлѧше во ѹмѣ. житїѧ великих свѣтилъ иже въ плоти живѹще и на земли агг҃льскїи пожиша. рекѹ антонїѧ великаго. и великаго еѵфимїѧ. савѹ осщ҃еннаго. пахомїѧ агг҃ловиднаго. феѡдосїѧ ѡбьщежителѧ и прочих. 
186715|молѧше|118|молити|Life of Sergij of Radonezh|16|292483|сих житїѧ на срдцы бл҃женныи молѧше сѧ ко ст҃еи троцы. да бы не возвратно шес꙽твовати по стопам сихъ прпдбных ѿц҃ъ. 
186742|славословѧше|2572|славословити|Life of Sergij of Radonezh|16|292485|ѹтренѧѧ же и вечернѧѧ мл҃твы нетрѹдно славословѧше. и ѡ смиренїи всего мира. и ѡ бл҃гостоѧнїи ст҃ых цр҃квїи. и о православных цр҃ѣхъ и кнѧѕех и о всѣх православных хрстїѧнехъ. 
186855|покѹшаше|3206|покушати|Life of Sergij of Radonezh|16|292494|и очивѣсть или в꙽ кѣлїи. или егда в лѣсѣ бл҃женныи дровца собираше на потребѹ манастырьскѹю. внезаапѹ врагъ мнѡгоѡбразною злою покѹшаше сѧ поне мысль емѹ совратити ѿ мл҃твы. и ѿ добродѣтелных трѹдовъ его. 
186955|ѹмалѧхѹ|12912|умаляти|Life of Sergij of Radonezh|16|292500|ни же болѣ сего ѹмножаше сѧ. ни же мен꙽ши сего ѹмалѧхѹ сѧ. 
187087|числѧхѹ|3684|числити|Life of Sergij of Radonezh|17|292508|и ѹже числѧхѹ сѧ множаишим числомъ паче нежели двое на десѧтным. 
187229|молѧше|118|молити|Life of Sergij of Radonezh|17|292517|и со мнѡземъ смиренїем молѧше его да бы его прїѧлъ жити ѹ него. под крѣпкою рꙋкою его въ повинованїи и в послѹшанїи. 
187503|рас꙽прос꙽транѧше|12920|распространяти|Life of Sergij of Radonezh|18|292536|и тако помалꙋ манастыр рас꙽прос꙽транѧше сѧ братїѧм ѹмнѡжающим꙽ сѧ. кѣлїѧм зиждемымъ. 
187625|посѣщахѹ|1510|посѣщати|Life of Sergij of Radonezh|18|292544|еж бо мѣсто то было. прежде лѣсъ чаща пѹстыни. идѣже живѧхѹ. заицы. лисицы. волцы иногда ж и медьвѣди посѣщахѹ. дрѹгоици же и бѣси ѡбрѣтахѹ сѧ. тѹда же н҃нѣ. цр҃ковь поставлена быс. и монастырь великъ возъграженъ быс. и инокъ мнѡжес꙽тво совокѹпи сѧ и славословїе. и въ цр҃кви и в кѣлїѧхъ и мл҃тва непрестающїѧ к б҃гѹ. 
187705|мѣсѧше|2973|мѣсити|Life of Sergij of Radonezh|18|292549|преж бо п꙽шеницѹ толчаше и мелѧше. и мѹкѹ сѣѧше. и тѣсто мѣсѧше и квасѧше. 
187707|квасѧше|3685|квасити|Life of Sergij of Radonezh|18|292549|преж бо п꙽шеницѹ толчаше и мелѧше. и мѹкѹ сѣѧше. и тѣсто мѣсѧше и квасѧше. 
187742|варѧше|607|варити|Life of Sergij of Radonezh|18|292553|и кѹтїю самъ варѧше и свѣчи скаше. и каноны творѧше. 
187748|творѧше|101|творити|Life of Sergij of Radonezh|18|292553|и кѹтїю самъ варѧше и свѣчи скаше. и каноны творѧше. 
187790|смирѧше|2070|съмѣряти|Life of Sergij of Radonezh|18|292556|на то ѹченїе сп҃сово в꙽зираше смирѧше себе. и мен꙽ши всѣх творѧше сѧ. и собою образ всѣм творѧ. и на дѣло преж всѣх исходѧ. и на цр҃ковное пѣнїе преже всѣх обрѣташе с. и никако же на стенѹ вос꙽клонѧꙗ сѧ. 
187795|творѧше|101|творити|Life of Sergij of Radonezh|18|292556|на то ѹченїе сп҃сово в꙽зираше смирѧше себе. и мен꙽ши всѣх творѧше сѧ. и собою образ всѣм творѧ. и на дѣло преж всѣх исходѧ. и на цр҃ковное пѣнїе преже всѣх обрѣташе с. и никако же на стенѹ вос꙽клонѧꙗ сѧ. 
187824|ѹцвѣтѧше|3686|уцвѣтити|Life of Sergij of Radonezh|18|292557|и ѿтолѣ ѹцвѣтѧше мѣсто то. и множахѹ сѧ братїѧ. 
187994|прихожахꙋ|244|приходити|Life of Sergij of Radonezh|18|292562|ельма же ѹбо по еже в началѣ игѹменьс꙽тва его. внегда прпдбномꙋ сергїю просїѧти въ мѣсте своем. в꙽ манастыре зовомѣм иже в радонежѣ. внегда имени его ѡбносимꙋ быти всюдꙋ по с꙽транамъ же и градом. вѣсть бо добродѣтель ꙗвлена сотворити. стѧжавшаго ю. не мен꙽ши паче нежели свѣща носѧщаго ю. тогда мнѡѕи ѿ хсолюбецъ любве ради бжїѧ. издалеча прихожахꙋ к немꙋ. 
188061|исхожаше|603|исходити|Life of Sergij of Radonezh|18|292566|имѣѧше же обычаи бл҃женныи сице исперва. еже по павечерницѣ поздѡ и долго вечера. аки сѹщꙋ глꙋбоко нощїю паче же в꙽ темныѧ и долгиѧ нощи. сотворивъ мл҃твꙋ в кѣлїи своеи. и по молитвѣ исхожаше ис кѣлїѧ своеѧ. еж ѡбходити емѹ всѧ кѣлїѧ. мниховы. 
188080|промышлѧше|4794|промышляти|Life of Sergij of Radonezh|18|292567|имѣѧ попеченїе о братїи своеи. не ток꙽мо телесы ихъ промышлѧше. но и ѡ д҃шах ихъ печаше сѧ ѹвѣдати хотѧ коегождо житїе ихъ. или желанїе къ бг҃ꙋ. 
188135|бл҃годарѧше|954|благодарити|Life of Sergij of Radonezh|18|292568|и аще кого ѹслышаше или мл҃твꙋ творѧща. или поклоны кладꙋща. или рѹкодѣлїе свое съ безмолвїемъ и съ мл҃твою творѧща. или ст҃ыѧ книги почитающа. или о гресѣх своих плачюща сѧ и сѣтꙋюща. о сих ѹбо радоваше сѧ и бг҃а бл҃годарѧше. 
188140|молѧше|118|молити|Life of Sergij of Radonezh|18|292569|и за них бг҃а молѧше дабы до конца съвершили доброе свое предложенїе. 
188184|ѹдарѧше|7149|ударяти|Life of Sergij of Radonezh|18|292572|и ѕело не терпѧ таковыѧ вѣщи. рѹкою своею ѹдарѧше въ двери. 
188191|ѿхожаше|697|отъходити|Life of Sergij of Radonezh|18|292573|или во ѡкон꙽цѣ потол꙽кавъ ѿхожаше. симъ образом наз꙽наменавъ тѣмъ свое к ним прихоженїе и посѣщенїе. 
188208|разорѧше|12936|разоряти|Life of Sergij of Radonezh|18|292574|и несвѣдомымъ накиновенїем праз꙽дныѧ бесѣды их разорѧше. 
188222|запрещаше|2369|запрѣщати|Life of Sergij of Radonezh|18|292576|и не тѹ абїе скоро запрещаше имъ. и не съ ꙗростїю ѡбличаше ѧ и наказаше ѧ. но ꙗко издалеча с тихостию и кротостїю. аки притчами наводѧ гл҃аше имъ. хотѧ ѹвѣдати тщанїе и ѹсердїе ихъ еже къ б҃гѹ. 
188277|поклонѧше|379|поклонити|Life of Sergij of Radonezh|18|292577|и аще бѹдѧше братъ покорливъ и смирен и теплъ на вѣрꙋ и на любов б҃жїю. то въскорѣ ѹпознавъ свою винꙋ со смиренїем падъ поклонѧше сѧ емꙋ. прощенїѧ прїѧти просѧ ѿ него 
188347|ѿпꙋсташе|408|отъпустити|Life of Sergij of Radonezh|18|292581|и сице того еже ко ис꙽правленїю ѹтвердивъ ѿпꙋсташе ѧ. 
188499|нѹжахѹ|1659|нудити|Life of Sergij of Radonezh|19|292588|по мнѡга ж времена и пѹти прос꙽тран꙽наго не бѧше к мѣстѹ томꙋ. но нѣкоею ѹзскою и прискоръбною тѣсною стезею аки беспѹтїем. нѹжахѹ сѧ приходити к ним. 
188800|свѣтѧхѹ|1609|свѣтити|Life of Sergij of Radonezh|19|292614|не имꙋщи свѣщъ. но токмо лѹчиною березевою. или сосновою свѣтѧхѹ себѣ. 
188804|нѹжахѹ|1659|нудити|Life of Sergij of Radonezh|19|292615|и тѣмъ нѹжахѹ сѧ канонархати. или по книгам чести. и сице совершахꙋ нощныѧ слꙋжбы своѧ. 
188939|творѧше|101|творити|Life of Sergij of Radonezh|19|292623|да ꙗкоже братїѧмъ велѧше и заповѣдаше. сице пач и самъ сїѧ же творѧше и терпѧше. и пребыс три дн҃и. или четыре не ꙗдꙋщи ничтоже. 
189303|ѹставлѧше|3227|уставляти|Life of Sergij of Radonezh|19|292659|ꙗко пребыс четыре дн҃и ничтож не ꙗдыи. и на четвертыи сꙋщѹ поздѣ гнилым хлѣбом. алкотѹ свою ѹтѣшаше и ѹставлѧше. 
189351|творѧхѹ|101|творити|Life of Sergij of Radonezh|19|292664|и прїидоша к немѹ и предъ ним. поимы и поносы творѧхѹ гл҃юще 
189995|ꙗвлѧше|749|являти|Life of Sergij of Radonezh|19|292726|сладость ж в꙽кѹшенїѧ ихъ. с꙽транна нѣкако и незнаема ꙗвлѧше сѧ. и ꙗко медвеною нѣкоею сладостїю исполнены. ѹподоблены и преѹдобрены. и ꙗко с маслом сѣмѧнным ѹстроени сѹще и преѹхищрени. 
190438|дивлѧхѹ|1063|дивити|Life of Sergij of Radonezh|19|292771|токмо пришед꙽ше къ игꙋменѹ дивлѧхѹ сѧ гл҃юще. 
191833|помняшеть|1202|помьнити|The tale of Igor’s campaign|The tale of Igor’s campaign|282067|помняшеть бо речь първыхъ временъ усобіцѣ. 
191840|пущашеть|1774|пущати|The tale of Igor’s campaign|The tale of Igor’s campaign|282068|Тогда пущашеть ꙇ҃ соколовь на стадо лебедѣй, 
191874|пущаше|1774|пущати|The tale of Igor’s campaign|The tale of Igor’s campaign|282070|Боянъ же, братіе, не ꙇ҃ соколовь на стадо лебедѣй пущаше, нъ своя вѣщіа пръсты на живая струны въскладаше, 
192650|говоряхуть|187|говорити|The tale of Igor’s campaign|The tale of Igor’s campaign|282171|Тогда по Руской земли рѣтко ратаевѣ кикахуть, нъ часто врани граяхуть, трупіа себѣ дѣляче, а галици свою рѣчь говоряхуть, 
192844|прихождаху|244|приходити|The tale of Igor’s campaign|The tale of Igor’s campaign|282198|а поганіи съ всѣхъ странъ прихождаху съ побѣдами на землю Рускую. 
193928|судяше|591|судити|The tale of Igor’s campaign|The tale of Igor’s campaign|282329|Всеславъ князь людемъ судяше, 
193931|рядяше|1800|рядити|The tale of Igor’s campaign|The tale of Igor’s campaign|282330|княземъ грады рядяше, 
195669|водвѡрѧше|2509|въдворити|Life of Stefan of Perm|Extract 1|311544|иже в пꙋстошь текꙋщим, і всꙋе троужающимсѧ, и тщетнаа гѡнѧщимъ не внимаше ни водвѡрѧшесѧ с ними; 
195682|ѿвращаше|2039|отъвращати|Life of Stefan of Perm|Extract 1|311545|но ѿ всѣхъ дѣтскых ѡбычаевъ и нравъ, и игръ ѿвращашесѧ, но точїю на славословїе оупражнѧасѧ, 
196122|творѧше|101|творити|Life of Stefan of Perm|Extract 1|311575|со тщанїемь всѧкꙋ добрѡдѣтель творѧше: ꙗкоже рече апслъ: 
196291|сподоблѧше|3102|съподобляти|Life of Stefan of Perm|Extract 1|311591|съ мл҃твою бѡ и мѡленїемь разꙋма сподоблѧшесѧ, 
196434|дивлѧхꙋ|1063|дивити|Life of Stefan of Perm|Extract 1|311602|Сице оубѡ емоу иночествоующꙋ, тѣмже добромꙋ ꙗже ѡ Х҃ѣ житїю его дивлѧхꙋсѧ мнѡѕи, не точїю инѡцы, но и простаа чѧд, 
196465|вхожаше|1350|въходити|Life of Stefan of Perm|Extract 1|311604|Преже бѡ всѣхъ вхожаше въ цр҃квь на млт҃воу, и после всѣхъ излаѕѧше; 
196473|излаѕѧше|1941|излазити|Life of Stefan of Perm|Extract 1|311604|Преже бѡ всѣхъ вхожаше въ цр҃квь на млт҃воу, и после всѣхъ излаѕѧше; 
196487|просвѣщаше|1947|просвѣщати|Life of Stefan of Perm|Extract 1|311606|и сими просвѣщашесѧ оубѡ на бѡлшее мдролюбїе и на бѡлшее вѣданїе возводимъ, 
196784|мѡлѧхоу|118|молити|Life of Stefan of Perm|Extract 1|311626|и бѣсомъ мѡлѧхоусѧ, волшвенїемъ ѡдержими соуще, вѣроующе в бѣсованїе и в чарованїе и в кꙋдесы. 
197357|дївлѧхоу|1063|дивити|Life of Stefan of Perm|Extract 2|311656|[пачеж] на Москвѣ дївлѧхоусѧ, гл҃юще: 
197840|нꙋжахоу|3357|нужати|Life of Stefan of Perm|Extract 2|311698|но исперва еллине [не] имѣѧхоу оу себе своимъ ꙗзыкомъ грамоты, но аѳинѣискою грамотою нꙋжахоусѧ писати свою рѣчь, 
197904|ноужахоу|3357|нужати|Life of Stefan of Perm|Extract 2|311705|тѣмже и по мнѡга лѣта девѧтнадесѧтїю слѡвъ свою азбоукоу своими писмены ноужахоусѧ писати. 
198302|сподоблѧше|3102|съподобляти|Life of Stefan of Perm|Extract 2|311736|но Кѵрилоу ѳилосоѳꙋ сподоблѧше мнѡгажды братъ его, Меѳѡдїи, или грамотоу складывати, или азбоукоу составливати, или книгы переводити: 
198676|вразꙋмлѧше|2388|въразумляти|Life of Stefan of Perm|Extract 2|311757|но единъ Гь҃ Бг҃ъ помагаше емоу, и вразꙋмлѧше и, иже сказанїе слѡвес его просвѣщаетъ и вразоумлѧетъ и младенца, 
198695|вразоумлѧше|2388|въразумляти|Life of Stefan of Perm|Extract 2|311759|Гь҃ единъ вразоумлѧше и, 
198699|вожаше|767|водити|Life of Stefan of Perm|Extract 2|311760|Гь҃ единъ вожаше и, и не бѣ с нимъ Бг҃ъ чюжь, иже вѡдѧ и, ꙗко ѡвча Iѡсиѳа, иж пакы Iил҃ѧ, 
198832|исполнѧше|505|испълнити|Life of Stefan of Perm|Extract 2|311773|тако стадо словесное исполнѧшесѧ, 
198873|веселѧше|782|веселити|Life of Stefan of Perm|Extract 2|311776|Епскпъ же Стеѳанъ, видѧ людїи своихъ кр҃щающихсѧ, и ѡбращающихсѧ къ Бг҃оу, и оутвержающисѧ вѣрѣ, и ѡ нихъ веселѧшесѧ, и ѡ семъ блг҃одарно прославлѧше Бг҃а, добрѡчстивыи сеи ѿц҃ь, не себѣ оугажаа, но мнѡгымъ, да сѧ спс҃оуть. 
198879|прославлѧше|866|прославляти|Life of Stefan of Perm|Extract 2|311776|Епскпъ же Стеѳанъ, видѧ людїи своихъ кр҃щающихсѧ, и ѡбращающихсѧ къ Бг҃оу, и оутвержающисѧ вѣрѣ, и ѡ нихъ веселѧшесѧ, и ѡ семъ блг҃одарно прославлѧше Бг҃а, добрѡчстивыи сеи ѿц҃ь, не себѣ оугажаа, но мнѡгымъ, да сѧ спс҃оуть. 
199257|любѧше|233|любити|Life of Stefan of Perm|Extract 2|311798|И млстню любѧше подаати, страннолюбїе, и нищекѡрмїе, и гостемъ оучрежденїе творити. 
199503|творѧше|101|творити|Life of Stefan of Perm|Extract 2|311816|мнѡго бѡ оучрежденїе творѧше велїе, мнѡгымъ страннымъ и гостемъ и пришелцемъ, приплавающимъ и ѿплавающимъ, 
200644|творѧше|101|творити|Life of Stefan of Perm|Extract 2|311924|Препдбныи же Стеѳанъ епспъ, пооучивъ люди доволнѣ, не точїю же тогда се творѧше, но и иногда прсно, 
200888|люблѧше|233|любити|Life of Stefan of Perm|Extract 2|311947|и люблѧше и велми, 
200982|прихожаше|244|приходити|Life of Stefan of Perm|Extract 2|311951|Но преже преставленїа его на ѡдрѣ бѡлѣзни слежащꙋ емоу и болѧщоу, братїамъ часто посѣщающимъ его, ѡвѣмъ предстоꙗщимъ окрстъ его, ѡвѣмьж предсѣдѧщимъ оу него; но и самъ кн҃ѕь великыи прихожаше на посѣщенїе его, 
200990|навѣщахоу|3728|навѣщати|Life of Stefan of Perm|Extract 2|311952|и бълѧре мнѡгажды мнѡѕи навѣщахоу его; и сице же емꙋ бѡлѧщоу тоу: 
202306|молѧше|118|молити|Life of Stefan of Perm|Extract 3|312055|къ Бго҃у оубѡ молѧшесѧ ѡ сп҃сенїи дш҃ь нашихъ, 
202327|промышлѧше|4794|промышляти|Life of Stefan of Perm|Extract 3|312057|и промышлѧше к бѡлѧром же к началомъ властелемъ мира сег, 
204357|творѧхоу|101|творити|Life of Stefan of Perm|Extract 3|312275|аз бѡ, рече, внегда ѡни агавїе творѧхоу ми, ѡблачахсѧ во власѧницоу, и смирихъ постомъ дш҃оу мою, 
204397|хождахъ|129|ходити|Life of Stefan of Perm|Extract 3|312280|весь дн҃ь сѣтоуѧ хождахъ, и свѣт ѡчїю, і тои нѣсть со мною. 
204460|веселѧх|782|веселити|Life of Stefan of Perm|Extract 3|312286|иже иногда веселѧхсѧ акы брачнѣ ликоующи, нн҃ѣ же оумилено сѣтоую бѣды ради стенющи; 
204893|хожаше|129|ходити|Life of Stefan of Perm|Extract 3|312319|бысть нѣкогда плаканїе Ахава цр҃ѧ самарїиска, иже сѣтоуѧ хожаше і оумиленїемъ оумилисѧ; 
207237|взношаше|2054|възносити|The Suzdal Chronicle, Codex Laurentianus|6633|273545|поне не взношаше сѧ. ни величаше сѧ. но на б҃а възлагаше все. 
207261|творѧше|101|творити|The Suzdal Chronicle, Codex Laurentianus|6633|273547|ѡн же заповѣдь б҃ью хранѧ добро творѧше врагом своимъ. 
207264|ѿпущаше|2291|отъпущати|The Suzdal Chronicle, Codex Laurentianus|6633|273548|ѿпущаше ꙗ ѡдарены. 
207378|испущашеть|7002|испущати|The Suzdal Chronicle, Codex Laurentianus|6633|273557|и даръ си ѿ б҃а приꙗ. да ѥгда в црк҃вь внидѧшеть. и слыша пѣнье и абье слезы испущашеть. и тако молбы ко влдцѣ хсу со слезами воспущаше. 
212013|взбранѧше|2226|възбраняти|The Suzdal Chronicle, Codex Laurentianus|6655|274059|митрополитъ же много взбранѧше им. и лазарь тысѧчскыи. и рагуило володимерь тысѧчьскыи. ꙗко не ѹбити игорѧ. 
215825|приѣздѧху|3373|приѣздити|The Suzdal Chronicle, Codex Laurentianus|6659|274480|ѿтолѣ же приѣздѧху к городу битъ сѧ. 
216935|пакостѧхуть|2183|пакостити|The Suzdal Chronicle, Codex Laurentianus|6661|274598|В лѣт. ѕ҃. х҃. ѯ҃а. Посла изѧславъ сн҃а своѥго мстислава на половци. к песлу. зане пакостѧхуть тогда по сулѣ. 
220048|бранѧшеть|886|бранити|The Suzdal Chronicle, Codex Laurentianus|6676|274906|и кнѧзю черниговьскому. многажды бранѧшеть ѣсти мѧсъ. въ гсдьскыѣ праздьникы. 
221749|молѧшеть|118|молити|The Suzdal Chronicle, Codex Laurentianus|6677|275079|провидѣвши бо мт҃и бж҃иꙗ пагубу хотѧщюю быти надъ новымъ городом и надъ ѥго волостью. молѧшеть сн҃а своѥго со слезамї. да бы ихъ ѡтинудь не искоренилъ. ꙗкож преже содома и гомора. но ꙗко ниневгитѧны помилуѥть. 
222566|просѧхуть|222|просити|The Suzdal Chronicle, Codex Laurentianus|6682|275162|ѿ ржства и до свершеньꙗ мужьства. бы҃ ѥму болесть зла. еꙗже болѣзни просѧхуть на сѧ ст҃ии апсли. и ст҃ии ѡц҃и ѹ б҃а. 
223033|ходѧста|129|ходити|The Suzdal Chronicle, Codex Laurentianus|6683|275211|правда же и истинна с ним ходѧста. 
224241|молвѧхуть|427|мълвити|The Suzdal Chronicle, Codex Laurentianus|6683|275333|не противу же ростиславичема бьꙗхут сѧ володимерци. но не хотѧше покорити сѧ ростовцем. зане молвѧхуть 
225558|молвѧхуть|427|мълвити|The Suzdal Chronicle, Codex Laurentianus|6685|275462|величавы будущи. и хрсьнаго цѣлованьꙗ забывъ. молвѧхуть бо ѥму. аще ты миръ даси ѥму. но мы ѥму не дамы. помысливше высокоꙋмьем своимъ. не вѣдуще ꙗко б҃ъ даѥть власть ѥмуже хощеть. 
227991|вѣшаху|5328|вѣшати|The Suzdal Chronicle, Codex Laurentianus|6693|275707|б҃у попущьшю грѣхъ ради наших. и ѹмъ ѿ члв҃къ ѿѥмъшю. и вымыкаша изъ цр҃ькви на дворъ до всего. а ис терема куны и книгы. и паволокы ѹкси црк҃вныѣ. иже вѣшаху на праздникъ. и до ссудъ. имже нѣс числа. 
228482|ѣздѧше|679|ѣздити|The Suzdal Chronicle, Codex Laurentianus|6693|275762|володимеръ же глѣбовичь внукъ юргевъ. ѣздѧше напереду в сторожих с переꙗславци. 
230352|люблꙗаше|233|любити|Uspenskij sbornik|The Tale of Boris and Gleb|277291|тѣмь же и не люблꙗаше ѥго володимиръ· акꙑ не отъ себе ѥмѹ сѹщю· 
230497|печалѧаше|2658|печалити|Uspenskij sbornik|The Tale of Boris and Gleb|277301|и много печалѧаше сꙗ· 
230909|помышлꙗше|801|помышляти|Uspenskij sbornik|The Tale of Boris and Gleb|277345|помышлꙗше же въ умѣ своѥмь· 
231092|помышлꙗаше|801|помышляти|Uspenskij sbornik|The Tale of Boris and Gleb|277359|Идыи же путьмь помышлꙗаше о красотѣ и о доброте телесе своѥго· 
231137|съмущааху|2508|съмущати|Uspenskij sbornik|The Tale of Boris and Gleb|277364|и вси съмущааху сꙗ о печали· 
231556|испущааше|7002|испущати|Uspenskij sbornik|The Tale of Boris and Gleb|277410|а душею радостьною жалостьно гласъ испущааше· 
231593|помышлꙗшеть|801|помышляти|Uspenskij sbornik|The Tale of Boris and Gleb|277415|помышлꙗшеть же мучение и страсть свꙗтаго мученика Никиты· и свꙗтаго Вꙗчеслава подобно же сему бывъшю убиению [бывъшю]· и како свѧтѣи Варварѣ отьць свои убоица бысть· 
231619|помышлꙗаше|801|помышляти|Uspenskij sbornik|The Tale of Boris and Gleb|277416|и помышлꙗаше слово премудрааго Соломона: 
233143|испущааше|7002|испущати|Uspenskij sbornik|The Tale of Boris and Gleb|277588|си видѣвъ блаженыи· разумѣвъ ꙗко хотꙗть ѥго убити· възьрѣвъ къ нимъ умиленама очима и сльзами лице си умываꙗ· съкрушенъмь ср҃дцьмь· съмѣренъмь разумъмь и частыимь въздыханиѥмь· вьсь сльзами разливаꙗ сꙗ а тѣлъмъ утьрпаꙗ жалостьно гласъ испущааше· 
233938|възвращааше|1506|възвращати|Uspenskij sbornik|The Tale of Boris and Gleb|277686|и брани мъногы съ нимь съставивъ· и вьсегда пособиѥмь б҃жиѥмь и поспѣшениѥмь ст҃ою побѣдивъ· ѥлико брани състави оканьныи посрамленъ и побѣженъ възвращааше сꙗ· 
236290|молꙗше|118|молити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277918|онѣмъ же рекъшемъ ꙗко отъ ст҃ыхъ мѣстъ есмъ. и аще б҃ѹ велꙗщю хощемъ въспꙗть ѹже ити. с҃тыи же молꙗше ꙗ да и поимѹть въ слѣдъ себе и съпѹтьника и сътворꙗти и съ собою. 
236365|хожаше|129|ходити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277922|онъ же въставъ нощию и не вѣдѹщю никомѹ же. та изиде из домѹ своѥго не имыи ѹ себе ничсоже. развѣ одежа въ неиже хожаше. 
236539|бл҃годарꙗше|954|благодарити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277935|и б҃а молꙗ бл҃годарꙗше о вьсѣхъ сихъ. 
236603|люблꙗше|233|любити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277941|люблꙗше бо и зѣло паче инѣхъ. 
236647|хожаше|129|ходити|Uspenskij sbornik|Life of Feodosij Pečerskij 3|277945|и хожаше въ цр҃къвь б҃жию по всꙗ дьни. 
