lemma,lemma_id,pos,lemma_has_jer,contains_whitespace,tokens,jer_tokens
свѣтьлыи,125523,A-,true,false,свѣтлѣи|свѣтло|светлии|свѣтла|свѣтлѣ|свѣтълыхъ|свѣтлыхъ|свѣтлымъ|свѣтлаго|свѣтьло|свѣтьлѹ|свѣтьлъ|свѣтьлыꙗ|свѣтьлаꙗ|свѣтълъ|свѣтлїишїи|свѣтлѹ|свѣтлое|свѣтлый|Свѣтлое|свѣтелъ|свѣтлои|свѣтлыми,свѣтълыхъ|свѣтьло|свѣтьлѹ|свѣтьлъ|свѣтьлыꙗ|свѣтьлаꙗ|свѣтълъ
тучьныи,125530,A-,true,false,тучни|тучных|тучьни,тучьни
драгыи,125531,A-,false,false,драгъши|драгих|дражайши|драгꙑи|драгаго|кдрагимъ|драгымъ|драгым|драгое|драгыи|драгаꙗ|драгыя|драгїи|драгихъ|драгою|дражайщей|дражае,драгъши
питие,125532,Nb,false,false,питьи|питье|питья|питью|питьемь|пити|питїе|питиѧ|питие|питїѧ|питиїе|питїи|питїемъ|питиемъ|питьемъ|питьѧ|пите|питьеме|питїа|пития,питьи|питье|питья|питью|питьемь|питьемъ|питьѧ|питьеме
льстити,125544,V-,true,false,льстѧче|льстѧху|льстѧ|лстить|лстим|льстѧще|лщу,льстѧче|льстѧху|льстѧ|льстѧще
съто,125546,Ma,true,false,р҃|·р҃|сту|.р҃|.і҃|сотъ|і҃|ста|сте|съть|стѣхъ|стомъ|съто|стѣ|сто|р|Р,съть|съто
мьрътвыи,125552,A-,true,false,мертвы|мр҃твхъ|мр҃твыя|мр҃твии|мр҃твмъ|мр҃тмвъ|мертвых|мр҃твъ|мертва|мертво|мертви|мертвого|мр҃тви|мертвъ|мертву,
благовоньныи,125559,A-,true,false,блг҃овоньныи|благовонных|бл҃говоннымъ|бл҃говонных|бл҃говоньныи|бл҃говоньна|блговонны|бл҃говоннѹ,блг҃овоньныи|бл҃говоньныи|бл҃говоньна
служитель,125560,Nb,false,false,служителѧ|служатѣли|слѹж҃телѧ|слѹжитель|слѹжителѧ|слꙋжительми,слꙋжительми
медвѣдь,125566,Nb,false,false,медвѣдь|мѣдвѣди|мѣдведи|мѣдведя|мѣдведю|мѣдвѣдя|мѣдведь|медвѣди|медвѣдеи|медвѣд|медьвѣди,медьвѣди
одьржати,125569,V-,true,false,одержим|ѡдержим|одержими|ѡдержимыми|ѡдѣржимъ|одьржаша|одрьжима|одьржима|одьрьжимъ|ѡдержимы|ѡдержалъ|одер꙽жима|ѡдержима|одержаше|ѡдержими,одьржаша|одрьжима|одьржима|одьрьжимъ
исцѣление,125570,Nb,false,false,ицѣленье|ицѣленья|ицѣленьѥ|изсцелѣние|ицѣленьꙗ|ицѣлениѥ|ꙇсцеление,ицѣленье|ицѣленья|ицѣленьѥ|ицѣленьꙗ
напрасьныи,125571,A-,true,false,напрасное|напрасен|напрасными|напраснъ|напрасною|напрасныя,
бестудьныи,125572,A-,true,false,безстуден,
ловьць,125574,Nb,true,false,ловцы|ловци|ловці,
сокольникъ,125576,Nb,true,false,соколников,
трьпѣти,125579,V-,true,false,тѣрпяшѣ,
иногда,125580,Df,false,false,иногда|инъгда|Иногда|ꙇногда,инъгда
съмирение,125584,Nb,true,false,смѣреньем|смирѣнием,смѣреньем
тьрпѣние,125585,Nb,true,false,тѣрпѣнием|терпѣниемъ|тьрпѣнии|тьрпѣниѥ|трьпѣниѥ|тьрьпѣниꙗ|терпѣние|тер꙽пѣнїем|терпѣнїе|терпѣнїѧ|терпѣнїи|терпѣнїемъ|терпѣнїа,тьрпѣнии|тьрпѣниѥ|трьпѣниѥ|тьрьпѣниꙗ
съмълчати,125586,V-,true,false,смолчевашѣ,
ловьчии,125587,A-,true,false,ловчих|ловчии|ловчей|ловчему|Ловчей,
андрѣевъ,125599,A-,false,false,Ондрѣеву|Ондрѣев|андрѣевъ|аньдрѣева|андрѣѥва|андрѣевѣ|Ондрѣевых|андрѣеваи,аньдрѣева
лукавьство,125600,Nb,true,false,лукавьства|лукавство|лѹкавъствомъ|лѹкавъства|лѹкавьствомъ|лѹкавства|лѹкавьство,лукавьства|лѹкавъствомъ|лѹкавъства|лѹкавьствомъ|лѹкавьство
успѣти,125601,V-,false,false,оуспѣ|оуспѣша|успе|ѹспевъ|ѹспеша|ѹспѣша|оуспѣвъше|ѹспѣвъ|ѹспѣлъ|ѹспѣ|ꙋспѣти|оуспѣвъ|ѹспѣв|ѹспѣвше|ѹспѣѥть|ꙋспѣ|ꙋспеют,оуспѣвъше
отъняти,125605,V-,true,false,отняша|ѿнѧти|ѿнял|ѿтнял|ѿнялъ|ѿнят,
пригънати,125610,V-,true,false,пригна|пригнавше,
пияньство,125612,Nb,true,false,пьяства|пьяньства|пьянству|пїѧньства|пїѧньство|пьѧньствѣ|пьꙗньствомъ|пиꙗньство|пьянъства|пїѧньс꙽тва|пїаньствомъ,пьяства|пьяньства|пьянству|пїѧньства|пїѧньство|пьѧньствѣ|пьꙗньствомъ|пиꙗньство|пьянъства|пїѧньс꙽тва|пїаньствомъ
чьтоже,125613,Px,true,false,чтоже|чемже|чемь же,чемь же
непользьныи,125615,A-,true,false,нѣполезному|неполезными,
мирьскыи,125616,A-,true,false,мирьскымь|мирьстѣмь|мирьскым|мирьскую|мирьскыми|мирьскыя|мирскому|мирьскꙑмь|мирьскыихъ|мирьскыꙗ|мирьскыхъ|мирʼскїа|мирском|мирьских|мирьское|мирьстем|миръскых|мирьскаго|мірскихъ|мірскіе,мирьскымь|мирьстѣмь|мирьскым|мирьскую|мирьскыми|мирьскыя|мирьскꙑмь|мирьскыихъ|мирьскыꙗ|мирьскыхъ|мирьских|мирьское|мирьстем|миръскых|мирьскаго
житие,125617,Nb,false,false,житье|житья|житьи|житьѥмь|житью|житѣх|житию|житїи|житїю|житии|житїѧ|житїе|жити|житиѥ|житие|житьемь|житиꙗ|житиѥмь|житя|житіѥ|житїем|жітїе|жітїи|жітїѧ|житїа|жїтїи|житіе,житье|житья|житьи|житьѥмь|житью|житьемь
съити,125618,V-,true,false,съшедъ|сшел|соидет|съидоша|съшьдъ|соіде|сшедъ|съшедъше|сшед|сошедъше|сошел|сошли|сошелъ|сшедше|съшедше,съшедъ|съидоша|съшьдъ|съшедъше|сошедъше|съшедше
възгарати,125623,V-,true,false,възгараху,възгараху
изънимати,125624,V-,true,false,изънима,изънима
сълучити,125640,V-,true,false,случи|слѹчит|сълѹчи|слѹчи|слꙋчи,сълѹчи
пользьныи,125642,A-,true,false,полезьная|полѣзное|ПОЛЕЗНЫ|полезных|полезномъ|полезнаѧ|полезно|полез꙽но|полезныхъ|полезны,полезьная
устроити,125643,V-,false,false,оустрои|оустроихъ|оустроити|оустроѥнии|оустроеных|ѹстроено|устроити|оустроив|оустроивъ|оусътроити|оустроено|оустроенъ|оустроена|оустроили|оустроитї|оусътроено|оустроино|оустроиши|ѹстроиша|ѹстроивъ|ꙋстрои|ѹстроити|ѹстрои|ѹстроивше|ѹстроихъ|ѹстроившемъ|ѹстроить|ѹстроеных|ѹстроенѹ|устроил|устроилъ|устрои|ѹстроилъ|ѹс꙽троити|ѹс꙽трои|ѹстроени|оустрѡена|оустро,оусътроити|оусътроено
колочьскии,125644,A-,true,false,Колочцкий|Колочский,
пожити,125646,V-,false,false,поживе|пожилъ|поживѣ|поживѹтъ|поживет|поживше|поживеши|пожити|пожила|поживъши|поживъ|пожив|пожил|пожили|пожїве|пожив꙽ша|пожив꙽шꙋ|пожиша|пажить,поживъши
умиление,125648,Nb,false,false,оумиленье|умилении|ѹмилениѥмь|оумиленїемъ,оумиленье
прѣставити,125649,V-,false,false,преставлю|Престави|престави|преставльшю|преставил|прѣстави|преставльшим|преставит|преставльшихъ|прѣстѣстави|престависта|прѣставї|пр[ѣ]стави|пристави|преставити|преставили|преставльшоу|преставльша,преставльшю|преставльшим|преставльшихъ|преставльшоу|преставльша
рогънѣдь,125662,Ne,true,false,рогънѣдь|рогнѣди,рогънѣдь
льсть,125668,Nb,true,false,лестью|лесть|лестьми|лсти|льсти|льстью|льстию,лестью|лестьми|льсти|льстью|льстию
приязньство,125671,Nb,true,false,приязньство|приꙗзньство,приязньство|приꙗзньство
възвеличити,125672,V-,true,false,възвеличилъ|възвеличі|възʼвеличить|възвеличит|възвеличиша,възвеличилъ|възвеличі|възʼвеличить|възвеличит|възвеличиша
лукавьствовати,125673,V-,true,false,лукавьствоваше,лукавьствоваше
отъпасти,125676,V-,true,false,ѿпадуть|ѿпадъ|ѿпасти|ѿпаде|ѿпадеть|ѿпадоша|ѿпаши|ѿпадоут|ѿпадоуть,
мысль,125677,Nb,false,false,мыслии|мысль|мысли|мꙑс҃|мыслию|мыслію|мꙑсльми|мыслью|мыслем|мысльми|мыслїю,мꙑсльми|мыслью|мысльми
