lemma,lemma_id,pos,lemma_has_jer,contains_whitespace,tokens,jer_tokens
устрьмление,134194,Nb,true,false,оустремленье|оустремленїи|ꙋстремленїе|оустремленїе|ѹстремленїѧ|ѹс꙽тремленїѧ|ѹс꙽тремленїи,оустремленье
аръсланапа,134197,Ne,true,false,аръсланапу,аръсланапу
сурьбарь,134203,Nb,true,false,сурьбарѧ,сурьбарѧ
въздрадовати,134205,V-,true,false,възрадуем,възрадуем
вельблудъ,134207,Ne,true,false,вельблуды,вельблуды
добытъкъ,134208,Nb,true,false,добытком|добыткомь|добытокъ|добыткѹ|добытка|добыткамъ|добꙑтъкъ,добꙑтъкъ
мордъва,134210,Nb,true,false,мордвою,
събрание,134222,Nb,true,false,собранье,собранье
вънука,134229,Nb,true,false,внуку,
процвьсти,134231,V-,true,false,процветшю|процвьтеть|процвѣте,процвьтеть
въникнути,134233,V-,true,false,вникнущи,
мьчьтьныи,134235,A-,true,false,мечетнаго|мечетныхъ,
золотовьрхая,134237,Ne,true,false,золотоверхая,
трапезьница,134240,Nb,true,false,трѧпезницю|трапезници|трапезьницю,трапезьницю
възвѣщати,134242,V-,true,false,възвѣщаю|възвѣщати|възвѣщаꙗ|возвѣщая|возвѣщати|возвѣщали|възвѣщающе,възвѣщаю|възвѣщати|възвѣщаꙗ|възвѣщающе
епископия,134245,Nb,false,false,еппсьямъ|епс҃пью|епс҃пии|епискѹпию|ѥпс҃пью|епспьи|епспью|пискѹпиѧмъ|псп҃ьꙗмъ|епскпьи|епископїю,еппсьямъ|епс҃пью|ѥпс҃пью|епспьи|епспью|псп҃ьꙗмъ|епскпьи
осмьнадесяте,134248,Ma,true,false,·и҃і,
явление,134256,Nb,false,false,явленье|явлении|ꙗвлениѥ|ꙗвлениѥмь|ꙗвлениꙗ|ꙗвленїе,явленье
сильвестръ,134260,Ne,true,false,силивестръ|силивестра,
чисти,134262,V-,false,false,чтеть|чтите|чтомо|чтѧшеть|чтуть|чти|чтущая|чтуще|чтѧше|чтущаꙗ|чьтѣте|чтыи|чол|чтущихъ|чтучи|чтущих|чести|честь|челъ|чтꙋ|чтем,чьтѣте
юрьевъ,134263,Ne,true,false,гюргевъ,
пожещи,134264,V-,false,false,пожгли|пожьгоша|пожьже|Пожже|пожгоша|пожже|пожегъ|пожьгоста|пожьгъше|пожьженъ|пожгоша:|пожьжемъ|пожʼгоша|пожьгли,пожьгоша|пожьже|пожьгоста|пожьгъше|пожьженъ|пожьжемъ|пожьгли
давыдъскы,134275,Df,true,false,давыдскы,
горько,134277,Df,true,false,горко|горʼко,
утѣшьныи,134278,A-,true,false,оутѣшеную,
сватъба,134281,Nb,true,false,сватбы,
вѣньчание,134282,Nb,true,false,вѣнчанья,вѣнчанья
гърлица,134283,Nb,true,false,горлица,
паробъкъ,134296,Nb,true,false,паропци|паробчи|паропкы,
ворожьбитъ,134297,Nb,true,false,ворожбитъ,
хрьстьныи,134312,A-,true,false,хрсьтныи|хрсьному|хрсьное|хрсьнаго|хрьснымъ|хрстное|хрсънаго|хесное|хрсънымъ|хрс҃тьноє|хрѣстному|хрѣстном|хрс҃тнмъ,хрсьтныи|хрсьному|хрсьное|хрсьнаго|хрьснымъ|хрсънаго|хрсънымъ|хрс҃тьноє
насилие,134314,Ne,false,false,насильем,насильем
наслажение,134316,Nb,false,false,наслаженьи|наслаженїе|наслажденїѧ,наслаженьи
пьрвыи,134317,Ma,true,false,·а҃,
супьрьникъ,134332,Nb,true,false,суперник|сꙋперникомъ,
давьць,134333,Nb,true,false,давче|давецъ,
възбранити,134335,V-,true,false,възбрани|возбрани|възбранить|возбранила,възбрани|възбранить
помощьница,134339,Nb,true,false,помощницю|помощнице|помощницу|помощница|помощницꙋ,
въсклонити,134346,V-,true,false,всклони|въсклонивъ|восклонис,въсклонивъ
търци,134347,Ne,true,false,торкы,
деревьстръ,134353,Ne,true,false,деревьстрѣ|деревъстръ,деревьстрѣ|деревъстръ
свѣналъдичь,134356,Ne,true,false,свѣналдичю|свѣналдичь,
трьблаженыи,134357,A-,true,false,треблж҃ныи,
критъскыи,134358,A-,true,false,критьскыи|критскїи,критьскыи
прѣстати,134359,V-,false,false,престаи|престаните|преста|прѣставъшю|прѣстати|прѣста|престаше|престанеть|престанем|престани,прѣставъшю
тьлѣние,134360,Nb,true,false,тлѧ|тлѣнье,тлѣнье
вѣрьно,134361,Df,true,false,вѣрно,
послушение,134364,Nb,false,false,послушеньѥ,послушеньѥ
скьрбъ,134379,Nb,true,false,скорбхе,
наслѣдие,134382,Nb,false,false,наслѣдья|наслѣдиѥ|наслѣдие|наслѣдїе,наслѣдья
неискусьныи,134389,A-,true,false,неискусна,
направление,134390,Nb,false,false,направленье,направленье
пърътъ,134400,Nb,true,false,поротѣ,
мадиамьскыи,134401,A-,true,false,мадьяньску,мадьяньску
съребро,134410,Nb,true,false,сребра|сребромь,
мъногыи,134423,A-,true,false,многа|мнозѣхъ|многи|мнози|много|многъ|многу|многы|многое|многѹ|многым|многаго|мнозѣ|многыми|мнозѣмъ|многим|многою|мнозии|мнѡго|мнѡгимъ|многими|мъного|мног|многихъ|многие|многїѧ|многих|многꙑ|мног҃|многых|многыхъ|многоє|многым҃|многомъ|мъногы|многымь|мънозѣ|мънози|мъногому|мъногыхъ|многааго|множаиша|мъногааго|мънозѣми|мъногъ|мъногомъ|многыими|многыимъ|мнага|мнозѣми|многымъ|многыи|мъногѹ|многаа|мънога|мнозѣмь|многыихъ|многȣ|мнозѣи|многыꙗ|мъногаго|многїе|многаѧ|многїа|многыѧ|многїи|Мънога|мъногамъ|мънага|мноȥи|мноȥими|многимї|многия|многимъ|мнѡжаишаѧ|мноѕи|мнѡгими|мнѡги|мнѡѕи|мноѕѣ|мнѡга|множаишїи|мнѡгим|мнѡѕем|мнѡѕех|мноѕе|мнѡжаишїи|мнѡгих|множаишим|множаишаѧ|мнѡгїѧ|мнѡземъ|мнѡжаищеи|мнѡгиѧ|многіе|мнѡгыми|мнѡгых|мнѡгы|мнѡгъ|мнѡгыѧ|мнѡгоую|мнѡѕѣх|мнѡгымъ|мнѡзѣми|мнѡгыхъ|мнѡгою,мъного|мъногы|мънозѣ|мънози|мъногому|мъногыхъ|мъногааго|мънозѣми|мъногъ|мъногомъ|мъногѹ|мънога|мъногаго|Мънога|мъногамъ|мънага
ставъко,134424,Ne,true,false,ставкомь,
корьдно,134425,Ne,true,false,корьдну,корьдну
възворотити,134440,V-,true,false,възворотити|възворѡтить|възворотиша|възвороти|возворотиша,възворотити|възворѡтить|възворотиша|възвороти
ослѣпление,134445,Nb,false,false,ѡслѣпленье,ѡслѣпленье
селикыи,134446,A-,false,false,селько|селика|селикѹ,селько
съновидъ,134597,Ne,true,false,сновидъ,
дьмитръ,134600,Ne,true,false,дьмитръ|дъмитра|дмитръ|дъмитръ|дъмитру|дмитрѹ|дмитра|дъмитрѹ,дьмитръ|дъмитра|дъмитръ|дъмитру|дъмитрѹ
мечьникъ,154052,Nb,true,false,мечникъ|мечнику|мечникы,
изъяславъ,154054,Ne,true,false,изѧславъ|изеслава|изѧслава|изѧславу|Изѧславъ|Изѧславу|изѧслав|изѧславомь|изѧслав҃|изѧслв҃а|изѧславѹ|и]зѧслав҃|изѧславом|изаслава|изѧславомъ|изѧславоу|изꙗслава|изꙗславъ|изꙗславѹ|изиславѣ|Изяславъ,
отъложити,154056,V-,true,false,ѿложиша|ѿложи|ѿложихомъ|ѿложите|ѿложихъ,
головьникъ,154058,Nb,true,false,головника|головникъ|головникѹ|головнику,
вьрьвьныи,154059,A-,true,false,виревную,
чии,154060,Px,false,false,чьѥи|чии|чьѥмь|чим|чьему,чьѥи|чьѥмь|чьему
вьрвь,154061,Nb,true,false,верви|вервь,
съплатити,154065,V-,true,false,сплати,
головьничьство,154067,Nb,true,false,головничьство,головничьство
съвада,154068,Nb,true,false,свадѣ|свады,
вирьныи,154073,A-,true,false,вирнии,
вирьникъ,154074,Nb,true,false,вирнику,
овьнъ,154076,Nb,true,false,овенъ|овьна,овьна
полъть,154077,Nb,true,false,полоть|полти,
пятьница,154080,Nb,true,false,пѧтницю|пѧтницѹ|пѧтнич҃|пѧтницѣ|пѧтьници|пѧтници|пѧтницѧ|пѧт҃|пятницу,пѧтьници
пьшено,154082,Nb,true,false,пшена|пшено|пьшено,пьшено
соль,154085,Nb,false,false,соли|солью|соль,солью
голважьня,154086,Nb,true,false,голважень,
перекладьныи,154088,A-,true,false,перекладнаꙗ|перекладнагѡ,
метельникъ,154089,Nb,true,false,метелнику,
дъванадесять,154090,Ma,true,false,в҃ꙇ|в҃҃ꙇ|ві҃|в҃ι|в҃і|двунадесѧту|двѣнатьцать|12,двѣнатьцать
вѣкъша,154091,Nb,true,false,вѣкшии|вѣкши|вѣкошь|вѣк[ъ]шею|вѣкшю|векши,вѣк[ъ]шею
съсадьныи,154092,A-,true,false,съсаднаꙗ,съсаднаꙗ
огнищьныи,154093,A-,true,false,ѡгнищныи,
сельскыи,154094,A-,true,false,сельскѡмь|сельскыѧ,сельскѡмь|сельскыѧ
ремьствьникъ,154097,Nb,true,false,ремественицѣ|ремественика,
ремьствьница,154098,Nb,true,false,ремественицѣ|ремественицю,
кърмилица,154099,Nb,true,false,кормилицю|кормилица,
поклепьныи,154101,A-,true,false,покленѣи|поклепнаꙗ,
мьртвьць,154102,Nb,true,false,мр҃твеци|мр҃твца|мертвеци|мертвець|мертвецѧ|мьртвьцѧ|мьртвьци|мрт҃вци|мертвецъ|мертвецам|мрт҃вецѣх,мьртвьцѧ|мьртвьци
съметьныи,154104,A-,true,false,сметнаꙗ,
помечьныи,154106,A-,true,false,помечнаго,
истьць,154107,Nb,true,false,ꙇстьцѧ|истьцю|ꙇстьцю|истьцѧ|истець,ꙇстьцѧ|истьцю|ꙇстьцю|истьцѧ
татьба,154109,Nb,true,false,татбѣ|татба|татбы|татбу|татьбѹ|татьба|татьбу|татьбы|татбѹ,татьбѹ|татьба|татьбу|татьбы
усъхнути,154115,V-,true,false,ѹсхнеть|оусше,
полувирие,154116,Nb,false,false,полувирьѥ,полувирьѥ
дъвадесяти,154117,Ma,true,false,к҃|двадесѧт|двудесѧту|к|дватцат|20|дватцети|дватцет|дватцеть|двацети|двадесѧтїи|К|двадесѧтⸯ,
пьрстъ,154119,Nb,true,false,перстъ|перстомъ|пръсты|перстꙑ|перъсты|перъстъ|персты|перъста|перъстом|перъстомъ|перъсть|персть|перста|перъстах,пръсты|перъсты|перъстъ|перъста|перъстом|перъстомъ|перъсть|перъстах
лѣчьбьныи,154123,A-,true,false,лѣчебноѥ,
попъхнути,154124,V-,true,false,пѡпъхнеть,пѡпъхнеть
жьрдь,154125,Nb,true,false,жердью,жердью
кълбягъ,154126,Nb,true,false,колбѧгъ,
послѣ,154129,R-,false,false,пѡслѣ|после|послѣ|посьле|посль,посьле
поити,154130,V-,false,false,пѡꙇди|пѡꙇдуть|пѡидеть|поиди|поити|поидеши|пошла|поиде|поидѣте|поидоста|оиде|поиду|поидете|ношелъ|поидемъ|поиді|Поиде|Поиди|поидоша|поидеть|подиоша|пошелъ|поидем|поидѣта|подоста|поидевѣ|поидита|пошедъ|пошедшим|поидет|по[идо]ша|пошьлъ|поидимъ|поидѹ|пошли|поидите|пошьли|поидосте|поіде|поідош|поида|поидѧхуть|пошел|подуче|поидут|пошедшю|подоша|поидем҃|по[и]де|поидѣмъ|поидоуть|поидохъ|поидох|поидѹть|пошло|пошол|поди|пошедше|соидѣт|пойдетъ,пошьлъ|пошьли
съводъ,154131,Nb,true,false,свѡдъ|свѡдѣ|свѡда|своду|свода|съводꙑ|своды,съводꙑ
клѣтьныи,154132,A-,true,false,клѣтныи,
коньчьныи,154133,A-,true,false,конечнѧгѡ|конечнѧго|конечнии|конечным|конечнаѧ|конечнымъ|конечнѹю|конечнаго|конечное,
татьбьныи,154134,A-,true,false,татебно,
свободьныи,154135,A-,true,false,свободна|свободни|свободнѣмь|свободнаго|свободными|свободныхъ|свободнии|свободне|свбонь|свободенъ|свободны|свободѣныи|свободнь|свободѣнъ|свободноу|свобонъ,
мытьникъ,154136,Nb,true,false,мытника,
дългыи,154137,A-,true,false,долзѣ|долго|долгаго|дълго|длъг|длъгъ|Длъго|долѕѣ|дол꙽го|долгѹ|долгиѧ|длъѕѣ,дълго|длъг|длъгъ|Длъго|длъѕѣ
додьржати,154139,V-,true,false,додержать|додержати,
тридесяте,154141,Ma,false,false,л҃|л|тритцать|тритчеть|30|тритцеть|тридесят|тритцет|третьятцет|третятцет|тридесѧти|Л|тридесѧть,третьятцет
полугривьна,154143,Nb,true,false,полугривнѣ|полугрівнѣ|полугрв҃нѣ|полꙋгривне,
третьякъ,154146,Nb,true,false,третьꙗку,третьꙗку
лоньщниа,154147,Nb,true,false,лѡньщину,лѡньщину
жеребьць,154151,Nb,true,false,жеребець|жерепцѣ|жеребьца|жерепца|жеребца,жеребьца
коровии,154153,A-,false,false,корѡвиѥ|коровьи|коровья,коровьи|коровья
чьрньчии,154155,A-,true,false,чернечь,
гостьба,154157,Nb,true,false,гѡстьбу|гоздьбы,гѡстьбу|гоздьбы
просъпъ,154163,Nb,true,false,просѡпъ,
мѣсячьныи,154165,A-,true,false,мѣсѧчнѣмь|мѣсѧчныи|мѣсѧчное,
володимѣрь,154170,A-,false,false,волдимѣр|володимеримь|володимерѧ|володимерь|володимерѧя|володимърь|володимери|володимерима|володимеръ,володимърь
вьсеволодичь,154171,Ne,true,false,всеволдича|всеволѡдичь|всѣволодиць|всеволодиць|всеволодицѧ|всѣволодицю|всеводича|всеволодичь|всеволодичимь|всеволодича,
володимѣръ,154172,Ne,false,false,володимѣръ|володимеръ|володимеромъ|володимера|володимеру|володимъръ|володмеръ|володімеръ|володмиеръ|Володимеръ|Володимеру|володимеромь|володимером|володїмеръ|володимерь|володимерѣ|володимиръ|Володимера,володимъръ
тысячьскыи,154173,A-,true,false,тысѧчьскогѡ|тысѧчьскѡго|тꙑсѧцьскꙑмь|тꙑсѧцьскаго|тꙑсѧцькꙑи|тꙑсѧчьскꙑи|тꙑсѧцьскоѥ|тꙑсѧчьскоѥ|тꙑсѧчьского|тꙑсѧчьскаго|тꙑсѧчьское|тꙑсѧцьского|тꙑсѧчьског҃|тꙑсѧчьскомь|тысѧчьскыи|тысѧчьскаго|тысѧчскому|тысѧчскыи|тысѧчского|тысѧчскаго|тꙑсѧчког|тꙑсѧцькꙑмь|тысѧцьскаго|тысѧтцкым,тысѧчьскогѡ|тысѧчьскѡго|тꙑсѧцьскꙑмь|тꙑсѧцьскаго|тꙑсѧцькꙑи|тꙑсѧчьскꙑи|тꙑсѧцьскоѥ|тꙑсѧчьскоѥ|тꙑсѧчьского|тꙑсѧчьскаго|тꙑсѧчьское|тꙑсѧцьского|тꙑсѧчьског҃|тꙑсѧчьскомь|тысѧчьскыи|тысѧчьскаго|тꙑсѧцькꙑмь|тысѧцьскаго
прокопии,154174,Ne,false,false,прокѡпью|прокопьѥю|прокопиꙗ|прокопьѧ҃|прокофеи|прокопеи|прокопья|прокопьем,прокѡпью|прокопьѥю|прокопьѧ҃|прокопья|прокопьем
бѣлогородьскыи,154175,A-,true,false,бѣлогородьскѡгѡ,бѣлогородьскѡгѡ
испъртити,154182,V-,true,false,испортить|испортивъ|испортитъ|испортит|испорчено|испортилъ|испорченъ|испорчена|испортѧт|испортїт,
дългъ,154183,Nb,true,false,долзѣ|долгѣхъ|долгъ|долгѹ|дългъ|дълго|дѡлгъ,дългъ|дълго
чужеземьць,154184,Nb,true,false,чюжеземець,
дължьбить,154186,Nb,true,false,должебити,
домашьнии,154189,A-,true,false,домашнимъ|домашнемъ|домашнѧѧ|домашнеи|домашьнемъ|домашних|домашнемѹ|домашнїе|домашнюю|домашними|дамашние|дамашних|домашние,домашьнемъ
обьль,154192,Df,true,false,обель,
отъсълати,154199,V-,true,false,ѿслеть|ѿсла|ѿсъланъ|ѿтослалъ|ѿслал|ѿслат,ѿсъланъ
пияныи,154205,A-,false,false,пьꙗнъ|пьѧного|пьѧныи|пьѧна|пьѧномъ|пїѧное|пьяново|пьѧново|пьꙗни|пьянои|пьянъ,пьꙗнъ|пьѧного|пьѧныи|пьѧна|пьѧномъ|пьяново|пьѧново|пьꙗни|пьянои|пьянъ
обьльныи,154206,A-,true,false,обелныи|обелноѥ,
послушьство,154209,Nb,true,false,послушьствѣ|послушьства|послоушество,послушьствѣ|послушьства
съкладати,154210,V-,true,false,складають,
съкладывати,154211,V-,true,false,складывати|складываемъ|складываѥмъ,
поръвати,154213,V-,true,false,порветь,
въняти,154214,V-,true,false,въньметь|вонмѣм|внѧт|вѡнми,въньметь
выбити,154215,V-,false,false,выбьють|вꙑбиша|выбивше|выбыли|выбил|выбилъ|выбили,выбьють
бортьныи,154221,A-,true,false,бортьную|бортноѣ|бортьноѣ,бортьную|бортьноѣ
дворьныи,154223,A-,true,false,двѡрную,
подътяти,154226,V-,true,false,подотнеть|пѡдътнеть|пѡдотнеть,пѡдътнеть
знаменьныи,154227,A-,true,false,знаменьныи,знаменьныи
межьныи,154228,A-,true,false,межьныи,межьныи
кърмъ,154230,Nb,true,false,кормомь|кормъ|кормѹ|кормомъ|кърма|корму,кърма
бъчела,154231,Nb,true,false,пчелы,
выдьрати,154232,V-,true,false,выдереть,
отъсочити,154235,V-,true,false,ѿсѡчать,
отъбити,154236,V-,true,false,ѿбьють|ѿби|ѿбиша|ѿбили,ѿбьють
гостиньць,154237,Nb,true,false,гостиныцѣ|гостиньцы|гостинца|гостинцы,гостиньцы
перевѣсъ,154243,Nb,false,false,перевѣсѣхъ|перевѣсѣ|перевесье,перевесье
грабежь,154251,Nb,false,false,грабежь|грабежьмь|грабежи,грабежьмь
холопии,154257,A-,false,false,хѡлѡпьи|холопьі|холопьи|холопии,хѡлѡпьи|холопьі|холопьи
умрѣти,154260,V-,false,false,ѹмреть|оумретъ|оумрет|оумрѧше|оумре|оумершю|оумрети|оумрета|оумр҃шаго|оум҃ръ|оумр҃ті|Оумре|оумерелъ|оумерлъ|оумреть|ѹмре|ѹмьрлъ|ѹмрети|ꙋмерлъ|ѹмерлъ|ѹмершю|оумьрети|оумьре|умьрлъ|умрети|ѹмьрѹ|ѹмьръшю|ѹмрѣтъ|ѹмьреть|ѹмьре|оумр҃ти|оумремъ|оумрꙋ|оумьрлъ|оумрете|ꙋмреть|ѹмершѹ|умершу|умереть|умре|умерли|умретъ|умри|умерла|умрем|умер|умру|умерши|умремъ|ѹмерша|ѹмреши|ѹмрет|ꙋмер|ꙋмеръ|умерло|оумер|оумершимъ|оумерших,ѹмьрлъ|оумьрети|оумьре|умьрлъ|ѹмьрѹ|ѹмьръшю|ѹмьреть|ѹмьре|оумьрлъ
задьница,154261,Nb,true,false,задницю|задницѣ|задницѧ|задници|задницею|задница,
дружиньнии,154262,A-,true,false,дружьнѣи|дружиньню,дружьнѣи|дружиньню
дъчи,154263,Nb,true,false,дчери|доцерь|доцере|доци|дочь|дочерь|дочери|тъчерь|тъчери|дъчерь|тчери|дочерю|дчерь|дъци|дъцерь|дъчери|дчи|дочер|дочерью|доч,тъчерь|тъчери|дъчерь|дъци|дъцерь|дъчери|дочерью
госпожа,154264,Nb,false,false,гж҃а|госъпоже|госпожа|гсжи|госпоже|гсже|г҃жѣ|гспже,госъпоже
мужьнии,154265,A-,true,false,мужнѧ|мѹжнимъ|мѹжнѧ,
городьникъ,154267,Nb,true,false,городнику,
городьня,154268,Nb,true,false,горѡдню|горѡднѣ|городнѣ|городьнь,городьнь
мостьникъ,154272,Nb,true,false,мостницѣхъ|мѡстнику|мостнику,
локъть,154275,Nb,true,false,локотъ|лакти|локъти|локтемъ|локоть|локот,локъти
робии,154277,A-,false,false,рѡбьи,рѡбьи
близъкыи,154278,A-,true,false,ближии|блиско|близко,
сърѣзити,154280,V-,true,false,срѣзить,
отьчимъ,154285,Nb,true,false,ѡтчимъ,
върещи,154286,V-,true,false,ворчетъ|ворчеть,
вьсяко,154287,Df,true,false,всѧко|всяко,
матерьнии,154288,A-,true,false,мт҃рнѧ|мт҃рнимъ|мт҃рьнѧ|матерню|матернѧ|матерьнꙗ|мт҃рни|мт҃ерни|мт҃ернѧ|мт҃рне|мт҃ерне|мт҃ерними|матерень,мт҃рьнѧ|матерьнꙗ
истеряти,154292,V-,false,false,истерѧлъ|исьтерѧно|истерѧхомъ|истерѧли,исьтерѧно
судьбьныи,154294,A-,true,false,судебнии,
ротьныи,154298,A-,true,false,рѡтнии,
холопьство,154299,Nb,true,false,холѡпьствѣ|холѡпьство|холъпство,холѡпьствѣ|холѡпьство|холъпство
тиуньство,154301,Nb,true,false,тивуньство,тивуньство
придатъкъ,154305,Nb,true,false,придатъцѣ|придатъкъ,придатъцѣ|придатъкъ
указати,154307,V-,false,false,ѹкажеть|оуказано|оуказати|оукажетъ|ѹказавъ|ѹказавъшю|ѹказа|ѹказаноѥ|указал|указали|указалъ|указано,ѹказавъшю
переемьныи,154309,A-,true,false,переѥмнаꙗ,
вязебьныи,154313,A-,true,false,вѧзебную,
одълъжати,154317,V-,true,false,одолжаѥть,
крити,154318,V-,false,false,кренеть|кърините|крьвоши|крили|крьнеть,кърините|крьвоши|крьнеть
сусѣдьнии,154319,A-,true,false,сусѣдне,
съдаяти,156303,V-,true,false,съдаѧли,съдаѧли
сьдесе,156306,Df,true,false,здѣсе|здѣся|здѣсь|здесе|здѣс|здес,
онфимъ,156313,Ne,false,false,ънфиму,ънфиму
олекса,156315,Ne,false,false,ѡлькса|ольксѹ|олькса|ольксою|ольксе|олексѹ|олькс҃а|олѣксѣ|олексѣ|ольксу|ольѯѹ,ѡлькса|ольксѹ|олькса|ольксою|ольксе|олькс҃а|ольксу|ольѯѹ
росъмотрити,156318,V-,true,false,росмътрити|росмотрите,росмътрити
ръжь,156319,Nb,true,false,ръже|рожи|роже|ржи|рожь|ръжи|рожю,ръже|ръжи
омешь,156320,Nb,false,false,ѡмьшѣ,ѡмьшѣ
соха,156322,Nb,false,false,съхѣ,съхѣ
замъкъ,156325,Nb,true,false,замъке|замкомъ|замки|замковъ|замокъ|замкꙑ|замками|ѕамок,замъке
клеветьникъ,156329,Nb,true,false,клеветьника|клеветьник[а|клеветники|клеветникъ|клеветникома,клеветьника|клеветьник[а
гюрги,156330,Ne,false,false,гю]р[ьг]ѧ|гюрги|гюргѧ|гюргемь|гюргю|гюрьгю|гюрга|гюргеви|Гюрги|гюрге|гюргї|гюрьги|гюргемъ|дюрди,гю]р[ьг]ѧ|гюрьгю|гюрьги
съдоровыи,156333,A-,true,false,сторови|здорова|здоровѹ|сторовї|здорови|здорову|здорово|здоровы|здаровы|здарова,
зять,156336,Nb,false,false,зати|зѧте|зѧть|зѧтьмь|зѧти|зѧтѧ|зѧтю|ѕятя,зѧтьмь
миръславъ,156339,Ne,true,false,мирслава,
олисии,156340,Ne,false,false,олисьеви,олисьеви
грьчинъ,156341,Ne,true,false,грицинѹ,
гавъко,156342,Ne,true,false,гавъко,гавъко
възмълвити,156347,V-,true,false,взмоловить|возомолови,
ѣзьскъ,156350,Ne,true,false,ѣзьскѣ,ѣзьскѣ
вълчино,156352,Ne,true,false,вълъчинѹ,вълъчинѹ
семько,156353,Ne,true,false,сьмъка,сьмъка
кулотъка,156354,Ne,true,false,кѹлотъкѣ,кѹлотъкѣ
несъда,156355,Ne,true,false,несъдѣ|несдѹ,несъдѣ
лазъвъко,156357,Ne,true,false,лазъ[в]къмъ|лазъвке,лазъ[в]къмъ|лазъвке
тъгъдъ,156358,Df,true,false,тъгъдъ,тъгъдъ
половыи,156360,A-,false,false,половъи|половые,половъи
рыжии,156361,A-,false,false,ризьи,ризьи
бурыи,156362,A-,false,false,бѫръръи,бѫръръи
несъдичь,156363,Ne,true,false,несъдицеви,несъдицеви
спиръко,156364,Ne,true,false,спирокѹ,
свиньць,156370,Nb,true,false,свинеце|свиньцемь,свиньцемь
полотьньце,156375,Nb,true,false,полотенеца,
чьрленыи,156376,A-,true,false,цереленаѧ|черленꙋ|чръленыя|чрьлеными|Чрьленъ|чрьлена|чрълеными|черленꙑми,чръленыя|чрьлеными|Чрьленъ|чрьлена|чрълеными
съпроста,156377,Df,true,false,со проста|съпроста,съпроста
ябедьникъ,156381,Nb,true,false,ѧбьтьникъ,ѧбьтьникъ
коснятинъ,156384,Ne,false,false,коснѧтинѹ|коснѧтино|къснѧтина|къснѧтинъ|къснѧтинѹ,къснѧтина|къснѧтинъ|къснѧтинѹ
назъвати,156386,V-,true,false,назовало|назва,
куръва,156387,Nb,true,false,коровою,
выгънати,156391,V-,true,false,вꙑгонало|выгна|выгнаша|выгналъ|выженемъ|вꙑгнаша|вꙑгна|вꙑгнали|выгнати|выжену|выгнашаша|Выгнаша|Выгна|выгнал,
съгадати,156392,V-,true,false,согадаво|згадати|згадавше|съгадавъ,съгадавъ
закладъ,156397,Nb,false,false,заклада|заклад|закъладъ,закъладъ
сьребро,156400,Nb,true,false,сьбра|серебра|серебромъ|серебро|сребро|сребра|сребромь|срѣбро|серѣбра|серебром|сребром|серьбра|сербра,сьбра|серьбра
покланяние,156401,Nb,false,false,покланѧние|покланѧнее|покланѧнье|покланѧнїе|покла(нѧни)ѥ,покланѧнье
асафъ,156406,Ne,false,false,асафъмь|осафа,асафъмь
нѣжька,156408,Ne,true,false,нѣжеке,
въсълати,156410,V-,true,false,восолеши|восоли|въсла|вослаша|въсласта,въсла|въсласта
хамьць,156413,Nb,true,false,хамече,
кълтъкъ,156415,Nb,true,false,колотокѣ,
въковати,156416,V-,true,false,вокꙋе|вкова,
кольце,156417,Nb,true,false,кольцю|колцо,кольцю
михалъ,156419,Ne,false,false,михальви|михаль|михалеви|михалѧ|михаіл,михальви
посолъ,156421,Nb,false,false,посълъ,посълъ
негодьныи,156425,A-,true,false,н[е] годена|не годьнъ|негодно|негодны,не годьнъ
знатьба,156429,Nb,true,false,знатебою|знатбе,
селята,156434,Ne,false,false,сьлѧтою,сьлѧтою
сьдѣ,156438,Df,true,false,седь|седе|здѣ|сде|иде|сдѣ|сьде|Зде|ȥде|з꙽дѣ,сьде
братонѣжькъ,156440,Ne,true,false,братонѣжъкѹ,братонѣжъкѹ
присловие,156443,Nb,false,false,присловъѧ,присловъѧ
тришьдъ,156444,Df,true,false,тришьдъ,тришьдъ
годьныи,156447,A-,true,false,годьнъ|годьно,годьнъ|годьно
притещи,156448,V-,false,false,притькль|притече|притекъше|притекоша,притькль|притекъше
осмьнадесять,156453,Mo,true,false,ѡсми на дсѧте|и҃і,
полушька,156454,Nb,true,false,полушоко,
съмълвити,156457,V-,true,false,смолови,
мърдъка,156462,Nb,true,false,мородоки,
мъстъка,156464,Ne,true,false,мостокѣ,
мятьль,156465,Nb,true,false,мѧтьль|мѧт[л]ѧ|мѧтьле,мѧтьль|мѧтьле
ложьникъ,156466,Nb,true,false,ложьнике,ложьнике
тѣша,156468,Ne,false,false,тьше,тьше
илька,156470,Ne,true,false,илько,илько
людьславъ,156472,Ne,true,false,л]юдьславъ,л]юдьславъ
сътърговати,156476,V-,true,false,стороговале,
занъда,156477,G-,true,false,занода,
порожьнии,156478,A-,true,false,порожне,
носъко,156481,Ne,true,false,носъка,носъка
онания,156486,Ne,false,false,онание|онанью,онанью
городищане,156487,Nb,false,false,городищѧньх|городищѧне|городищанохъ,городищѧньх
прасолъ,156494,Nb,false,false,прасъла|прасосола,прасъла
ностасия,156498,Ne,false,false,ностасьи,ностасьи
въспросити,156499,V-,true,false,воспросилѣ,
правьдьщикъ,156500,Nb,true,false,правищикѣ,
сьдьни,156504,Df,true,false,седнѣ,
вьршь,156507,Nb,true,false,верешь|вьрьшь|вьршь,вьрьшь|вьршь
