lemma,lemma_id,pos,lemma_has_jer,tokens,jer_tokens
бубънъ,132735,Nb,true,бѹбны|бубны|бѹбъны|бѹбновъ|бубнꙑ|бубънами,
съплясати,132736,V-,true,сплѧшеть,
въкушение,132738,Nb,true,вкѹшенїе|вкушенью|вкѹшенїѧ|в꙽кѹшенїѧ,
отъкопати,132739,V-,true,ѿкопаше,
болъдиныи,132742,A-,true,болдины|болдиных,
страньнолюбивыи,132759,A-,true,страннолюбивъ,
съжица,132761,Nb,true,,
съключити,132764,V-,true,сключи|съключи|съключит,съключи|съключит
причастие,132767,Nb,false,причастїемъ|причастье|причастьꙗ|причастью|причастїи|причастия,причастьꙗ
чьрниговьць,132769,Nb,true,черниговци|черниговцемъ|церниговьци|церниговчи|черниговьци|цьрниговьцемъ|чернивци|черниговцем,
въбещи,132771,V-,true,,
дънѣшьнии,132772,A-,true,дънѣшнии,
въкыняти,132774,V-,true,въкынѧху,въкынѧху
поливание,132777,Nb,false,полѣванья,полѣванья
въстаяти,132779,V-,true,востает|востаетъ|въстають|встаяти|встающих|въстающаꙗ|въстаꙗ,въстають
тряпезьница,132781,Nb,true,трѧпезницю|трьпезницю|трѧпезьници,
въкладати,132784,V-,true,вкладаите,
прабошьнь,132790,Nb,true,прабошнѧх,
протъпътати,132791,V-,true,протоптаных|протопташа,
примьрзнути,132792,V-,true,примерзнѧшета,
поварьница,132793,Nb,true,поварьницю,
дръва,132795,Nb,true,дровѣхъ|дровамъ|дрова|дръва|дръвомъ|дровех|дровами|дров,
въжещи,132804,V-,true,вожьгоша|вжегъ|въжгоша|вжещи|въжьгъше|въжьжеть|въжещи|въжьгъ,вожьгоша|въжгоша|въжьжеть
утьлыи,132807,A-,true,оутло|ѹтла,
утьлизна,132809,Nb,true,оутлизнами,
самовидьць,132811,Nb,true,самовидець|самовидцы|самовидцевъ|самѡвидцы,
исчезнути,132816,V-,false,ищезнѧху|ищезнуша|изъщезоша|ищезоша|исчезоша|исчезе|ꙇсчезнул|исчезнѹт|исчезоста|исчеѕе,изъщезоша
овъгда,132817,Df,true,ѡвогда|овогда|ѡвъгда|овъгда|ѻвогда,
пълзати,132824,V-,true,полозѧху|ползаю|ползая,
съмѣреныи,132829,A-,true,смѣрено|смирена|смѣрена|смѣреныи|смѣренымъ|смѣренъ|съмѣренѹ|смерена|съмѣренъ|смѣренаго|смѣрен|съмѣренымъ|съмѣренъмь|съмѣрена|съмѣреныꙗ|съмеренѹ|смиренʼныѧ|смиреннымъ|смиренна|смирнѣе|смирен|смирено|смиреное|смиренаго|смиреннаго|смиренъ|смиреныи|смирени,
пѣшьць,132832,Nb,true,пѣшцихъ|пѣшьцѣ|пѣшци|пѣшʼци|пѣшʼца,
продължити,132833,V-,true,продолжьже|продолжив꙽шѹ|продол꙽женыѧ|продолжих|продолжит,
городьць,132836,Nb,true,городьць|городьчь,
въпль,132837,Nb,true,вопли|въпль|воплеи|вопль|воплем|вѡпль,
звѣрьныи,132844,A-,true,звѣринѣмь|звѣриныя,
крѣпьлѣ,132846,Df,true,крѣплѣ,
обьще,132847,Df,true,ѡбще,
вьсемогущии,132848,A-,true,всемогущему|всемогоущеи|всемогоущаго|всемогоущемꙋ,
съблюдати,132849,V-,true,сблюдаѥми|сблюдаѥть|съблюдающю|съблюдати|соблюдает|соблюдат|соблюдаше|соблюдаѧ|соблюдающе,
основание,132851,Nb,false,ѡснованьѥмь|ѡснованья|ѡснованье|ѡснованьꙗ|ѻснованїа|основанїѧ|ѡснованїѧ|ѡснованїе|ѡснованїа,ѡснованья|ѡснованьꙗ
къметъ,132853,Nb,true,кметьѥ|къмети,
больше,132854,Df,true,,
рѣзание,132860,Nb,false,рѣзанья,рѣзанья
жьлы,132861,Nb,true,желве,
половьцьскыи,132872,A-,true,,
незълобивыи,132875,A-,true,незлобивъ|не злобивъ|незлобивымъ,
сѣчьць,132876,Nb,true,сѣчець,
славьныи,132878,A-,true,славныи|славная|славнымъ|славьнъ|славьнѹ|славьномѹ|славны|славнꙋ|славных|славнѣйший|славъному|славнаг|слав’нѣ|славнѣ|славни|славенъ|славнои|славнаи,
подобьносъвьршеньныи,132884,A-,true,подобносвершено,
въбѣгнути,132885,V-,true,вбѣгшим|выбѣгоста|вбѣже|въбегь|въбеглъ|въбѣже|вбѣгоша|вбѣгшю,въбѣже
вытъргнути,132895,V-,true,вꙑтьрьго|выторгну|выторже,
съвьршати,132922,V-,true,свершати|совершают|свершает|совершаи|свершая|свершаѥт|свершаше|съвьршаꙗ|съврьшаше|съврьшаѥмъмъ|съвьрьшающемъ|съвьрьшаѥть|совершающа|совершаѧ|совершахꙋ|съвершает|съвершаите|совершаа,съврьшаше|съвьрьшаѥть|съвершает
судьныи,132926,A-,true,судныи|судное|соудныи,
лъжь,132928,Nb,true,ложь|лжи|лъжь|лож|лѡж,
лазьскыи,132946,A-,true,лазъскаѧ,
бѣлъгородьскыи,132947,A-,true,бѣлогородьскымь,
чьрниговьскыи,132949,A-,true,черниговьскым|черниговьскыи|черниговьскꙑи|церниговьскꙑи|цьрниговьскꙑи|чьрниговьскꙑми|черниговьскѣѥ|чьрниговьскꙑꙗ|церниговьскаго|цьрниговѣскѹю|черниговскыи|черниговьстии|черниговских|черниговьскаго|черниговьского|черниговьскому|черниговскому|черниговьскую|черниговьская|черниговьскими|Черниговских,
благородьныи,132950,A-,true,бл҃городныѧ|бл҃городьнѣмь|бл҃городныи|бл҃городными|бл҃городныхъ|блг҃ородныи,
дьржавьныи,132951,A-,true,державному|державнаго,
мълчаливыи,132953,A-,true,молчалива|молчаливъ,
скопьчина,132958,Nb,true,скопьчину,
скопьць,132962,Nb,true,скопець|скопьцѧ|скопечь|скопца|скопьцю,скопьцѧ
доконьчати,132964,V-,true,дъкънчалъ|докончавъ|докончавше:|докончавше|доконча|докончаша|докончаю|доконечано|дъкончано|докончахомъ|докончахъмъ|докончалъ,докончахъмъ
городьныи,132965,A-,true,городныхъ|городьнꙑхъ|городнымъ,
баньныи,132967,A-,true,баньноѥ,
прогънание,132972,Nb,true,прогнаньѥ|прогнанью|прогънаниѥ|прогънании|прогнание|прогнанїи,
объдьржати,132982,V-,true,ѡбдержашеть|обьдьрьжааше|ѡбдержаше|обдержитъ|обдеръжаше|ѡбдержим|ѡбдержащоу|ѡбдержащоую,обьдьрьжааше|обдеръжаше
пьрси,133003,Nb,true,персемъ|персии|перси|персем|пьрси|прьсьхъ|пьрсьхъ|пьрьси|пьрьсьхъ,
зарьныи,133005,A-,true,зарны,
дъно,133013,Nb,true,дно|дъна|дномъ|дну|дна|днѣ,
съставъ,133015,Nb,true,сстави|составы|составъ|составамъ,
главьныи,133017,A-,true,главнии,
тьмиянъ,133020,Nb,true,тѣмьяномъ|темьянъ|тѣмьꙗнъ,
душевьныи,133023,A-,true,дш҃евнаѧ|дш҃евныхъ|дш҃евное|дѹшевныи|дш҃евною|дш҃вныя|дш҃евнѹю|дш҃евныѧ|дш҃евныи|дш҃евномѹ|дшевшая|дш҃евным,
суботьныи,133028,A-,true,суботному|суботныи|суботьнѣи|суботьныи,
шестьнадесять,133036,Mo,true,ѕ҃і,
сыропустьныи,133042,A-,true,сыропусную|сꙑропѹ҃стнѹю|сꙑропѹс҃нꙑꙗ|сꙑропѹс҃ю,
вельблудъ,133045,Nb,true,вельблуды|вельблоуды|вельбѹдѹ|велблудꙑ,
гюргевьць,133054,Nb,true,гюргевци|юргевци,
вытечевьскыи,133056,A-,true,,
засаковьць,133058,Nb,true,засаковцемъ,
тъщии,133059,A-,true,тощь|тоще|тъщь|тъщими|тщима|тщіми,
муромьць,133064,Nb,true,муромци|мѹро[мьци|мѹромьци|муромцѣ,
нелицемѣрьно,133076,Df,true,нелїцѣмѣрно|нелицемѣрно,
расъмотрѣние,133078,Nb,true,расмотреньѥмь|расмотреньем|расмотрения|разсмотрѣнью,
бъдѣти,133079,V-,true,бдѧт|бдѧ|бъдꙗше|бъдꙗ|бʼдѧ|бдитъ|бдите,бъдꙗше
ошьствие,133080,Nb,true,ѡшествии|ѡшьствии|ошес꙽твїи|ѡшествїи|ошес꙽твїе,
наставьникъ,133081,Nb,true,наставникъ|наставниче|наставьникъ|наставьника|наставьникъмь|наставника|наставнїкъ,наставьника
мълчание,133083,Nb,true,молчанїемъ|молчанье|молчаньѥм|мълчаниѥмь|млъчанїю|мол꙽чанию|молъчанїю|молчанїе|молчанїю|мѡлчанїемъ,
мнишьскыи,133085,A-,true,,
плътьскыи,133088,A-,true,плотьскых|плотьскую|плотьскыя|плотскїѧ|плотскаѧ|плотскыѧ|плотскаго,
въслѣдовати,133090,V-,true,вслѣдуя|вслѣдо|въслѣдꙋемъ,въслѣдꙋемъ
высокомысльныи,133092,A-,true,высокомысленымъ,
възвышати,133093,V-,true,възвышая,
послѣдьствовати,133104,V-,true,послѣдьствуя|послѣдьствуꙗ,
уньшии,133105,A-,true,,
молитвьныи,133106,A-,true,молитвеное|млт҃вении|мл҃твеное|мл҃твеныи|молитвеными,
миродьржьць,133109,Nb,true,миродержьцѧ,миродержьцѧ
супротивьникъ,133110,Nb,true,супротивника,
побѣдьникъ,133111,Nb,true,побѣдникъ,
супротивьно,133112,Df,true,супротивно,
лъживыи,133128,A-,true,лживым|лжівомѹ|лживыѧ|лживыи|лживыми,
мълвити,133130,V-,true,молови|мълвлѧше|мълви|моловише|мловила|молвѧ|молвѧше|молвить|молвѧт|молвѧть|молвилъ|молвити|молвѧче|молвлю|молвишь|молвивъ|молви|мълъвити|молвита|молвѧтъ|молвитъ|молвѧщю|молвѧхуть|молвю|мълвить|молвит|молвил|молвиша|млъвити|Млъвитъ|молвяше|мовяш|молыт|молылъ|молыть,мълвлѧше|мълвить|Млъвитъ
смольняне,133132,Nb,true,,
тьсть,133136,Nb,true,тесть|тьстѧ|тьсть|тести|тестѧ|тьсти,тьстѧ|тьсти
съдѣяти,133144,V-,true,содѣѧхомъ|сдѣяхомъ|сдѣяхом|сдѣя|здѣя|сдѣꙗ|здѣꙗ|здѣꙗхом|Сдѣꙗ|съдѣꙗти|содѣлалъ|содѣѧша,
прѣдивьныи,133184,A-,true,Предивно|предивьнаꙗ|предивнꙋю|предивнаго|предивныи|предивнымъ,
тутьнъ,133185,Nb,true,тутънъ|тѹтънъ,
изъдѣтьска,133208,Df,true,,
отъвести,133217,V-,true,ѿведеть|ѿведе|ѿведʼ|ѿведоша|ѿвести|ѿвел|ѿвели|ѿвелъ,
кротъко,133224,Df,true,,
тъпати,133226,V-,true,тепенома,
хыщьникъ,133229,Nb,true,хищник|хищницы|хищникъ|хыщникъ,
въѣхати,133230,V-,true,въѣхаша|въѥха|въѣха|въѣхавъ|въехали,въѣхаша|въѥха|въѣха
заутрьня,133233,Nb,true,заоутренѧ|заоутрени|заоутреню|заѹтрьнии|завтрени|заутреню,
праздьныи,133239,A-,true,празное|празднѣи|празнои|праздьнѹ|праздьнъ|празденъ|праз꙽дныѧ,
търчьскыи,133242,A-,true,торциискыи|торческыи,
несъмысльныи,133244,A-,true,несмыслении|несмысленым|несъмысльнии|несъмысльныихъ|несмысленъ|несмысленымъ,
прѣльстити,133254,V-,true,прельстивше|прельсти|прельстѧть|прелщенъ|прельстилъ|прелсти|прелщени|прелстил|прелстили|прелстивъ|прѣльстивъше|прѣльсти|прелстити|прельстит|прельстить,прельсти|прельстѧть|прѣльсти|прельстить
наводьнити,133255,V-,true,наводнила|навѡдниша,
стрѣльць,133256,Nb,true,стрѣлци|стрѣлцем|стрѣлцемъ|стрелцами|стрелцов|стрецовъ|стрелцы|стрелец,
възломити,133258,V-,true,взломиша,
противление,133261,Nb,false,противленья,противленья
съдолѣти,133267,V-,true,сдолѣвше,
възнесение,133269,Nb,true,възнесенья|възнесенье|възнесениꙗ|вознесение,възнесенья|възнесениꙗ
въторыи,133279,A-,true,,
хульныи,133281,A-,true,хѹлное|хулная,
въкрасти,133283,V-,true,вкрасти,
умъножение,133289,Nb,true,оумноженье|ѹмноженїе,
гърдыни,133295,Nb,true,гордынею|гордыни|гърдꙑнѧ|гръдыню,гърдꙑнѧ
тьщета,133296,Nb,true,,
мъноговещьныи,133306,A-,true,многовещныя|многовещныꙗ,
страшьныи,133307,V-,true,,
вьсь,133314,Pd,true,,
велъгласьно,133315,Df,true,велеглсно,
гърнъ,133331,Nb,true,горну,
скърбь,133332,Nb,true,скорб|скорбь|скорби|скорбьми|скорбми|скорбьмї|скорбех|скърбь|скьрбь|скърби|скьрби|скърьби|скьрьбь|скорбию|скорбѣхъ|скорбѣх,скърби
простороньство,133333,Nb,true,просторонство,
нѣколько,133337,Py,true,,
етривьскыи,133338,A-,true,тривьскыя|ѥтриѥвьскыя,
търкмене,133339,Nb,true,тортъмени,
съвѣдѣтельствовати,133340,V-,true,свѣдѣтельствуѥть|съвѣдѣтельствоуѥть|здѣтельствуеть|съвѣдѣтельствуите|съвѣдѣтельствѹють,свѣдѣтельствуѥть|съвѣдѣтельствоуѥть|здѣтельствуеть|съвѣдѣтельствѹють
палестиньскыи,133351,A-,true,палестиньскую,
отътуду,133352,Df,true,ѿтуду|ѿтѹдѹ|отътѹдѹ|оттуду|ѿтѹдꙋ|ѿтꙋдꙋ|ѿтоудꙋ|ѿтоудоу,
ноябрь,133374,Nb,false,ноябрѧ|ноямбрѧ|ноямьбрѧ|ноябрь|нояб|ноꙗбрѧ|ноѧбра|ноꙗб|ноября,ноямьбрѧ
сълньчии,133379,A-,true,слн҃че,
котъка,133381,Nb,true,коткы,
помьнити,133397,V-,true,помнити|помнѧше|помниши|помнить|помнѧще|помните|помняшеть|помним|помниш|помнил|помнит|помню|помни|помнитъ,
ростовьць,133404,Nb,true,ростовци|ростовици|ростовьци|ростовцѣ|ростовці|ростовець|ростовцем|ростовецъ,
суждальць,133405,Nb,true,сѹжъдалъцъ|суздалцѣ|суждалци|сѹждальць|сѹжьдальци|сѹждалци|сѹждальци|суждальци|сужьдалци|суждалцем,сѹждальць
муромьскыи,133406,A-,true,муромску|муромьскаꙗ|муромьскым|муромьскыи|муромскыи|муромьскыѣ|муромьскымъ|муромскихъ|муромскаго,
даньникъ,133409,Nb,true,даньникы|данници|даньници|даньникомь|даньника,даньника
мьнии,133411,A-,true,мнѣ|мене|меншему|меншимъ|меншим|меньшеѣ|меншеи|менша|меншихъ|меншии|мнии|меншиими|менших|мьньшеѥ|меншюю|меншаꙗ|мьньшааго|мьнии|мьньшю|меншее|меншемъ|меньшихъ|мнѣе|менши|меньшїи|мешї|мен꙽шаго|мен꙽ши|меншаго|менше,
благочьстивыи,133417,A-,true,бл҃гочестивыи|бл҃гочтсвыя|бл҃гочьстивии|блг҃очтивою|бл҃гочьстивыими|бл҃гочестивыми|бл҃гочстиваго|бл҃гочстивыхъ,
клязьма,133419,Nb,true,,
половьчинъ,133427,Nb,true,половци|половьци|половцемъ|половцем|половець|половчину|полвоьцихъ|половцих|половцѣ|половчинъ|повци|половце|половче|половчи|половьцѣ|половьче|половьце|половьць|половьчь|повцем|Половци|половцї|половчине,половьць|половьчь
кулачька,133434,Nb,true,,
рязаньць,133437,Nb,true,рѧзанци|рѧзаньци|рѧзанце|рѧзанъци|рѧзанцѣ|рѧзанцемъ|резанца,
възбѣчи,133440,V-,true,възбѣгшим|възбѣгоша,възбѣгоша
свѣтьло,133442,Df,true,свѣтло,
съмьжарити,133468,V-,true,сомжаривъ,
отьныи,133477,A-,true,,
неоскудьныи,133482,A-,true,неѡскудну|неѡскꙋдноую,
излияти,133488,V-,false,излья|излиꙗ|ꙇзлиял|излия|излиял|излїа|иѕлїа,излья
льгота,133490,Nb,true,лготу|льготꙋ|лготы|лготѣ,
къняжь,133494,A-,true,кнѧжь|кнѧжа|кнѧжи|кнѧжѣ|кънѧжъ|кнѧжее|кънѧжа|кнѧже|кнж҃е|кн҃жь|кнж҃и|кнѧжеѣ|кнѧжю|кнꙗжемь|кн҃жиѧ|княже|княжь|княжихъ|княж,
святъкъ,133497,Nb,true,ст҃окъ,
въздыхание,133498,Nb,true,воздыханїемъ|въздыханье|въздыханьем|въздыханиѥмь|въздыханиемь|въздыхании|воз꙽дыханїем|воздыханїѧ|въздыханїи,
сьрдоболя,133499,Nb,true,сердоболем|сер꙽доболѧ,
алъчь,133500,Nb,true,алчи,
почьрнѣти,133501,V-,true,почернѣвше|почьрнѣло,
тьрние,133505,Nb,true,терньем|тьрниѥ|тернїе,
потъснути,133506,V-,true,потъсни|потъснѣте,
разгънути,133510,V-,true,разгнухъ|раз꙽гнетъ,
псалътыря,133511,Nb,true,псл҃тырю|псалтырю|ѱалтырю,
съмущати,133513,V-,true,смущаеши|смущаѥши|съмущаѥть|съмущааху|смѹщаете,съмущаѥть|съмущааху
словьце,133514,Nb,true,словца,
съкласти,133515,V-,true,складши|скласть|складохъ,
передьнии,133516,A-,true,переднѧя|передьнїми|передьнюю|передними|переднии|передьниѣ|передни|переднею|передней,
съвъпрашати,133517,V-,true,съѹпрашают,съѹпрашают
въздыхати,133518,V-,true,вздышюче|вздыхая,
възводити,133519,V-,true,возводѧще|возводимъ,
дьрзнути,133520,V-,true,дерзнеть|дерзнути|дьръзнѹ|дерзну|дьрьзнѹ|дьрьзнѧхъ|дерȥнѹть|дерȥнꙋлъ|дерзнухъ|дръзнѧше|дръз꙽нꙋхъ|деръзнꙋ|дер꙽знѹти|дръзноухъ,дьръзнѹ|дьрьзнѹ|дьрьзнѧхъ|дръзнѧше|дръз꙽нꙋхъ|деръзнꙋ|дръзноухъ
почьсти,133521,V-,true,,
лукавьновати,133523,V-,true,лукавнующимъ|лукавнующии|лукавнующим,
поскрьгътати,133526,V-,true,поскрегчеть,
утвьржати,133528,V-,true,оутвержающе|оутвержает|оутвержаю|оутвержаеть|оутвержающи|оутвержаа|оутвержаѧи,
мьстиславль,133529,A-,true,мьстиславль|мьстиславлю|мьстиславлѧꙗ|мьстиставль|мьстиславлѧ|мьстислалю|мстиславлѧ|мстиславль|мстиславлю,
шестьнадесять,133530,Ma,true,ѕ҃ꙇ|ѕ҃ι|ѕ҃і|ѕі҃|ѕі|ЅІ|шеснатцет,
състарѣти,133541,V-,true,сстарѣх,
пожьрѣти,133542,V-,true,,
вънегда,133543,Dq,true,внегда|вънегда,
сътужити,133544,V-,true,стужи|стѹжив꙽,
въдворити,133555,V-,true,водворит|водворих꙽|водвѡрѧше,
устьна,133556,Nb,true,оустне|оустьну|оустнѣ|ѹстнама|ѹстьнѣ|устен|устнѣхъ|ѹс꙽тнами|ѹс꙽тнама,оустьну
съньмъ,133557,Nb,true,соньма|снем|снемъ|сонма|сонмом,соньма
несквьрньныи,133559,A-,true,нескверньни|несквьрньнааго|нес꙽кверным|нескверньно|несквернени|нескверноу,
звиженьскыи,133561,A-,true,звиженьскыи,
съволочи,133562,V-,true,сволокоша|сволок,
сорочька,133563,Nb,true,сорочку|сорочкы|сорочкѣ,
попадия,133564,Nb,false,попадь|попадья|попадьѥ|попадиꙗ,попадьѥ
опьрати,133566,V-,true,ѡпрати|ѡправши|ѡпираи,
въпросити,133568,V-,true,впроси|въпроси|въпросивъ|въпросили|вопроси|вопросих|вопросити|вопросї|вопросихом|въпросить|въпросиши,въпроси|въпросить|въпросиши
мълчати,133570,V-,true,молчати|мълча|мълчаше|мълъчи|молчи|молчат|молъчѧти|мол꙽чащимъ|молча,мълчаше
тъчьныи,133572,A-,true,точными|тъчьнъ|тъчьны|точенъ,
грудьныи,133580,A-,true,грудну,
пустошьныи,133586,A-,true,пѹстошных|пѹстошныхъ|пѹсътошные|пустошнѣмь|пустошные,
благочьстьныи,133587,A-,true,,
удьржание,133589,Nb,true,оудержанье|оудѣржание,
съмѣрение,133590,Nb,true,смїренью|смѣреньем|смѣренье|смѣренья|съмерении|смѣреньѥ|съмерению|съмѣрение|съмѣрениѥ|съмѣрениѥмь|съмѣрении|съмѣрению|съмѣрениꙗ|смирѣнием|смиренїемъ|смиренїе|смиренїѧ|смїренїѧ|смиренїем|смиренїи,смѣренья|съмѣрениꙗ
оправьдати,133593,V-,true,ѡправдахъ|ѡправдаите,
сужьдати,133594,V-,true,,
свѣтодавьць,133601,Nb,true,свѣтодавцю,
человѣколюбьць,133602,Nb,true,чл҃колюбецъ|члв҃колюбче|члв҃колюбець|члвкл҃бче|цлв҃колюбьче|чл҃колюбʼче|члколюбецъ|человѣколюбче|чл҃колюбець,
въсплакати,133608,V-,true,всплакавъ|въсплачеть|въсплака|въсплачет|въсплакаша|въсплакали|восплакаша|восплака|восплакав|восплачю,въсплачеть|въсплака|въсплачет|въсплакаша
събити,133609,V-,true,сбиша|збиша|зби|збилъ|збил,
упьрѣти,133610,V-,true,оупрѣвы|ѹпрѣ|ѹпрѣлъ,
храбрьство,133615,Nb,true,храбрьствомь,
кънягынинъ,133621,A-,true,кнѧгинниу|княинино,
чьтоже,133622,Pr,true,,
герьманы,133623,Nb,true,герьманы,
нитривьскыи,133624,A-,true,нитривьскыя,
тяжькыи,133630,Nb,true,,
одиночьство,133631,Nb,true,ѡдиночьство,
чьрньчьство,133632,Nb,true,чернечьство|чьрнецьстве|чернечес꙽твѣ|чернечес꙽тва,
тьзъ,133645,Nb,true,тезу,
ельма,133650,Df,true,,
подолье,133653,Nb,true,,
гърдятинъ,133654,A-,true,гордѧтинъ,
хвальныи,133656,A-,true,хвално,
береньдичи,133661,Nb,true,берендичи|берендичѣ,
ирие,133681,Nb,false,ирья,ирья
угодие,133683,Nb,false,оугодїе|оугодьѧ|оугодье|оугодья|оугодиꙗ,оугодьѧ
сънѣдь,133684,Nb,true,снѣтъ|снѣдь|сънѣдь|снѣд,
блудьница,133690,Nb,true,блудницю|блѹдьницю|блудница,
ночьныи,133693,A-,true,ночным|ночьнии,
въдавати,133697,V-,true,вдаваите|въдаваюче,
четыредесятьныи,133712,Mo,true,м҃.тныи,
съпание,133717,Nb,true,спанью|спанье,
сънимати,133724,V-,true,снимают|снимаючи|снимаите|снимали|снемлют,
накърмити,133727,V-,true,накорми|накормити|накормить|нармивъ|накормите|накормит,
отъкуду,133729,Dq,true,,
мьрътвьныи,133733,A-,true,,
головьня,133756,Nb,true,головнѣ,
ожещи,133762,V-,false,ожьжеть|ѡжгоша|ѡжьже,ожьжеть|ѡжьже
васильковъ,133764,A-,true,василкову|василковъ|василковы|василкова|Васильковъ,
неповиньныи,133769,A-,true,неповинных|неповинну|неповинную|неповинна,
володимерьць,133774,Nb,true,,
намълвити,133784,V-,true,намолвили,
васильковичь,133787,A-,true,,
половечьскыи,133811,A-,true,,
разгънати,133813,V-,true,разгнахомъ|ражденеть|разъгна|разгналъ,разъгна
приступьныи,133816,A-,true,приступни|пристꙋпным|пристоупное,
торопьчанинъ,133817,A-,true,торопечанинь,
полунощие,133819,Nb,false,полунощья|полунощии,полунощья
изъѣхати,133842,V-,true,изъѣхахом|изъѥхаша|ізъѣхаша|изъѣхалъ,изъѣхахом|изъѥхаша|ізъѣхаша
усълати,133845,V-,true,оуслали,
володимерьскыи,133866,A-,true,,
девятьсътъ,133873,Ma,true,ц҃,
прѣвъзвышати,133874,V-,true,превозвышь,
въсажати,133901,V-,true,всажа|въсажаше|въсажаша|всажати|всажаше,въсажаше|въсажаша
нетьлѣние,133943,Nb,true,нетлѣнья,нетлѣнья
вечерьня,133981,Nb,true,вечернѧ|вечерни|вечерню|вечернею|вечернии|вечрнею|вечернѣ,
испомьнѣти,133983,V-,true,испомню,
таревьскыи,133992,A-,true,таревьскыи,
кметьи,133994,Nb,true,,
съсълати,134010,V-,true,сосла|сослаша|сошлет|сослал|сослалъ|сослана|сослали|сослат|саслал|сошли,
дожьдати,134011,V-,true,дожда|дождавъше|дождавъ|дождаша|дождавше|дожидает|дожидал,
помощьникъ,134012,Nb,true,помощници|помощьникъ|помощьника|помощникъ|помощнїка|помѡщникъ,помощьника
сълъгати,134013,V-,true,солгати|солъгалъ|солгат|солгалъ|солгаша|сългаша|сълга|сълъга|солгал|солъгу,сългаша|сълга|сълъга|солъгу
тъпътати,134020,V-,true,топталъ|топтали,
розбити,134022,V-,false,розбилъ|розобьетъ|розобьютъ|розбих|розбилѣ,розобьетъ|розобьютъ
довълѣти,134024,V-,true,,
ночьлегъ,134042,Nb,true,ночлѣгу,
отъѣхати,134044,V-,true,ѿѣха|ѡтехали,
вълчьскы,134046,Df,true,волчьскы,
отъвыти,134047,V-,true,ѿвы,
мъножицею,134051,Df,true,множецею|мъножицею,
събивати,134053,V-,true,сбиваѥть,
негодьно,134062,A-,true,,
дъска,134064,Nb,true,доски|доску|дску|дъскы|досками|дъска|дьскы|доска,
съкважьня,134065,Nb,true,,
яропълчьчь,134068,A-,true,ꙗрополчича,
протълчь,134072,Nb,true,протолчех,
кутия,134086,Nb,false,кѹтьею|кѹтью|кутьею|кутьи|кѹтїю,кутьи
мужьство,134091,Nb,true,мѹжествѣ|мужьства|мужьство|мужством|мужьству|мужства|мꙋжества|мꙋжество|мꙋжеством|мужествомъ,мужьства
зазьрѣти,134095,V-,true,зазрите|зазрѧше|зазьрите|зазьрить|зазьрѣти|зазрит,зазьрить
прочьсти,134096,V-,true,,
дьрзость,134097,Nb,true,дерзости|дьрзость|дръзости|дръзꙋстїю,дръзости
потрѣбьныи,134101,A-,true,потребных|потребно|потребнаѧ|потребныхъ|потребна|потребныѧ,
мъногострастьныи,134128,A-,true,многострстныи,
тьлѣныи,134130,A-,true,тлѣннаго|тлѣньнѣ|тлимаго|тлѣнных|тлѣнное,
каяние,134131,Nb,false,каянья,каянья
лъжь,134132,A-,true,,
съваживати,134138,V-,true,сваживаживает,
съмѣрити,134140,V-,true,смѣрим|смѣри|съмѣрить|съмѣри|съмѣримъ,съмѣрить|съмѣри|съмѣримъ
пьря,134141,Nb,true,прю|прѧ|пря,
пожарьныи,134142,A-,true,пожарные|пожарная|пожарного,
прѣдъити,134145,V-,true,предъидѧше|предъидуща|предъидущю|предъидущем|придущеѥ|предидеть,предъидѧше
въписати,134166,V-,true,вписах|вписалъ|вписати|вписаша|въписахомъ|въписахъ|въписа|въписавъ|въписано,въписахомъ|въписахъ|въписа
отъгрѣбати,134167,V-,true,,
седмьнадесять,134174,Mo,true,з҃і,
братьць,134178,Nb,true,браце|братьче|братцю|братьца|братецъ,братьца
мьстьникъ,134179,Nb,true,местника|местьникъ|мѣстникъ,
съмѣряти,134180,V-,true,смѣрѧвъ|смѣрѧеть|смѣрѧꙗ|съмѣрѧаше|съмѣрꙗше|смирѧше,съмѣрѧаше|съмѣрꙗше
мьгновение,134185,Nb,true,мегновеньи,
прѣтьрпѣти,134186,V-,true,претерпи|претерпѣ|претьрпѣвъ|претерпишъ|претерпѣша|претерпѣвыи|претерпите|претерпѣхъ,
опльвание,134188,Nb,true,ѡплеванье,
бльщати,134193,V-,true,блещашеть|бльщаща|блещаху,
устрьмление,134194,Nb,true,оустремленье|оустремленїи|ꙋстремленїе|оустремленїе|ѹстремленїѧ|ѹс꙽тремленїѧ|ѹс꙽тремленїи,
сурьбарь,134203,Nb,true,сурьбарѧ,сурьбарѧ
въздрадовати,134205,V-,true,,
добытъкъ,134208,Nb,true,добыткомь|добытокъ|добыткѹ|добытка|добыткамъ|добытком|добꙑтъкъ,
мордъва,134210,Nb,true,мордвою,
събрание,134222,Nb,true,,
вънука,134229,Nb,true,внуку,
процвьсти,134231,V-,true,процветшю|процвьтеть|процвѣте,процвьтеть
въникнути,134233,V-,true,вникнущи,
мьчьтьныи,134235,A-,true,мечетнаго|мечетныхъ,
трапезьница,134240,Nb,true,трѧпезницю|трапезници|трапезьницю,
възвѣщати,134242,V-,true,възвѣщаю|възвѣщати|възвѣщаꙗ|возвѣщая|возвѣщати|возвѣщали|възвѣщающе,възвѣщаю
