id,lemma,pos,normalised,count,Mst,MstCol,NovMarg,OstrCol,RusPrav,Usp,Varl,bitflag
1941,овьча,Nb,овьча,3,,,,,,usp-sbor,,32
1942,алъкати,V-,алъкаті,1,,,,,,usp-sbor,,32
1943,трудити,V-,трудіті,3,,,,,,usp-sbor,,32
1944,съложение,Nb,съложеніе,1,,,,,,usp-sbor,,32
1945,рьвьнитель,Nb,рьвьнітель,1,,,,,,usp-sbor,,32
1946,подражатель,Nb,подражатель,1,,,,,,usp-sbor,,32
1947,благословеныи,A-,благословеньіі,3,,,,,,usp-sbor,,32
1948,съходити,V-,съходіті,1,,,,,,usp-sbor,,32
1949,поклонити,V-,поклоніті,15,,,,,,usp-sbor,,32
1950,мъногашьды,Df,мъногашьдьі,25,,,,,,usp-sbor,,32
1951,страньникъ,Nb,страньнікъ,1,,,,,,usp-sbor,,32
1952,иже,Df,іже,2,,,,,,usp-sbor,,32
1953,уноша,Nb,уноша,5,,,,,,usp-sbor,,32
1954,радыи,A-,радьіі,5,,,,,,usp-sbor,,32
1955,любьзно,Df,любьзно,3,,,,,,usp-sbor,,32
1956,въпросити,V-,въпросіті,3,,,,,,usp-sbor,,32
1957,отъкуду,Du,отъкуду,4,,,,,,usp-sbor,,32
1958,съпутьникъ,Nb,съпутьнікъ,2,,,,,,usp-sbor,,32
1959,сътваряти,V-,сътварꙗті,2,,,,,,usp-sbor,,32
1960,допроводити,V-,допроводіті,1,,,,,,usp-sbor,,32
1961,егда,Dq,егда,25,,,,,,usp-sbor,,32
1962,страньныи,A-,страньньіі,4,,,,,,usp-sbor,,32
1963,възвѣстити,V-,възвѣстіті,13,,,,,,usp-sbor,,32
1964,отъходъ,Nb,отъходъ,2,,,,,,usp-sbor,,32
1965,нощь,Nb,нощь,33,,,,,,usp-sbor,,32
1966,та,C-,та,1,,,,,,usp-sbor,,32
1967,развѣ,R-,развѣ,1,,,,,,usp-sbor,,32
1968,попустити,V-,попустіті,2,,,,,,usp-sbor,,32
1969,чрѣво,Nb,чрѣво,1,,,,,,usp-sbor,,32
1970,богогласьныи,A-,богогласьньіі,1,,,,,,usp-sbor,,32
1971,опустѣти,V-,опустѣті,1,,,,,,usp-sbor,,32
1972,тьрние,Nb,тьрніе,1,,,,,,usp-sbor,,32
1973,вълчьць,Nb,вълчьць,1,,,,,,usp-sbor,,32
1974,ти,C-,ті,29,,,,,,usp-sbor,,32
1975,пристигнути,V-,прістігнуті,1,,,,,,usp-sbor,,32
1976,ярость,Nb,ꙗрость,2,,,,,,usp-sbor,,32
1977,власъ,Nb,власъ,2,,,,,,usp-sbor,,32
1978,пьхати,V-,пьхаті,2,,,,,,usp-sbor,,32
1979,корити,V-,коріті,2,,,,,,usp-sbor,,32
1980,нѣкыи,Px,нѣкьіі,9,,,,,,usp-sbor,,32
1981,зълодѣи,Nb,зълодѣі,3,,,,,,usp-sbor,,32
1982,тольми,Df,тольмі,2,,,,,,usp-sbor,,32
1983,изнемощи,V-,ізнемощі,1,,,,,,usp-sbor,,32
1984,възвести,V-,възвесті,1,,,,,,usp-sbor,,32
1985,храмъ,Nb,храмъ,10,,,,,,usp-sbor,,32
1986,отрѣшити,V-,отрѣшіті,1,,,,,,usp-sbor,,32
1987,отъбѣжати,V-,отъбѣжаті,3,,,,,,usp-sbor,,32
1988,умилосьрдити,V-,умілосьрдіті,1,,,,,,usp-sbor,,32
1989,мольба,Nb,мольба,3,,,,,,usp-sbor,,32
1990,увѣщавати,V-,увѣщаваті,6,,,,,,usp-sbor,,32
1991,литургия,Nb,літургіꙗ,6,,,,,,usp-sbor,,32
1992,проскурьныи,A-,проскурьньіі,1,,,,,,usp-sbor,,32
1993,непечение,Nb,непеченіе,1,,,,,,usp-sbor,,32
1994,отълучити,V-,отълучіті,7,,,,,,usp-sbor,,32
1995,пещи,V-,пещі,17,,,,,,usp-sbor,,32
1996,проскура,Nb,проскура,4,,,,,,usp-sbor,,32
1997,продаяти,V-,продаꙗті,3,,,,,,usp-sbor,,32
1998,аще,Df,аще,3,,,,,,usp-sbor,,32
1999,прибыти,V-,прібьіті,1,,,,,,usp-sbor,,32
2000,нищии,A-,ніщіі,5,,,,,,usp-sbor,,32
2001,измлѣти,V-,ізмлѣті,3,,,,,,usp-sbor,,32
2002,приносити,V-,пріносіті,5,,,,,,usp-sbor,,32
2003,несквьрньныи,A-,несквьрньньіі,1,,,,,,usp-sbor,,32
2004,съвьрстьныи,A-,съвьрстьньіі,2,,,,,,usp-sbor,,32
2005,ругати,V-,ругаті,3,,,,,,usp-sbor,,32
2006,укаряхути,V-,укарꙗхуті,1,,,,,,usp-sbor,,32
2007,тоже,Df,тоже,46,,,,,,usp-sbor,,32
2008,научати,V-,научаті,1,,,,,,usp-sbor,,32
2009,мълчание,Nb,мълчаніе,1,,,,,,usp-sbor,,32
2010,добро,Nb,добро,2,,,,,,usp-sbor,,32
2011,почивати,V-,почіваті,4,,,,,,usp-sbor,,32
2012,отъвратити,V-,отъвратіті,1,,,,,,usp-sbor,,32
2013,поущати,V-,поущаті,2,,,,,,usp-sbor,,32
2014,възбранити,V-,възбраніті,1,,,,,,usp-sbor,,32
2015,укоризна,Nb,укорізна,5,,,,,,usp-sbor,,32
2016,хула,Nb,хула,1,,,,,,usp-sbor,,32
2017,наносити,V-,наносіті,3,,,,,,usp-sbor,,32
2018,укаряти,V-,укарꙗті,5,,,,,,usp-sbor,,32
2019,дѣлати,V-,дѣлаті,16,,,,,,usp-sbor,,32
2020,отъвѣщавати,V-,отъвѣщаваті,3,,,,,,usp-sbor,,32
2021,поубожити,V-,поубожіті,1,,,,,,usp-sbor,,32
2022,поругати,V-,поругаті,1,,,,,,usp-sbor,,32
2023,опльвати,V-,опльваті,1,,,,,,usp-sbor,,32
2024,заушати,V-,заушаті,1,,,,,,usp-sbor,,32
2025,прѣтьрпѣти,V-,прѣтьрпѣті,1,,,,,,usp-sbor,,32
2026,кольми,Du,кольмі,3,,,,,,usp-sbor,,32
2027,прѣломити,V-,прѣломіті,1,,,,,,usp-sbor,,32
2028,ломити,V-,ломіті,1,,,,,,usp-sbor,,32
2029,оставление,Nb,оставленіе,1,,,,,,usp-sbor,,32
2030,плъть,Nb,плъть,7,,,,,,usp-sbor,,32
2031,чудити,V-,чудіті,6,,,,,,usp-sbor,,32
2032,прѣмудрость,Nb,прѣмудрость,2,,,,,,usp-sbor,,32
2033,оставати,V-,оставаті,1,,,,,,usp-sbor,,32
2034,острити,V-,остріті,3,,,,,,usp-sbor,,32
2035,възбранение,Nb,възбраненіе,1,,,,,,usp-sbor,,32
2036,учьрнити,V-,учьрніті,1,,,,,,usp-sbor,,32
2037,ожьжение,Nb,ожьженіе,1,,,,,,usp-sbor,,32
2038,пещьныи,A-,пещьньіі,1,,,,,,usp-sbor,,32
2039,съжалити,V-,съжаліті,7,,,,,,usp-sbor,,32
2040,бранити,V-,браніті,1,,,,,,usp-sbor,,32
2041,ласка,Nb,ласка,1,,,,,,usp-sbor,,32
2042,гроза,Nb,гроза,1,,,,,,usp-sbor,,32
2043,другоици,Df,другоіці,3,,,,,,usp-sbor,,32
2044,обитати,V-,обітаті,1,,,,,,usp-sbor,,32
2045,устрьмити,V-,устрьміті,6,,,,,,usp-sbor,,32
2046,прѣжереченыи,A-,прѣжереченьіі,10,,,,,,usp-sbor,,32
2047,презвитеровъ,A-,презвітеровъ,1,,,,,,usp-sbor,,32
2048,вълечи,V-,вълечі,1,,,,,,usp-sbor,,32
2049,запрѣтити,V-,запрѣтіті,2,,,,,,usp-sbor,,32
2050,покривыи,A-,покрівьіі,1,,,,,,usp-sbor,,32
2051,покорение,Nb,покореніе,8,,,,,,usp-sbor,,32
2052,тяжесть,Nb,тꙗжесть,1,,,,,,usp-sbor,,32
2053,облѣщи,V-,облѣщі,11,,,,,,usp-sbor,,32
2054,кузньць,Nb,кузньць,1,,,,,,usp-sbor,,32
2055,съчепито,Nb,съчепіто,1,,,,,,usp-sbor,,32
2056,съковати,V-,съковаті,1,,,,,,usp-sbor,,32
2057,прѣпоясати,V-,прѣпоꙗсаті,1,,,,,,usp-sbor,,32
2058,узъкыи,A-,узъкьіі,1,,,,,,usp-sbor,,32
2059,грысти,V-,грьісті,1,,,,,,usp-sbor,,32
2060,скърбьныи,A-,скърбьньіі,4,,,,,,usp-sbor,,32
2061,праздьничьныи,A-,праздьнічьньіі,1,,,,,,usp-sbor,,32
2062,служение,Nb,служеніе,1,,,,,,usp-sbor,,32
2063,възлежати,V-,възлежаті,2,,,,,,usp-sbor,,32
2064,облачати,V-,облачаті,1,,,,,,usp-sbor,,32
2065,неже,C-,неже,1,,,,,,usp-sbor,,32
2066,прилежьно,Df,прілежьно,6,,,,,,usp-sbor,,32
2067,срачица,Nb,срачіца,1,,,,,,usp-sbor,,32
2068,въгрызение,Nb,въгрьізеніе,1,,,,,,usp-sbor,,32
2069,раждещи,V-,раждещі,5,,,,,,usp-sbor,,32
2070,растьрзати,V-,растьрзаті,1,,,,,,usp-sbor,,32
2071,сорочица,Nb,сорочіца,1,,,,,,usp-sbor,,32
2072,тихость,Nb,тіхость,1,,,,,,usp-sbor,,32
2073,нѣкоторыи,Px,нѣкоторьіі,4,,,,,,usp-sbor,,32
2074,тружати,V-,тружаті,4,,,,,,usp-sbor,,32
2075,обрѣменити,V-,обрѣменіті,1,,,,,,usp-sbor,,32
2076,покоити,V-,покоіті,1,,,,,,usp-sbor,,32
2077,ярьмъ,Nb,ꙗрьмъ,1,,,,,,usp-sbor,,32
2078,богодъхновеныи,A-,богодъхновеньіі,5,,,,,,usp-sbor,,32
2079,рьвьность,Nb,рьвьность,1,,,,,,usp-sbor,,32
2080,дышание,Nb,дьішаніе,1,,,,,,usp-sbor,,32
2081,пострѣщи,V-,пострѣщі,1,,,,,,usp-sbor,,32
2082,утаити,V-,утаіті,3,,,,,,usp-sbor,,32
2083,сълучаи,Nb,сълучаі,1,,,,,,usp-sbor,,32
2084,развѣ,Df,развѣ,3,,,,,,usp-sbor,,32
2085,тѣлесьныи,A-,тѣлесьньіі,3,,,,,,usp-sbor,,32
2086,направляти,V-,направлꙗті,2,,,,,,usp-sbor,,32
2087,приключаи,Nb,пріключаі,1,,,,,,usp-sbor,,32
2088,брѣмя,Nb,брѣмꙗ,1,,,,,,usp-sbor,,32
2089,издалеча,Df,іздалеча,4,,,,,,usp-sbor,,32
2090,являти,V-,ꙗвлꙗті,3,,,,,,usp-sbor,,32
2091,становище,Nb,становіще,1,,,,,,usp-sbor,,32
2092,доити,V-,доіті,10,,,,,,usp-sbor,,32
2093,опочивати,V-,опочіваті,1,,,,,,usp-sbor,,32
2094,съблюдати,V-,съблюдаті,3,,,,,,usp-sbor,,32
2095,обиходити,V-,обіходіті,4,,,,,,usp-sbor,,32
2096,мънихъ,Nb,мъніхъ,9,,,,,,usp-sbor,,32
2097,простость,Nb,простость,2,,,,,,usp-sbor,,32
2098,риза,Nb,різа,1,,,,,,usp-sbor,,32
2099,рачити,V-,рачіті,6,,,,,,usp-sbor,,32
2100,позъвати,V-,позъваті,1,,,,,,usp-sbor,,32
2101,пещера,Nb,пещера,39,,,,,,usp-sbor,,32
2102,окрилатѣти,V-,окрілатѣті,1,,,,,,usp-sbor,,32
2103,пасти#1,V-,пасті#1,7,,,,,,usp-sbor,,32
2104,тѣсьныи,A-,тѣсьньіі,2,,,,,,usp-sbor,,32
2105,искушати,V-,іскушаті,2,,,,,,usp-sbor,,32
2106,прозорочьныи,A-,прозорочьньіі,1,,,,,,usp-sbor,,32
2107,възградити,V-,възградіті,9,,,,,,usp-sbor,,32
2108,славьныи,A-,славьньіі,10,,,,,,usp-sbor,,32
2109,събьрание,Nb,събьраніе,2,,,,,,usp-sbor,,32
2110,чьрньць,Nb,чьрньць,7,,,,,,usp-sbor,,32
2111,отъвѣщати,V-,отъвѣщаті,13,,,,,,usp-sbor,,32
2112,умиление,Nb,уміленіе,1,,,,,,usp-sbor,,32
2113,проразумьникъ,Nb,проразумьнікъ,1,,,,,,usp-sbor,,32
2114,святость,Nb,свꙗтость,1,,,,,,usp-sbor,,32
2115,укрѣпити,V-,укрѣпіті,1,,,,,,usp-sbor,,32
2116,тъщание,Nb,тъщаніе,7,,,,,,usp-sbor,,32
2117,старьць,Nb,старьць,13,,,,,,usp-sbor,,32
2118,никонъ,Ne,ніконъ,14,,,,,,usp-sbor,,32
2119,острѣщи,V-,острѣщі,3,,,,,,usp-sbor,,32
2120,искусьныи,A-,іскусьньіі,2,,,,,,usp-sbor,,32
2121,острищи,V-,остріщі,5,,,,,,usp-sbor,,32
2122,мънишьскыи,A-,мънішьскьіі,5,,,,,,usp-sbor,,32
2123,подаяти,V-,подаꙗті,2,,,,,,usp-sbor,,32
2124,бъдѣти,V-,бъдѣті,2,,,,,,usp-sbor,,32
2125,славословление,Nb,славословленіе,2,,,,,,usp-sbor,,32
2126,съньныи,A-,съньньіі,1,,,,,,usp-sbor,,32
2127,тягость,Nb,тꙗгость,1,,,,,,usp-sbor,,32
2128,въздьржание,Nb,въздьржаніе,5,,,,,,usp-sbor,,32
2129,псалъмьскыи,A-,псалъмьскьіі,2,,,,,,usp-sbor,,32
2130,съмѣряти,V-,съмѣрꙗті,3,,,,,,usp-sbor,,32
2131,подвизание,Nb,подвізаніе,3,,,,,,usp-sbor,,32
2132,дручити,V-,дручіті,1,,,,,,usp-sbor,,32
2133,дивити,V-,дівіті,2,,,,,,usp-sbor,,32
2134,толикыи,A-,толікьіі,1,,,,,,usp-sbor,,32
2135,благонравьство,Nb,благонравьство,1,,,,,,usp-sbor,,32
2136,укрѣпление,Nb,укрѣпленіе,1,,,,,,usp-sbor,,32
2137,бъдрость,Nb,бъдрость,1,,,,,,usp-sbor,,32
2138,окрьстьнии,A-,окрьстьніі,1,,,,,,usp-sbor,,32
2139,лютѣ,Df,лютѣ,2,,,,,,usp-sbor,,32
2140,пьрси,Nb,пьрсі,5,,,,,,usp-sbor,,32
2141,заповѣдати,V-,заповѣдаті,3,,,,,,usp-sbor,,32
2142,възвѣщение,Nb,възвѣщеніе,1,,,,,,usp-sbor,,32
2143,облѣнити,V-,облѣніті,1,,,,,,usp-sbor,,32
2144,мало,Df,мало,15,,,,,,usp-sbor,,32
2145,помьдлити,V-,помьдліті,2,,,,,,usp-sbor,,32
2146,дългота,Nb,дългота,1,,,,,,usp-sbor,,32
2147,льсть,Nb,льсть,2,,,,,,usp-sbor,,32
2148,вызывати,V-,вьізьіваті,1,,,,,,usp-sbor,,32
2149,бесѣда,Nb,бесѣда,4,,,,,,usp-sbor,,32
2150,обавити,V-,обавіті,1,,,,,,usp-sbor,,32
2151,шьствовати,V-,шьствоваті,2,,,,,,usp-sbor,,32
2152,увѣщати,V-,увѣщаті,2,,,,,,usp-sbor,,32
2153,утрѣи,A-,утрѣі,6,,,,,,usp-sbor,,32
2154,извести,V-,ізвесті,6,,,,,,usp-sbor,,32
2155,двьрь,Nb,двьрь,10,,,,,,usp-sbor,,32
2156,печера,Nb,печера,2,,,,,,usp-sbor,,32
2157,ослушати,V-,ослушаті,2,,,,,,usp-sbor,,32
2158,измѣнити,V-,ізмѣніті,2,,,,,,usp-sbor,,32
2159,охапити,V-,охапіті,1,,,,,,usp-sbor,,32
2160,горько,Df,горько,1,,,,,,usp-sbor,,32
2161,одъва,Df,одъва,1,,,,,,usp-sbor,,32
2162,потрѣба,Nb,потрѣба,23,,,,,,usp-sbor,,32
2163,отълучати,V-,отълучаті,3,,,,,,usp-sbor,,32
2164,сѣмо,Df,сѣмо,2,,,,,,usp-sbor,,32
2165,обращение,Nb,обращеніе,1,,,,,,usp-sbor,,32
2166,послушание,Nb,послушаніе,7,,,,,,usp-sbor,,32
2167,маловрѣменьныи,A-,маловрѣменьньіі,1,,,,,,usp-sbor,,32
2168,поучити,V-,поучіті,3,,,,,,usp-sbor,,32
2169,кънягыни,Nb,кънꙗгьіні,1,,,,,,usp-sbor,,32
2170,женьскыи,A-,женьскьіі,1,,,,,,usp-sbor,,32
2171,никола,Ne,нікола,3,,,,,,usp-sbor,,32
2172,постричи,V-,пострічі,1,,,,,,usp-sbor,,32
2173,келарь,Nb,келарь,12,,,,,,usp-sbor,,32
2174,въписати,V-,въпісаті,9,,,,,,usp-sbor,,32
2175,исправление,Nb,ісправленіе,3,,,,,,usp-sbor,,32
2176,съвьршение,Nb,съвьршеніе,1,,,,,,usp-sbor,,32
2177,благоисправляти,V-,благоісправлꙗті,1,,,,,,usp-sbor,,32
2178,словословие,Nb,словословіе,2,,,,,,usp-sbor,,32
2179,побѣдоносьць,Nb,побѣдоносьць,1,,,,,,usp-sbor,,32
2180,острижение,Nb,остріженіе,1,,,,,,usp-sbor,,32
2181,отъвьржение,Nb,отъвьрженіе,1,,,,,,usp-sbor,,32
2182,подвизати,V-,подвізаті,6,,,,,,usp-sbor,,32
2183,рьвьние,Nb,рьвьніе,3,,,,,,usp-sbor,,32
2184,разгонити,V-,разгоніті,1,,,,,,usp-sbor,,32
2185,бѣсовьскыи,A-,бѣсовьскьіі,5,,,,,,usp-sbor,,32
2186,алъкание,Nb,алъканіе,1,,,,,,usp-sbor,,32
2187,идѣ,Df,ідѣ,1,,,,,,usp-sbor,,32
2188,посрѣдѣ,R-,посрѣдѣ,4,,,,,,usp-sbor,,32
2189,часто,Df,часто,14,,,,,,usp-sbor,,32
2190,наслажати,V-,наслажаті,1,,,,,,usp-sbor,,32
2191,медоточьныи,A-,медоточьньіі,3,,,,,,usp-sbor,,32
2192,богатьство,Nb,богатьство,2,,,,,,usp-sbor,,32
2193,прикоснути,V-,прікоснуті,3,,,,,,usp-sbor,,32
2194,удобыи,A-,удобьіі,1,,,,,,usp-sbor,,32
2195,вельблудъ,Nb,вельблудъ,1,,,,,,usp-sbor,,32
2196,сквозѣ,R-,сквозѣ,3,,,,,,usp-sbor,,32
2197,иглинъ,A-,іглінъ,1,,,,,,usp-sbor,,32
2198,нежели,Df,нежелі,1,,,,,,usp-sbor,,32
2199,богатыи,A-,богатьіі,3,,,,,,usp-sbor,,32
2200,годьныи,A-,годьньіі,1,,,,,,usp-sbor,,32
2201,помыслъ,Nb,помьіслъ,2,,,,,,usp-sbor,,32
2202,рало,Nb,рало,2,,,,,,usp-sbor,,32
2203,управити,V-,управіті,4,,,,,,usp-sbor,,32
2204,жизнь,Nb,жізнь,3,,,,,,usp-sbor,,32
2205,одѣти,V-,одѣті,2,,,,,,usp-sbor,,32
2206,область,Nb,область,9,,,,,,usp-sbor,,32
2207,гнѣвати,V-,гнѣваті,2,,,,,,usp-sbor,,32
2208,бѣда,Nb,бѣда,3,,,,,,usp-sbor,,32
2209,едъва,Df,едъва,3,,,,,,usp-sbor,,32
2210,никыиже,Px,нікьііже,4,,,,,,usp-sbor,,32
2211,распудити,V-,распудіті,2,,,,,,usp-sbor,,32
2212,варламъ,Ne,варламъ,9,,,,,,usp-sbor,varlaam,96
2213,извлѣщи,V-,ізвлѣщі,1,,,,,,usp-sbor,,32
2214,мантия,Nb,мантіꙗ,2,,,,,,usp-sbor,,32
2215,дьбрь,Nb,дьбрь,1,,,,,,usp-sbor,,32
2216,шлѣмъ,Nb,шлѣмъ,1,,,,,,usp-sbor,,32
2217,заврѣщи,V-,заврѣщі,1,,,,,,usp-sbor,,32
2218,съврѣщи,V-,съврѣщі,2,,,,,,usp-sbor,,32
2219,долу,Df,долу,3,,,,,,usp-sbor,,32
2220,теплыи,A-,тепльіі,4,,,,,,usp-sbor,,32
2221,распалина,Nb,распаліна,1,,,,,,usp-sbor,,32
2222,кальныи,A-,кальньіі,1,,,,,,usp-sbor,,32
2223,скоро,Df,скоро,6,,,,,,usp-sbor,,32
2224,калъ,Nb,калъ,1,,,,,,usp-sbor,,32
2225,лукавыи,A-,лукавьіі,5,,,,,,usp-sbor,,32
2226,трапеза,Nb,трапеза,5,,,,,,usp-sbor,,32
2227,въкусити,V-,въкусіті,4,,,,,,usp-sbor,,32
2228,ничати,V-,нічаті,2,,,,,,usp-sbor,,32
2229,отъядение,Nb,отъꙗденіе,2,,,,,,usp-sbor,,32
2230,приставити,V-,пріставіті,2,,,,,,usp-sbor,,32
2231,утворити,V-,утворіті,1,,,,,,usp-sbor,,32
2232,утварь,Nb,утварь,1,,,,,,usp-sbor,,32
2233,прѣльщение,Nb,прѣльщеніе,2,,,,,,usp-sbor,,32
2234,угълъ,Nb,угълъ,3,,,,,,usp-sbor,,32
2235,одръ,Nb,одръ,4,,,,,,usp-sbor,,32
2236,неистовьство,Nb,неістовьство,1,,,,,,usp-sbor,,32
2237,таина,Nb,таіна,2,,,,,,usp-sbor,,32
2238,въкушати,V-,въкушаті,5,,,,,,usp-sbor,,32
2239,свита,Nb,світа,3,,,,,,usp-sbor,,32
2240,възъвати,V-,възъваті,2,,,,,,usp-sbor,,32
2241,жестъкыи,A-,жестъкьіі,1,,,,,,usp-sbor,,32
2242,четвьртыи,Mo,четвьртьіі,1,,,,,,usp-sbor,,32
2243,зима,Nb,зіма,3,,,,,,usp-sbor,,32
2244,вещь,Nb,вещь,2,,,,,,usp-sbor,,32
2245,рабыни,Nb,рабьіні,2,,,,,,usp-sbor,,32
2246,проважати,V-,проважаті,1,,,,,,usp-sbor,,32
2247,воинъ,Nb,воінъ,1,,,,,,usp-sbor,,32
2248,пътица,Nb,пътіца,2,,,,,,usp-sbor,,32
2249,пругло,Nb,пругло,1,,,,,,usp-sbor,,32
2250,истъргнути,V-,істъргнуті,1,,,,,,usp-sbor,,32
2251,тенето,Nb,тенето,1,,,,,,usp-sbor,,32
2252,мина,Ne,міна,1,,,,,,usp-sbor,,32
2253,съвѣщати,V-,съвѣщаті,1,,,,,,usp-sbor,,32
2254,особѣ,Df,особѣ,1,,,,,,usp-sbor,,32
2255,надъ,R-,надъ,10,,,,,,usp-sbor,,32
2256,разлучити,V-,разлучіті,3,,,,,,usp-sbor,,32
2257,варнава,Ne,варнава,1,,,,,,usp-sbor,,32
2258,проповѣдание,Nb,проповѣданіе,3,,,,,,usp-sbor,,32
2259,дѣяние,Nb,дѣꙗніе,1,,,,,,usp-sbor,,32
2260,костянтинь,A-,костꙗнтінь,5,,,,,,usp-sbor,,32
2261,островъ,Nb,островъ,7,,,,,,usp-sbor,varlaam,96
2262,срѣдѣ,R-,срѣдѣ,1,,,,,,usp-sbor,,32
2263,донынѣ,Df,доньінѣ,9,,,,,,usp-sbor,,32
2264,боляровъ,A-,болꙗровъ,1,,,,,,usp-sbor,,32
2265,тъмутороканьскыи,A-,тъмутороканьскьіі,1,,,,,,usp-sbor,,32
2266,прикладъ,Nb,прікладъ,1,,,,,,usp-sbor,,32
2267,ефрѣмъ,Ne,ефрѣмъ,2,,,,,,usp-sbor,,32
2268,каженикъ,Nb,каженікъ,1,,,,,,usp-sbor,,32
2269,послѣже,Df,послѣже,9,,,,,,usp-sbor,,32
2270,митрополитъ,Nb,мітрополітъ,1,,,,,,usp-sbor,,32
2271,переяславль,Ne,переꙗславль,1,,,,,,usp-sbor,,32
2272,прѣдъложение,Nb,прѣдъложеніе,1,,,,,,usp-sbor,,32
2273,отъселѣ,Df,отъселѣ,4,,,,,,usp-sbor,,32
2274,повелѣние,Nb,повелѣніе,10,,,,,,usp-sbor,,32
2275,съвьршати,V-,съвьршаті,6,,,,,,usp-sbor,,32
2276,нравъ,Nb,нравъ,4,,,,,,usp-sbor,,32
2277,мудрость,Nb,мудрость,1,,,,,,usp-sbor,,32
2278,обыкнути,V-,обьікнуті,1,,,,,,usp-sbor,,32
2279,мятежь,Nb,мꙗтежь,1,,,,,,usp-sbor,,32
2280,мълва,Nb,мълва,1,,,,,,usp-sbor,,32
2281,келия,Nb,келіꙗ,30,,,,,,usp-sbor,,32
