възвѣстіті,1025
протівѫ,1026
прѣіті,1027
прѣдѣлъ,1028
прѣѣхаті,1029
жіла,1030
одръ,1031
дрьзаті,1032
власвімлѣті,1033
въскѫѭ,1034
оудобь,1035
ходіті,1036
оувѣдѣті,1037
прѣходіті,1038
отътѫдоу,1039
мъітьніца,1040
сѣдѣті,1041
матътеі,1042
възлежаті,1043
врачь,1044
болѣті,1045
жрьтва,1046
правьдьнікъ,1047
іоановъ,1048
мъного,1049
брачьнъ,1050
плакаті#1,1051
женіхъ,1052
егдаже,1053
пріставлѣті,1054
пріставленіе,1055
платъ,1056
бѣліті,1057
ветъхъ,1058
коньчіна,1059
діра,1060
възліваті,1061
новъ,1062
мѣхъ,1063
просѣсті,1064
проліѣті,1065
въліваті,1066
дъшті,1067
оумрѣті,1068
възложіті,1069
ожіті,1070
кръвоточівъ,1071
десѧть,1072
заді,1073
въскріліе,1074
кънѧжь,1075
сопьць,1076
млъвіті,1077
дѣвіца,1078
рѫгаті,1079
ѧті,1080
вѣсть,1081
тѫдоу,1082
слѣпьць,1083
зъваті,1084
давъідовъ,1085
ва,1086
блюсті,1087
нѣмъ,1088
проглаголаті,1089
проходіті,1090
вьсь,1091
цѣліті,1092
ѧза,1093
мілосрьдоваті,1094
съмѧсті,1095
отъврѣшті,1096
овьца,1097
пастъірь,1098
жѧтва,1099
господінъ,1100
ізвесті#1,1101
оба,1102
нечістъ,1103
сімонъ,1104
аньдреѣ,1105
філіпъ,1106
вартоломеі,1107
ѳома,1108
альфеовъ,1109
келевеі,1110
тадеі,1111
кананѣі,1112
іюда,1113
іскаріотьскъ,1114
заповѣдаті,1115
самарѣнінъ,1116
погъібнѫті,1117
іздраілевъ,1118
прібліжіті,1119
въскрѣшаті,1120
очіштаті,1121
тоуне,1122
злато,1123
сьребро,1124
мѣдь,1125
поѣсъ,1126
мошьна,1127
сапогъ,1128
жьзлъ,1129
іспъітаті,1130
прѣбъіті,1131
міръ#1,1132
отътрѧсті,1133
прахъ,1134
отърадьнѣе,1135
содомьскъ,1136
гоморьскъ,1137
сѫдьнъ,1138
сълаті,1139
срѣда,1140
цѣлъ,1141
голѫбь,1142
съньмъ,1143
оубіті,1144
весті#1,1145
възглаголаті,1146
съмрьть,1147
родітель,1148
прѣтрьпѣті,1149
коньць,1150
гоніті,1151
бѣгаті,1152
ісконьчаті,1153
вельзѣволъ,1154
домаштьнь,1155
оубоѣті,1156
покръіті,1157
отъкръіті,1158
таінъ,1159
оухо,1160
проповѣдѣті,1161
оубіваті,1162
боѣті,1163
погоубіті,1164
саріі,1165
вѣніті,1166
іштісті,1167
мечь,1168
разлѫчіті,1169
маті,1170
невѣста,1171
свекръі,1172
крьстъ,1173
пророчь,1174
правьдьнічь,1175
напоіті,1176
чаша,1177
стоудень,1178
съврьшіті,1179
