id,lemma,pos,count
8788,ореи,Ne,1
8789,призъвание,Nb,2
8790,осии,Ne,2
8791,июдѣискыи,A-,2
8792,иезекииль,Ne,1
8793,аданаи,F-,1
8794,негодование,Nb,1
8795,малахия,Ne,2
8796,пришьствие,Nb,6
8797,истьлити,V-,1
8798,амосъ,Ne,1
8799,приближати,V-,9
8800,июдинъ,A-,1
8801,мимоити,V-,2
8802,възвѣщение,Nb,3
8803,вѣстьникъ,Nb,2
8804,иммануилъ,Ne,1
8805,михея,Ne,1
8806,вифлеомъ,Ne,2
8807,ефрантовъ,A-,1
8808,июдовъ,A-,1
8809,изобрѣсти,V-,7
8810,художьство,Nb,1
8811,у,I-,1
8812,лютѣ,I-,2
8813,супротивити,V-,3
8814,заушение,Nb,1
8815,запльвание,Nb,1
8816,истрѣбити,V-,3
8817,въскую,Du,14
8818,шатати,V-,1
8819,заколение,Nb,1
8820,ездра,Ne,1
8821,ружьникъ,Nb,1
8822,плѣнь,Nb,1
8823,асурия,Ne,1
8824,иродъ,Ne,3
8825,назарефъ,Ne,2
8826,давыдовъ,A-,25
8827,породити,V-,6
8828,умьртвие,Nb,5
8829,иродовъ,A-,1
8830,въскрѣшати,V-,1
8831,прокаженыи,A-,1
8832,хромыи,A-,6
8833,прозьрѣние,Nb,3
8834,иерданъ,Ne,2
8835,иоанъ,Ne,51
8836,голубьныи,A-,1
8837,благоизволити,V-,1
8838,игемонъ,Nb,1
8839,краниевъ,A-,1
8840,запона,Nb,2
8841,раздьрати,V-,6
8842,запечатьлѣти,V-,3
8843,елеоньскыи,A-,1
8844,обѣтование,Nb,2
8845,пятьдесятьныи,Mo,2
8846,отъмьстие,Nb,3
8847,побѣждение,Nb,1
8848,вьрху,R-,4
8849,проображение,Nb,1
8850,гедеонъ,Ne,5
8851,мадиамьянинъ,Nb,1
8852,руно,Nb,3
8853,гумьно,Nb,6
8854,роса,Nb,5
8855,иностраньныи,A-,1
8856,неусыпаяи,A-,1
8857,сиции,A-,17
8858,шуии,A-,4
8859,хытро,Df,1
8860,дѣяти#2,V-,5
8861,ступити,V-,6
8862,сквьрньныи,A-,4
8863,кланяние,Nb,2
8864,ропата,Nb,2
8865,съповѣдати,V-,31
8866,причинити,V-,1
8867,въжещи,V-,9
8868,ликъ,Nb,4
8869,прѣстояние,Nb,1
8870,изумѣние,Nb,2
8871,онамо,Df,5
8872,доумѣти,V-,2
8873,онъдѣ,Df,4
8874,укусити,V-,2
8875,корсунянинъ,Nb,5
8876,стрѣлище,Nb,2
8877,объстояти,V-,1
8878,подъкопати,V-,1
8879,присыпати,V-,1
8880,анастасъ,Ne,5
8881,прѣкы,R-,1
8882,прѣяти,V-,4
8883,жажа,Nb,4
8884,единовѣрьникъ,Nb,1
8885,прозвитеръ,Nb,20
8886,ужика,Nb,5
8887,корсуньскыи,A-,5
8888,цѣсарициныи,A-,3
8889,огласити,V-,2
8890,прозьрѣти,V-,7
8891,брачение,Nb,1
8892,собьство,Nb,2
8893,собьствьныи,A-,2
8894,раздѣльно,Df,1
8895,неразмѣсьно,Df,1
8896,неродие,Nb,1
8897,сущьныи,V-,1
8898,рожение,Nb,15
8899,разньствовати,V-,1
8900,подобьносъвьршеньныи,A-,1
8901,сыновьство,Nb,1
8902,своиствие,Nb,1
8903,съдушьныи,A-,1
8904,неизреченьнѣ,Df,1
8905,нетьлѣньныи,A-,2
8906,измѣнение,Nb,2
8907,рабии,A-,1
8908,възалъкати,V-,1
8909,въжадати,V-,1
8910,трудити,V-,11
8911,естьствьныи,A-,3
8912,истьлѣние,Nb,4
8913,никии,Ne,2
8914,арии,Ne,2
8915,костянтинъградъ,Ne,4
8916,македонии,Ne,1
8917,духоборьць,Nb,1
8918,единосущьныи,A-,4
8919,ефесъ,Ne,1
8920,нестории,Ne,1
8921,халкидонъ,Ne,2
8922,евтухъ,Ne,1
8923,диоскоръ,Ne,1
8924,изгласити,V-,1
8925,ерегеновъ,A-,1
8926,евагрии,Ne,1
8927,куръ,Ne,1
8928,никия,Ne,2
8929,прѣимати,V-,1
8930,латыне,Nb,1
8931,прость,Df,1
8932,евангелистъ,Nb,4
8933,искони,Df,6
8934,лобызати,V-,1
8935,александрия,Ne,2
8936,дамасъ,Ne,1
8937,антиохия,Ne,2
8938,курилъ,Ne,7
8939,иерусалимьскыи,A-,6
8940,богословьць,Nb,2
8941,келестинъ,Ne,1
8942,увеналии,Ne,2
8943,леонтии,Ne,2
8944,анатолии,Ne,1
8945,вилигии,Ne,1
8946,евтухии,Ne,1
8947,аполинарии,Ne,1
8948,домнинъ,Ne,1
8949,агафонъ,Ne,2
8950,андрианъ,Ne,2
8951,тарасии,Ne,2
8952,политианъ,Ne,1
8953,въсхватити,V-,1
8954,италия,Ne,1
8955,оженити,V-,13
8956,климентъ,Ne,13
8957,фивъ,Ne,1
8958,съсыпати,V-,1
8959,присъпа,Nb,1
8960,невѣдѣти,V-,4
8961,вѣно,Nb,2
8962,кърсунь,Ne,1
8963,испроврѣщи,V-,6
8964,влѣщи,V-,4
8965,ручаи,Ne,2
8966,тети,V-,1
8967,възмьздие,Nb,4
8968,привлѣщи,V-,2
8969,отрѣвати,V-,3
8970,изврѣщи,V-,4
8971,прослути,V-,3
8972,перунь,A-,1
8973,рѣнь,Nb,1
8974,невѣгласъ,Nb,5
8975,несъвратьныи,A-,1
8976,супротивьныи,A-,4
8977,дьржава,Nb,5
8978,рубити,V-,5
8979,чадь,Nb,16
8980,въздание,Nb,5
8981,благовѣстити,V-,3
8982,въскропити,V-,1
8983,отъимати,V-,11
8984,ущедрити,V-,3
8985,приведение,Nb,1
8986,ловитва,Nb,2
8987,шумъ,Nb,3
8988,станиславъ,Ne,3
8989,позвиздъ,Ne,1
8990,судиславъ,Ne,4
8991,тъмуторокань,Ne,22
8992,въстрь,Ne,1
8993,трубешь,Ne,2
8994,стугна,Ne,6
8995,нарубати,V-,1
8996,бѣлъгородъ,Ne,9
8997,нарубити,V-,1
8998,хърватьскыи,A-,1
8999,сула,Nb,1
9000,выпустити,V-,3
9001,биричь,Nb,5
9002,печенѣжинъ,Nb,3
9003,никъдѣже,Df,5
9004,дѣтьство,Nb,6
9005,усние,Nb,2
9006,прѣтъргнути,V-,2
9007,черевии,A-,1
9008,быкъ,Nb,8
9009,раздраждити,V-,1
9010,бороти,V-,4
9011,доспѣти,V-,11
9012,прѣвеликыи,A-,4
9013,выступити,V-,11
9014,посѣтити,V-,7
9015,посудити,V-,1
9016,десятина,Nb,8
9017,сътьрпѣти,V-,7
9018,подъбѣгнути,V-,2
9019,василиевъ,Ne,2
9020,прѣображение,Nb,8
9021,провара,Nb,1
9022,сътваряти,V-,5
9023,съкрывати,V-,4
9024,съкровище,Nb,15
9025,тьлити,V-,2
9026,подъкоповати,V-,1
9027,скотьница,Nb,1
9028,долѣзти,V-,1
9029,въскладати,V-,3
9030,разьноличьныи,A-,1
9031,бъчелъка,Nb,1
9032,гридьница,Nb,4
9033,гридь#1,Nb,3
9034,десятьскыи,A-,1
9035,подъпити,V-,1
9036,исковати,V-,5
9037,дѣдъ,Nb,22
9038,болеславъ,Ne,18
9039,лядьскыи,A-,9
9040,аньдрихъ,Ne,1
9041,чешьскыи,A-,2
9042,милование,Nb,1
9043,испытъ,Nb,1
9044,дѣдьнь,A-,12
9045,вьрховьнии,A-,3
9046,перестань,Nb,2
9047,помочи,V-,2
9048,удължити,V-,1
9049,остоя,Nb,1
9050,вѣче,Nb,41
9051,померети,V-,2
9052,помочь,Nb,44
9053,живити,V-,1
9054,умьртвити,V-,5
9055,передаяти,V-,2
9056,аче,Df,1
9057,гърсть,Nb,1
9058,сънискати,V-,3
9059,цѣжь,Nb,4
9060,въставити,V-,5
9061,налияти,V-,4
9062,лукъно,Nb,4
9063,медуша,Nb,1
9064,росытити,V-,1
9065,вълияти,V-,3
9066,горожанинъ,Nb,9
9067,розглядати,V-,2
9068,прѣстояти,V-,3
9069,почрѣти,V-,3
9070,лияти,V-,2
9071,латъка,Nb,1
9072,малъфридь,Ne,1
9073,брячиславль,A-,3
9074,вьсеславъ,Ne,43
9075,изъяславль,A-,24
9076,трѣбити,V-,1
9077,мостити,V-,2
9078,болесть,Nb,7
9079,потаити,V-,5
9080,проимати,V-,2
9081,помостъ,Nb,2
9082,уже,Nb,4
9083,кърмитель,Nb,5
9084,кърьста,Nb,3
9085,мороморяныи,A-,2
9086,подобьно,Df,3
9087,вѣщавати,V-,1
9088,изобильствовати,V-,1
9089,прародитель,Nb,2
9090,потъщание,Nb,3
9091,прѣставление,Nb,19
9092,раискыи,A-,3
9093,ликъствование,Nb,1
9094,псалъмъ,Nb,13
9095,убиение,Nb,8
9096,борисовъ,A-,5
9097,льто,Ne,11
9098,възняти,V-,1
9099,каиновъ,A-,2
9100,отаи,Df,12
9101,путьша,Ne,6
9102,вышегородьскыи,A-,4
9103,болярьць,Nb,1
9104,вышегородьць,Nb,4
9105,ближе,Df,2
9106,уньзнути,V-,1
9107,оправьдити,V-,4
9108,ексапсалмъ,Nb,1
9109,уньць,Nb,2
9110,тучьныи,A-,3
9111,пригвоздити,V-,5
9112,насунути,V-,3
9113,пробости,V-,9
9114,повелику,Df,4
9115,усѣкнути,V-,1
9116,приконьчати,V-,1
9117,извлѣщи,V-,4
9118,проньзти,V-,3
9119,причетати,V-,2
9120,мученичьскыи,A-,3
9121,въдваряти,V-,7
9122,лоно,Nb,3
9123,акы,Dq,14
9124,тальць,Ne,2
9125,еловичь,Ne,2
9126,ляшько,Ne,2
9127,заступати,V-,2
9128,стыдѣти,V-,1
9129,съдравити,V-,3
9130,потъкнути,V-,9
9131,наломити,V-,2
9132,зьрѣемо,Nb,3
9133,смядина,Ne,5
9134,насадъ,Nb,5
9135,передъслава,Ne,4
9136,гълѣбовъ,A-,14
9137,уныти,V-,7
9138,горясѣръ,Ne,2
9139,търчинъ,Ne,3
9140,агня,Nb,2
9141,братолюбие,Nb,3
9142,колода,Nb,4
9143,исцѣлебьныи,A-,1
9144,разрѣшение,Nb,1
9145,отъвьрзение,Nb,3
9146,утѣха,Nb,6
9147,напастьныи,A-,1
9148,страстотьрпьць,Nb,13
9149,единомысльныи,A-,1
9150,служитель,Nb,5
9151,единообразьныи,A-,1
9152,единодѹшьныи,A-,1
9153,богомудрыи,A-,1
9154,точити,V-,5
9155,живоносьныи,A-,1
9156,свѣтозарьныи,A-,1
9157,свѣтило,Nb,12
9158,озаряти,V-,2
9159,неуклоньныи,A-,1
9160,недрѣманьныи,A-,1
9161,съвьршение,Nb,4
9162,златозарьныи,A-,1
9163,неувядающии,A-,1
9164,свѣтьлость,Nb,2
9165,облистати,V-,1
9166,обиходити,V-,10
9167,прѣдобрыи,A-,8
9168,разжигати,V-,1
9169,доблии,A-,6
9170,страстьникъ,Nb,1
9171,просвѣщати,V-,8
9172,възвысити,V-,4
9173,свѣтоносьныи,A-,2
9174,наслѣдовати,V-,2
9175,кръвьныи,A-,1
9176,багъряница,Nb,3
9177,усобьныи,A-,2
9178,пронырьство,Nb,4
9179,высокоумие,Nb,4
9180,правьдивыи,A-,5
9181,отъдаяти,V-,3
9182,уныи,A-,12
9183,исполинъ,Nb,1
9184,кързно,Nb,2
9185,поромонъ,A-,1
9186,рокомъ,Ne,1
9187,избытъкъ,Nb,9
9188,отъмьстьникъ,Nb,2
9189,хромьць,Nb,2
9190,заморозъ,Nb,2
9191,высѣсти,V-,5
9192,обломити,V-,1
9193,волынь,Ne,2
9194,обаполъ,R-,1
9195,буды,Ne,1
9196,трѣска,Nb,1
9197,въбрести,V-,6
9198,покърмъ,Nb,2
9199,настасъ,Ne,1
9200,десятиньныи,A-,6
9201,въвѣрити,V-,2
9202,чьрвеньскыи,A-,2
9203,стенание,Nb,4
9204,льтьскыи,A-,3
9205,якыи,A-,1
9206,съступати,V-,5
9207,удолие,Nb,1
9208,носило,Nb,3
9209,берестие,Ne,11
9210,въсылати,V-,9
9211,слѣдъ,Nb,26
9212,въсхопити,V-,2
9213,осе,I-,3
9214,пагубьныи,A-,5
9215,немилостивьно,Df,1
9216,вѣчьно,Df,1
9217,ламехъ,Ne,5
9218,мьщение,Nb,4
9219,еноховъ,A-,1
9220,прѣлюбодѣяние,Nb,2
9221,гедеоновъ,A-,1
9222,утрѣти,V-,3
9223,потъ,Nb,3
9224,брячиславъ,Ne,9
9225,судомирь,Ne,1
9226,берестии,Ne,2
9227,касожьскыи,A-,2
9228,редедя,Ne,6
9229,надълзѣ,Df,2
9230,выньзти,V-,3
9231,бѣсование,Nb,2
9232,гобино,Nb,4
9233,луда,Nb,3
9234,истъкати,V-,1
9235,листвьнъ,Ne,1
9236,посвѣтити,V-,1
9237,братолюбьство,Nb,1
9238,белзъ,Ne,1
9239,юриевъ,Ne,4
9240,повоевати,V-,13
9241,ръсь,Ne,6
9242,ръсь,Nb,1
9243,евстафии,Ne,3
9244,досячи,V-,1
9245,щадѣти,V-,8
9246,самовластьць,Nb,1
9247,жидята,Ne,1
9248,отъстояти,V-,6
9249,митрополия,Nb,3
9250,сѣтомль,Ne,2
9251,пробѣгнути,V-,4
9252,порубъ,Nb,11
9253,благовѣщение,Nb,24
9254,плодити,V-,1
9255,раширяти,V-,1
9256,чьрноризьць,Nb,39
9257,излиха,Df,3
9258,прѣкладати,V-,2
9259,съписати,V-,13
9260,пожинати,V-,2
9261,бескудьныи,A-,1
9262,възорати,V-,2
9263,симонъ,Ne,7
9264,пророчьскыи,A-,2
9265,въсприимати,V-,2
9266,сѣтовати,V-,19
9267,феопентъ,Ne,1
9268,съдирати,V-,1
9269,хъзъ,Nb,1
9270,вышата,Ne,4
9271,яневъ,A-,6
9272,творимиричь,Ne,2
9273,мономахъ,Ne,4
9274,олядия,Nb,1
9275,олядь,Nb,1
9276,слѣпити,V-,19
9277,казимиръ,Ne,3
9278,выгрести,V-,1
9279,вьсеславль,A-,4
9280,язвьно,Nb,2
9281,навязати,V-,1
9282,кръволитие,Nb,3
9283,моиславъ,Ne,2
9284,печерьскыи,A-,38
9285,набъдѣти,V-,4
9286,постъникъ,Nb,2
9287,печеръка,Nb,3
9288,двусаженыи,A-,1
9289,отъпѣвати,V-,1
9290,чьрньчьскыи,A-,17
9291,печера,Nb,37
9292,уединити,V-,1
9293,цьркъвьца,Nb,2
9294,пещера,Nb,44
9295,мѣстьце,Nb,1
9296,стълпие,Nb,1
9297,игуменьство,Nb,31
9298,дьмитрии,Ne,79
9299,какыи,Pr,1
9300,акъже,Df,1
9301,студиискыи,A-,4
9302,манастырьскыи,A-,22
9303,сѣдание,Nb,1
9304,уставление,Nb,1
9305,феодосиевъ,A-,13
9306,ненавидьно,Df,1
9307,которати,V-,1
9308,съгонити,V-,5
9309,съпрятати,V-,6
9310,рака,Nb,14
9311,болушь,Ne,1
9312,отънуду,Dq,3
9313,голядь,Nb,1
9314,высадити,V-,4
9315,заводити,V-,4
9316,сокалъ,Ne,1
9317,заходъ,Nb,2
9318,проявляти,V-,11
9319,нашьствие,Nb,3
9320,пролитие,Nb,8
9321,выволочи,V-,1
9322,рыболовъ,Nb,1
9323,неводъ,Nb,1
9324,позоровати,V-,2
9325,сънѣдати,V-,1
9326,антиохъ,Ne,1
9327,двизати,V-,3
9328,антиоховъ,A-,1
9329,неронъ,Ne,1
9330,копииныи,A-,1
9331,лучь,Nb,2
9332,блистаница,Nb,1
9333,блистати,V-,2
9334,маврикии,Ne,1
9335,рыбии,A-,1
9336,прирости,V-,1
9337,шестоногыи,A-,1
9338,африкия,Ne,1
9339,иконоборьць,Nb,1
9340,леоновъ,A-,2
9341,възлияти,V-,2
9342,сурия,Ne,1
9343,попьрище,Nb,4
9344,мъска,Nb,1
9345,наитие,Nb,1
9346,срацининъ,Nb,2
9347,палестиньскыи,A-,1
9348,проявление,Nb,4
9349,котопанъ,Nb,4
9350,дотиснути,V-,1
9351,пальць,Nb,1
9352,растворение,Nb,2
9353,ярославичь,Ne,17
9354,мѣньскъ,Ne,9
9355,мѣняне,Nb,1
9356,немига,Ne,6
9357,ръша,Ne,2
9358,подъити,V-,1
9359,съблажнение,Nb,2
9360,сваръ,Nb,1
9361,наведение,Nb,1
9362,гусеница,Nb,2
9363,каляти,V-,1
9364,мѣти,V-,1
9365,одъждити,V-,9
9366,исъхнути,V-,5
9367,знои,Nb,6
9368,смокъвие,Nb,1
9369,дубрава,Nb,5
9370,истьрти,V-,3
9371,доколѣ,Df,1
9372,насытити,V-,18
9373,съблазнити,V-,2
9374,съвѣдѣтель,Nb,5
9375,наимьникъ,Nb,1
9376,насильствовати,V-,1
9377,съдьрзати,V-,1
9378,обиловати,V-,1
9379,отяжати,V-,1
9380,затворяти,V-,3
9381,отъвьрзати,V-,5
9382,узнабляти,V-,1
9383,раныи,A-,14
9384,точило,Nb,1
9385,масльныи,A-,3
9386,хрустъ,Nb,1
9387,въстягнути,V-,5
9388,поганьскы,Df,3
9389,усърѣсти,V-,21
9390,единьць,Nb,1
9391,кобь,Nb,1
9392,закыхание,Nb,1
9393,прѣвабляти,V-,1
9394,скоморохъ,Nb,1
9395,русалия,Nb,1
9396,утолочити,V-,1
9397,упихати,V-,1
9398,позоръ,Nb,1
9399,търговище,Nb,11
9400,росути,V-,1
9401,коснячько,Ne,2
9402,коснячьковъ,A-,1
9403,долѣ,Df,1
9404,окъньце,Nb,7
9405,тукы,Ne,2
9406,чудинь,A-,2
9407,атъ,Df,10
9408,разграбити,V-,10
9409,нѣколико,Df,23
9410,сновьскъ,Ne,1
9411,камо,Df,1
9412,сновь,Ne,1
9413,ноябрь,Nb,22
9414,крьстьныи,A-,31
9415,съграждати,V-,1
9416,распущати,V-,1
9417,вьсеволожь,A-,30
9418,растовьци,Ne,1
9419,ятинъ,Ne,1
9420,голотичьскъ,Ne,1
9421,подтъкнути,V-,1
9422,скудити,V-,1
9423,мьчьта,Nb,4
9424,прорѣзати,V-,1
9425,приключити,V-,7
9426,янь,Ne,25
9427,вышатинъ,A-,1
9428,бѣлозерьць,Nb,6
9429,шекъсна,Ne,2
9430,осоромити,V-,1
9431,топорьць,Nb,1
9432,оборотити,V-,2
9433,тылие,Nb,1
9434,попинъ,Nb,3
9435,мовьница,Nb,1
9436,въспотити,V-,1
9437,отрѣти,V-,2
9438,вѣхъть,Nb,1
9439,врѣщи,V-,10
9440,распьрѣти,V-,1
9441,величание,Nb,2
9442,низъврѣщи,V-,1
9443,потъргати,V-,2
9444,тъпати,V-,1
9445,проскѣпъ,Nb,1
9446,упругъ,Nb,1
9447,повозьникъ,Nb,2
9448,родинъ,Nb,1
9449,угрысти,V-,1
9450,наущение,Nb,2
9451,омрачение,Nb,4
9452,оцѣпѣти,V-,1
9453,шинути,V-,3
9454,крилатыи,A-,3
9455,вълшьвение,Nb,4
9456,отрава,Nb,2
9457,вълшьство,Nb,1
9458,аньнии,Ne,1
9459,мамврии,Ne,1
9460,кунопъ,Ne,1
9461,переити,V-,19
9462,скутъ,Nb,1
9463,проповѣдѣти,V-,3
9464,пронести,V-,1
9465,федосии,Ne,3
9466,софронии,Ne,3
9467,герьманъ,Ne,3
9468,свѣтьло,Df,4
9469,ужасть,Nb,10
9470,нетвьрдыи,A-,1
9471,народъ,Ne,1
9472,обѣдати,V-,5
9473,скупѣ,Df,1
9474,чудинъ,Ne,1
9475,котора,Nb,6
9476,братръ,Nb,4
9477,выгънание,Nb,1
9478,сватити,V-,1
9479,възострити,V-,1
9480,сифовъ,A-,2
9481,основати,V-,3
9482,вечеръ,Df,2
9483,насѣяние,Nb,1
9484,насѣвати,V-,1
9485,похотѣние,Nb,2
9486,въгажати,V-,1
9487,врѣжати,V-,2
9488,безмѣрьныи,A-,1
9489,възрастати,V-,3
9490,уныние,Nb,5
9491,четыредесятьныи,Mo,1
9492,ниневгитяне,Nb,2
9493,породьныи,A-,1
9494,еуфимии,Ne,5
9495,порьвьновати,V-,4
9496,коврижька,Nb,1
9497,федоровъ,A-,3
9498,коньчавати,V-,3
9499,страстьныи,A-,3
9500,било,Nb,8
9501,льтьць,Ne,1
9502,деместьникъ,Nb,1
9503,сьсь,Pd,3
9504,измѣняти,V-,1
9505,съблюдение,Nb,4
9506,еда,G-,13
9507,оскудѣвати,V-,2
9508,пасха,Nb,4
9509,прѣдьржати,V-,4
9510,постьникъ,Nb,2
9511,колѣньныи,A-,1
9512,любъвьникъ,Nb,3
9513,съдьржьць,Nb,1
9514,демиянъ,Ne,10
9515,въздьржьникъ,Nb,1
9516,ти,C-,40
9517,съмьжарити,V-,1
9518,прѣдибудущии,A-,1
9519,старьчии,A-,3
9520,прозорьливыи,A-,1
9521,позьрѣти,V-,4
9522,приполъ,Nb,1
9523,цвѣтъкъ,Nb,3
9524,лѣпъкъ,Nb,2
9525,прильнути,V-,2
9526,отъпѣтие,Nb,1
9527,подали,R-,2
9528,тълпа,Nb,1
9529,тольбековичь,Ne,1
9530,давѣ,Df,1
9531,игумении,A-,1
9532,провидѣти,V-,3
9533,исакии,Ne,15
9534,торопьчанинъ,A-,1
9535,чьрнь,Ne,1
9536,власяница,Nb,7
9537,одьрати,V-,6
9538,осъхнути,V-,1
9539,кельица,Nb,2
9540,лакътъ,Nb,1
9541,проскура,Nb,5
9542,лѣгати,V-,1
9543,полунощие,Nb,2
9544,сѣдало,Nb,1
9545,памятити,V-,1
9546,съплясати,V-,1
9547,утомити,V-,1
9548,отъкопати,V-,1
9549,заградити,V-,2
9550,болъдиныи,A-,2
9551,привлѣчати,V-,1
9552,тряпезьница,Nb,4
9553,ноли,G-,1
9554,въкладати,V-,1
9555,оглядати,V-,1
9556,свита,Nb,5
9557,вотоляныи,A-,1
9558,неподвижимыи,A-,4
9559,приспѣяти,V-,1
9560,стаяти,V-,1
9561,прабошьнь,Nb,1
9562,протъпътати,V-,2
9563,примьрзнути,V-,1
9564,поварьница,Nb,1
9565,приготовати,V-,6
9566,оно,Df,2
9567,нагота,Nb,1
9568,разгорѣти,V-,2
9569,палати,V-,1
9570,утьлизна,Nb,1
9571,самовидьць,Nb,7
9572,чьтоже,Px,7
9573,страшение,Nb,1
9574,нонѣ,Df,14
9575,мотыка,Nb,1
9576,лыскарь,Nb,1
9577,загрести,V-,2
9578,другоици,Df,8
9579,страшати,V-,1
9580,медвѣжии,A-,6
9581,звѣрьныи,A-,2
9582,ациже,Dq,1
9583,крѣпьлѣ,Df,1
9584,обьще,Df,1
9585,къметъ,Nb,2
9586,асуриискыи,A-,1
9587,рѣзание,Nb,1
9588,жьлы,Nb,1
9589,бѣгнути,V-,2
9590,заволочие,Ne,4
9591,страньнолюбивыи,A-,1
9592,съжица,Ne,2
9593,жирославичь,Ne,3
9594,порѣяти,V-,1
9595,съключити,V-,5
9596,чьрниговьць,Nb,15
9597,стрьжень,Ne,1
9598,въбѣгнути,V-,11
9599,дънѣшьнии,A-,1
9600,уранити,V-,3
9601,нѣжатинъ,A-,1
9602,вячеславль,A-,6
9603,продължити,V-,5
9604,сѣчьць,Nb,1
9605,ельмаже,G-,8
9606,пособивыи,A-,1
9607,изметати,V-,2
9608,переимати,V-,5
9609,воинъ,Ne,2
9610,авъгустъ,Nb,36
9611,поточити,V-,8
9612,ратиборъ,Ne,12
9613,игоревичь,Ne,13
9614,володарь,Ne,23
9615,ростиславичь,Ne,48
9616,половьчьскыи,A-,52
9617,ольшие,Ne,2
9618,дорогобужь,Ne,8
9619,лучьскъ,Ne,21
9620,лучане,Nb,4
9621,пересѣдѣти,V-,1
9622,звьнигородъ,Ne,3
9623,нерадьць,Ne,2
9624,уловити,V-,5
9625,триклятыи,A-,3
9626,радъко,Ne,2
9627,вънъкына,Ne,1
9628,отътуду,Df,24
9629,братолюбивыи,A-,1
9630,лазьскыи,A-,1
9631,бѣлъгородьскыи,A-,1
9632,чьрниговьскыи,A-,28
9633,дьржавьныи,A-,2
9634,рѣчистыи,A-,1
9635,сякыи,A-,3
9636,скопьчина,Nb,1
9637,пристроя,Nb,1
9638,скопьць,Nb,6
9639,зьдание,Nb,5
9640,городьныи,A-,5
9641,баньныи,A-,1
9642,рушити,V-,2
9643,разглядати,V-,1
9644,кудѣ,Du,1
9645,рогалия,Nb,2
9646,докопати,V-,1
9647,рамянѣ,Df,1
9648,прокопати,V-,6
9649,прѣнести,V-,4
9650,зарьныи,A-,1
9651,заря,Nb,7
9652,власъ,Nb,6
9653,главьныи,A-,1
9654,притяскнути,V-,1
9655,варимантия,Nb,1
9656,володимѣрьскыи,A-,17
9657,тьмиянъ,Nb,3
9658,подружие,Nb,3
9659,положение,Nb,3
9660,кротость,Nb,15
9661,ошьствие,Nb,8
9662,плищь,Nb,3
9663,принесение,Nb,1
9664,прѣвъзвышати,V-,1
9665,плътьскыи,A-,8
9666,высокомысльныи,A-,1
9667,възвышати,V-,1
9668,веселовати,V-,1
9669,послѣдовати,V-,6
9670,подобити,V-,3
9671,послѣдьствовати,V-,2
9672,унии,A-,3
9673,молитвьныи,A-,5
9674,миродьржьць,Nb,2
9675,супротивьникъ,Nb,2
9676,побѣдьникъ,Nb,2
9677,супротивьно,Df,2
9678,непобѣдимыи,A-,2
9679,неприязнинъ,A-,3
9680,заметати,V-,2
9681,тенето,Nb,2
9682,кличанинъ,Nb,1
9683,стукнути,V-,2
9684,тутьнъ,Nb,2
9685,уязвляти,V-,2
9686,дрьютьскъ,Ne,6
9687,изгарати,V-,1
9688,пѣсоченъ,Ne,1
9689,переволока,Ne,1
9690,василько,Ne,53
9691,ростиславль,A-,7
9692,мясопуща,Nb,2
9693,издѣтьска,Df,2
9694,трѣбование,Nb,3
9695,послѣже,R-,3
9696,приспѣвати,V-,1
9697,негодовати,V-,7
9698,доходити,V-,6
9699,тихо,Df,4
9700,размышляти,V-,3
9701,антипасха,Nb,1
9702,търчьскыи,A-,2
9703,трьполь,Ne,7
9704,поступити,V-,8
9705,пристояти,V-,3
9706,наводьнити,V-,2
9707,валъ,Nb,7
9708,стягъ,Nb,28
9709,налечи,V-,3
9710,възломити,V-,1
9711,противление,Nb,1
9712,утапати,V-,1
9713,съдолѣти,V-,1
9714,търчьскыи,Ne,4
9715,пожалити,V-,3
9716,уность,Nb,13
9717,осѣдѣти,V-,1
9718,налѣгати,V-,2
9719,въкрасти,V-,1
9720,воропъ,Nb,4
9721,желяня,Ne,2
9722,язвити,V-,6
9723,заутреи,Df,1
9724,умъножение,Nb,2
9725,негли,Df,4
9726,сѣтование,Nb,4
9727,опустѣти,V-,4
9728,ругание,Nb,1
9729,идѣ,Df,2
9730,измаилевъ,A-,4
9731,пожигати,V-,2
9732,чудити,V-,11
9733,умаряти,V-,1
9734,мъноговещьныи,A-,2
9735,пята,Nb,2
9736,ураняти,V-,1
9737,пристраныи,A-,2
9738,колѣбание,Nb,2
9739,упространити,V-,2
9740,велъгласьно,Df,1
9741,поработати,V-,3
9742,порости,V-,1
9743,адамль,A-,1
9744,нетьлѣние,Nb,1
9745,нанести,V-,1
9746,льгота,Nb,4
9747,умиление,Nb,6
9748,сьрдоболя,Nb,2
9749,оцѣпляти,V-,1
9750,алъчь,Nb,1
9751,опустьнѣти,V-,1
9752,почьрнѣти,V-,2
9753,незнаемыи,A-,11
9754,испалити,V-,1
9755,тьрние,Nb,3
9756,съвъпрашати,V-,1
9757,възводити,V-,2
9758,мьстиславль,A-,17
9759,девгеневичь,Ne,2
9760,итларь,Ne,8
9761,кытанъ,Ne,5
9762,славята,Ne,2
9763,итларевъ,A-,3
9764,нѣколикыи,Px,13
9765,выкрасти,V-,1
9766,суботьныи,A-,4
9767,истопити,V-,5
9768,бяндюкъ,Ne,2
9769,обути,V-,3
9770,ольбегъ,Ne,1
9771,ратиборичь,Ne,1
9772,сыропустьныи,A-,4
9773,вельблудъ,Nb,5
9774,итларевичь,Ne,1
9775,ворогъ,Nb,12
