id,lemma,pos,count
6696,ключаѥмъ,A-,1
6697,станиѥ,Nb,1
6698,стелꙗ,Nb,1
6699,брѣжьнъ,A-,1
6700,сѣдати,V-,2
6701,въздрастити,V-,2
6702,показаниѥ,Nb,4
6703,стропъ,Nb,1
6704,отъстропити,V-,1
6705,сесь,I-,1
6706,изобати,V-,1
6707,расъмащрꙗти,V-,2
6708,въкоренити,V-,4
6709,распалина,Nb,1
6710,вѣдь,Nb,4
6711,соухота,Nb,2
6712,лаврьскъ,A-,1
6713,дѫбиѥ,Nb,2
6714,подъгориѥ,Nb,1
6715,поточьнъ,A-,1
6716,оригенъ,Ne,1
6717,момсоуѥстиискъ,A-,1
6718,съписати#2,V-,1
6719,оумрьтвиѥ,Nb,2
6720,спѣшьнъ,A-,2
6721,сътьнъ,Mo,1
6722,пооустьнъ,A-,1
6723,чьтениѥ,Nb,1
6724,иновѣрьникъ,Nb,2
6725,зълодѣинъ,A-,1
6726,иновѣрьнъ,A-,1
6727,дѣѥши,Du,19
6728,извѣтъ,Nb,5
6729,лазаровъ,A-,4
6730,невѣсть,Nb,10
6731,сѫпротивиѥ,Nb,1
6732,пространо,Df,3
6733,каинъ,Ne,6
6734,крати,Nb,1
6735,амосъ,Ne,1
6736,о,I-,1
6737,не вѣдѣти,V-,2
6738,опасьно,Df,3
6739,опꙑтати,V-,2
6740,казити,V-,1
6741,прорицати,V-,6
6742,абвгдежѕꙁии̑клмнѡ,I-,1
6743,невѣдѣниѥ,Nb,2
6744,опасениѥ,Nb,3
6745,или,Du,4
6746,въставлѥниѥ,Nb,1
6747,тавиѳа,Ne,2
6748,недѫживъ,A-,1
6749,цѣльба,Nb,16
6750,подрагъ,Nb,4
6751,годити,V-,1
6752,сѫпротивь,Df,4
6753,съплескати,V-,4
6754,съплесканиѥ,Nb,1
6755,ацѣ,Df,2
6756,вълазъ,Nb,3
6757,пламѣнъ,A-,2
6758,благодарити,V-,9
6759,издати,V-,2
6760,въглашениѥ,Nb,1
6761,опасъ,Nb,1
6762,господьство,Nb,2
6763,жоупиште,Nb,3
6764,ѡле,I-,4
6765,разврѣщи,V-,3
6766,нарокъ,Nb,2
6767,распоустити,V-,1
6768,нꙑнѣчоу,Df,7
6769,веле,I-,13
6770,погрибати,V-,2
6771,чѧдолюбъ,A-,2
6772,съсъ,Nb,5
6773,привлачити,V-,1
6774,съсѣсти,V-,1
6775,осꙑрѣти,V-,1
6776,забꙑтиѥ,Nb,1
6777,евангелиискъ,A-,5
6778,печалити,V-,1
6779,сѣ,I-,2
6780,потрѣбованиѥ,Nb,1
6781,въславити,V-,2
6782,правитель,Nb,1
6783,сѫпьрьникъ,Nb,2
6784,въчѧло,Nb,1
6785,благочьстиѥ,Nb,9
6786,съмотрѥниѥ,Nb,4
6787,прогонити,V-,10
6788,росити,V-,1
6789,осило,Ne,1
6790,сълоучаи,Nb,1
6791,извѣсть,A-,1
6792,богочьстьно,Df,1
6793,врачьбьно,Df,1
6794,врѣждати,V-,2
6795,продльжати,V-,3
6796,изоуньшина,Nb,1
6797,дроужьнь,A-,1
6798,отъдъшениѥ,Nb,1
6799,разорѥниѥ,Nb,2
6800,поспѣшениѥ,Nb,3
6801,съкратити,V-,1
6802,когда,Dq,1
6803,невидомъ,A-,2
6804,поспѣшьникъ,Nb,3
6805,отрѣшениѥ,Nb,2
6806,коли,Du,3
6807,съмѣшати,V-,3
6808,чоудодѣниѥ,Nb,3
6809,чловѣколюбьствиѥ,Nb,7
6810,не просльзити,V-,1
6811,жестость,Nb,1
6812,нечловѣколюбиѥ,Nb,1
6813,любоплакати,V-,1
6814,немѫжьствьнъ,A-,1
6815,немогꙑ,A-,3
6816,мьчьтъ,Nb,4
6817,отъвалѥниѥ,Nb,1
6818,възлюблѥникъ,Nb,3
6819,завора,Nb,1
6820,тврьдѣль,Nb,1
6821,исподьнь,A-,1
6822,противъ,Df,1
6823,тикъ,Nb,1
6824,врьбьница,Nb,2
6825,притъкъ,Nb,1
6826,любивъ,A-,3
6827,въскрилити,V-,1
6828,алъканиѥ,Nb,4
6829,побѣдьливъ,A-,1
6830,позъваниѥ,Nb,1
6831,ослоушьливъ,A-,5
6832,благодарѥниѥ,Nb,3
6833,благословесити,V-,12
6834,бѣдити,V-,3
6835,новолѣпьнъ,A-,1
6836,неискоусьнъ,A-,2
6837,дѣлꙗ,R-,25
6838,реть,Nb,2
6839,причѧщениѥ,Nb,3
6840,боговесельнъ,A-,1
6841,богонаоученъ,A-,2
6842,въспоустити,V-,1
6843,несловесьнъ,A-,1
6844,възбоуꙗниѥ,Nb,1
6845,покорѥниѥ,Nb,2
6846,познаниѥ,Nb,3
6847,пророчьскꙑ,Df,1
6848,дольнь,A-,1
6849,богословествити,V-,1
6850,владꙑчьскъ,A-,5
6851,бещинаи,A-,1
6852,боголѣпьнъ,A-,2
6853,немрьчемъ,A-,1
6854,глоухъ,Nb,2
6855,осльпнѫти,V-,3
6856,чоудотворьць,Nb,1
6857,распрѧщи,V-,1
6858,зълобь,Nb,12
6859,оуходъ,Nb,1
6860,недѣланъ,A-,1
6861,винодатиѥ,Nb,1
6862,нетѧжаньнъ,A-,1
6863,кръмлѥниѥ,Nb,1
6864,прогонѥниѥ,Nb,1
6865,гостиньць,Nb,2
6866,несъмꙑшлѥниѥ,Nb,2
6867,ханаанъ,Ne,1
6868,бесрамъкъ,Nb,1
6869,изоумѣти,V-,1
6870,богословити,V-,3
6871,благочьстьно,Df,1
6872,послоуховати,V-,3
6873,ненаоученъ,A-,1
6874,жестосрьдивъ,A-,1
6875,безъратии,A-,1
6876,богословлѥниѥ,Nb,2
6877,оусоугоубити,V-,1
6878,съмѣжати,V-,1
6879,съпасовъ,A-,3
6880,нѣмовати,V-,1
6881,стꙑдѣниѥ,Nb,1
6882,блажениѥ,Nb,5
6883,ооубожати,V-,1
6884,вътороѥ,Df,1
6885,некоуплѥнъ,A-,1
6886,богогодьнъ,A-,1
6887,обьдо,Nb,2
6888,начрьпати,V-,1
6889,присносꙑ,A-,2
6890,причѧщати,V-,4
6891,прибꙑвати,V-,3
6892,оухоудѣти,V-,1
6893,самотворьнъ,A-,1
6894,несъгонимъ,A-,1
6895,охоудѣти,V-,1
6896,оустѫпити,V-,3
6897,присность,Nb,1
6898,обьщьство,Nb,1
6899,породити,V-,5
6900,вѣрьно,Df,3
6901,приꙗзнивъ,A-,1
6902,отъкѫдоуже,Dq,1
6903,травити,V-,1
6904,лѧцати,V-,1
6905,доушегоубьнъ,A-,1
6906,вьседрьжительство,Nb,1
6907,боуиство,Nb,1
6908,разграбити,V-,1
6909,прокоудьникъ,Nb,1
6910,миротворьць,Nb,1
6911,ненавистьникъ,Nb,1
6912,роушити,V-,1
6913,богопознаниѥ,Nb,4
6914,стꙑдость,Nb,2
6915,поустошьнъ,A-,6
6916,благословесьнъ,A-,2
6917,бесплътьно,Df,1
6918,прѣмѣна,Nb,2
6919,разлѫка,Nb,1
6920,тъщивъ,A-,1
6921,поздьнъ,A-,1
6922,възбѣсьнѣти,V-,1
6923,обѧщрѥниѥ,Nb,2
6924,прѣдъизводити,V-,1
6925,въпросъ,Nb,1
6926,иже,Pi,1
6927,пронꙑрьство,Nb,2
6928,пронꙑрити,V-,1
6929,неразоумьничьнъ,A-,1
6930,прѣмлькнѫти,V-,1
6931,потръгнѫти,V-,1
6932,проданиѥ,Nb,1
6933,искоуповати,V-,1
6934,животворьнъ,A-,1
6935,съцѣнити,V-,2
6936,мѣдьница,Nb,1
6937,прагъ,Nb,1
6938,прокоуждати,V-,1
6939,покланити,V-,4
6940,фотии,Ne,2
6941,плескати,V-,1
6942,сърѣтати,V-,2
6943,стьлати,V-,2
6944,оубои,Nb,10
6945,лицемѣрьство,Nb,3
6946,горѣ,Df,9
6947,ожесточаниѥ,Nb,1
6948,обѧтрити,V-,3
6949,цѣлѥниѥ,Nb,1
6950,свобождениѥ,Nb,2
6951,вабити,V-,1
6952,постижениѥ,Nb,2
6953,обѫродѣти,V-,1
6954,отьмьнѣти,V-,2
6955,неразоумичьнъ,A-,2
6956,издалеча,Df,2
6957,оудебелѣти,V-,1
6958,корити,V-,2
6959,вълежати,V-,1
6960,отрочьникъ,Nb,1
6961,грозновиѥ,Nb,2
6962,попоущати,V-,2
6963,роуда,Nb,2
6964,поустошь,Df,3
6965,цвѣтило,Nb,1
6966,вонꙗти,V-,1
6967,дебельство,Nb,1
6968,оумъножати,V-,2
6969,отъкрꙑвати,V-,3
6970,лѣпѣ,Df,1
6971,издавьна,Df,3
6972,оулѫчити,V-,1
6973,освѧщениѥ,Nb,2
6974,ѫжичьство,Nb,2
6975,глиньнъ,A-,3
6976,нанѣмь,A-,3
6977,ꙗсно,Df,1
6978,срѣдьнь,A-,1
6979,иѥроусалимль,A-,1
6980,осьлѧтинъ,A-,1
6981,заскопиѥ,Nb,1
6982,ремьство,Nb,1
6983,оугождениѥ,Nb,1
6984,пронꙑриѥ,Nb,1
6985,проскоупьство,Nb,1
6986,прѣтрѣбивъ,A-,1
6987,пꙑтаниѥ,Nb,1
6988,ѥстьствиѥ,Nb,1
6989,кꙑчити,V-,1
6990,богословьнъ,A-,1
6991,охоулити,V-,2
6992,прѣдолѣвати,V-,2
6993,нелѣпо,Df,1
6994,вечерьнꙗ,Nb,2
6995,гробьнъ,A-,6
6996,отъвалꙗти,V-,1
6997,искꙑдати,V-,1
6998,господьскъ,A-,11
6999,четврьтодьньнъ,A-,3
7000,острити,V-,5
7001,неицѣлимъ,A-,2
7002,оужесточениѥ,Nb,1
7003,коудити,V-,1
7004,богосварьникъ,Nb,1
7005,гръждениѥ,Nb,1
7006,оудрьжаниѥ,Nb,4
7007,мьчьтъщаниѥ,Nb,1
7008,сквозѣ,Df,1
7009,сицевъ,A-,8
7010,ѥдинъже,Px,1
7011,остьнъ,Nb,2
7012,въглѫбити,V-,1
7013,наитрѣблии,A-,1
7014,прокоудьнъ,A-,1
7015,кꙑчениѥ,Nb,2
7016,прокоуда,Nb,2
7017,съгнѣвати,V-,1
7018,неоуподарѥниѥ,Nb,1
7019,позавидѣти,V-,1
7020,богоборѥниѥ,Nb,1
7021,завистьливъ,A-,3
7022,оубоица,Nb,3
7023,неприꙗзньство,Nb,1
7024,безълобиѥ,Nb,1
7025,люто,Nb,1
7026,благочьстьнъ,A-,2
7027,понѥ,Dq,1
7028,чловѣколюбьствьнъ,A-,1
7029,одѣвати,V-,1
7030,оурѣшити,V-,1
7031,селище,Nb,1
7032,испразнити,V-,1
7033,сꙑнобожьствиѥ,Nb,1
7034,заблѫждениѥ,Nb,1
7035,въсланꙗти,V-,1
7036,ѥдьносѫщьнъ,A-,2
7037,вьседрьжѧ,A-,1
7038,понедѣльникъ,Nb,2
7039,цвѣтьчанъ,A-,1
7040,сильно,Df,1
7041,прѣвращати,V-,1
7042,прѣжасати,V-,1
7043,дѣлити,V-,2
7044,повѣстьнъ,A-,1
7045,вѣдро,Nb,2
7046,бльщаниѥ,Nb,2
7047,тъштати,V-,2
7048,несъказаѥмъ,A-,1
7049,несъвѣдомъ,A-,1
7050,сꙑть,Nb,2
7051,вльньнъ,A-,2
7052,рабии,A-,3
7053,бесплодьнъ,A-,1
7054,оусоушити,V-,10
7055,трѣбѣ,Df,2
7056,смокъвинъ,A-,3
7057,писменьнъ,A-,2
7058,сиꙗниѥ,Nb,3
7059,исоушити,V-,3
7060,маркъ,Ne,1
7061,зазорьнъ,A-,2
7062,листвиѥ,Ne,1
7063,воупрѣкꙑ,Df,1
7064,въпрѣкꙑ,Df,1
7065,прорастити,V-,1
7066,акѵла,Ne,1
7067,прискѵла,Ne,1
7068,небонъ,C-,19
7069,веньꙗминь,A-,1
7070,съмилити,V-,1
7071,избьраниѥ,Nb,1
7072,каꙗзнь,Nb,1
7073,обнажати,V-,2
7074,съшити,V-,1
7075,стꙑдъкъ,A-,3
7076,покровище,Nb,2
7077,изноурѥниѥ,Nb,2
7078,изноурити,V-,1
7079,наоутриꙗ,Nb,1
7080,оутриꙗ,Nb,1
7081,свѣтъ,Nb,4
7082,отьмьнѥнъ,A-,2
7083,водотѣча,Nb,1
7084,топлѣ,Df,1
7085,оумрьтити,V-,4
7086,възвѣꙗниѥ,Nb,1
7087,юговъ,A-,1
7088,провѣꙗти,V-,1
7089,назнаменовати,V-,4
7090,иѥроусалимль,Ne,3
7091,пришьльствиѥ,Nb,1
7092,плоскъ,A-,1
7093,листъ,Nb,3
7094,сврабьнъ,A-,1
7095,сльзъкъ,A-,1
7096,растрьѕовати,V-,1
7097,въкоусъ,Nb,2
7098,блѫдьнъ,A-,6
7099,острѣ,A-,1
7100,блѫдьница,Nb,17
7101,въпоущати,V-,1
7102,въкоушениѥ,Nb,3
7103,иѥзавель,Ne,2
7104,понѥ,Df,1
7105,низъпасти,V-,1
7106,побѣждениѥ,Nb,5
7107,жѧло,Nb,3
7108,защицати,V-,3
7109,цвисти,V-,4
7110,блѫждениѥ,Nb,3
7111,пѣньнъ,A-,1
7112,неоувѧждѧ,A-,1
7113,оупасти#1,V-,1
7114,иеремиꙗ,Ne,2
7115,издѣлати,V-,1
7116,оставлѥниѥ,Nb,4
7117,парити,V-,1
7118,блазна,Nb,2
7119,пѫтьшьствиѥ,Nb,1
7120,богоносьнъ,A-,3
7121,бости,V-,3
7122,вельможа,Nb,2
7123,попльзнѫти,V-,1
7124,оубоиство,Nb,5
7125,прѣлюбодѣиство,Nb,2
7126,пѧтидесѧтъ,Mo,1
7127,извꙑкнѫти,V-,1
7128,паства,Nb,2
7129,благоприимичьнъ,A-,1
7130,оукрашениѥ,Nb,1
7131,прилюблѥниѥ,Nb,1
7132,приимичьнъ,A-,1
7133,съборьникъ,Nb,3
7134,рѫжьнъ,A-,2
7135,оборити,V-,2
7136,мъногобожьство,Nb,1
7137,трѣбище,Nb,4
7138,оурещи,V-,2
7139,сапфира,Ne,4
7140,заглаждати,V-,1
7141,чловѣчинъ,Nb,1
7142,попьство,Nb,2
7143,въчловѣчити,V-,2
7144,словолюбьць,Nb,1
7145,облаженъ,A-,2
7146,любодѣиство,Nb,2
7147,телица,Nb,3
7148,оуриꙗ,Ne,1
7149,жласти,V-,2
7150,седморо,Df,1
7151,четворъ,Ma,2
7152,дръзнѫти,V-,2
7153,наватъ,Ne,1
7154,камо,Df,1
7155,покаꙗзнь,Nb,2
7156,дробити,V-,1
7157,оурицати,V-,1
7158,сапфира,Nb,1
7159,покаꙗзньнъ,A-,1
7160,имѣньнъ,A-,3
7161,каꙗниѥ,Nb,1
7162,прѣпрость,Df,2
7163,сило,Nb,2
7164,непродаѥмъ,A-,1
7165,сьжде,Pd,2
7166,разоумичьно,Df,1
7167,измѣниѥ,Nb,1
7168,братолюбьствиѥ,Nb,2
7169,пленица,Nb,5
7170,ꙗрьмъ,Nb,3
7171,братрьство,Nb,1
7172,застѫпъ,Nb,3
7173,добрость,Nb,4
7174,чловѣчинъ,Ne,1
7175,нѫдьма,Df,2
7176,егѵпьтѣнꙑни,Nb,2
7177,прѣлюбодѣиствьнъ,A-,1
7178,прѣлюбодѣꙗти,V-,1
7179,лъжипослоухъ,Nb,1
7180,оугодиѥ,Nb,1
7181,цѣстити,V-,1
7182,вьсевидѧ,A-,1
7183,припрѧщи,V-,2
7184,врьтѣти,V-,1
7185,любодѣиць,Nb,1
7186,прѣслоушати,V-,1
7187,обоꙗко,Df,1
7188,обаждениѥ,Nb,1
7189,рокъ,Nb,1
7190,заморити,V-,1
7191,растрьѕаниѥ,Nb,1
7192,ꙗмьнъ,A-,1
7193,племеньнъ,A-,1
7194,ненавистьнъ,A-,2
7195,възвитиѥ,Nb,1
7196,не въкоусити,V-,1
7197,нелюбьство,Nb,1
7198,безвиньнъ,A-,3
7199,братрьнь,A-,1
7200,поковати,V-,1
7201,тлъкованиѥ,Nb,1
7202,евангелиꙗ,Nb,2
7203,въторьникъ,Nb,2
7204,невѣстьникъ,Nb,8
7205,недостатъчьнъ,A-,1
7206,соугоубь,Df,1
7207,въстѧѕати#1,V-,3
7208,лѣнивъ,A-,2
7209,прикоупъ,Nb,2
7210,възвить,Nb,3
7211,растрошити,V-,1
7212,своиствьнѣ,Df,1
7213,онъде,Df,1
7214,обильнѣ,Df,1
7215,обильнъ,A-,2
7216,съглаголати,V-,1
7217,скопити,V-,1
7218,разлѣнити,V-,1
7219,прѣпьрѣниѥ,Nb,1
7220,притъкъ,A-,1
7221,дѣвьствьнъ,A-,3
7222,чистота,Ne,1
7223,въздражати,V-,1
7224,трѫблѥниѥ,Nb,1
7225,цѣ,G-,1
7226,благоизвольнъ,A-,1
7227,чловѣколюбьство,Nb,4
7228,навꙑщати,V-,1
7229,оноуде,Df,2
7230,кръмлꙗ,Nb,3
7231,тъштеславиѥ,Nb,1
7232,въсꙑнꙗти,V-,1
7233,оубѣжаниѥ,Nb,1
7234,пооуштениѥ,Nb,2
7235,несъвѣдьнъ,A-,4
7236,поникнѫти,V-,1
7237,немилостивъ,A-,1
7238,несътрьпѣнъ,A-,2
7239,проштениѥ,Nb,3
7240,доброобразьнъ,A-,1
7241,благоприлежьнъ,A-,1
7242,съмѫштениѥ,Nb,1
7243,лоука,Ne,3
7244,талантьнъ,A-,1
7245,оглавлѥниѥ,Nb,1
7246,придати,V-,1
7247,положениѥ,Nb,1
7248,тризна,Nb,1
7249,въстѧѕати#2,V-,2
7250,доброразоумивѣ,Df,1
7251,ближьнии,V-,1
7252,въстѧзаниѥ,Nb,1
7253,лихоѥмлѩи,A-,1
7254,сетьнъ,A-,5
7255,донѥлиже,Dq,5
7256,таланто,Nb,2
7257,застѫпаниѥ,Nb,1
7258,некънижьникъ,Nb,1
7259,въскраинии,A-,2
7260,благодарьствиѥ,Nb,2
7261,ѥли,G-,3
7262,касати,V-,5
7263,недостоиньство,Nb,1
7264,кротостьнъ,A-,1
7265,спѣшити,V-,2
7266,раздразити,V-,1
7267,оустрѣлити,V-,4
7268,тварꙗти,V-,1
7269,шаръ,Nb,2
7270,заклинаниѥ,Nb,1
7271,роуминъ,Nb,2
7272,лоучити,V-,3
7273,желѣтва,Nb,2
7274,жаловати,V-,1
7275,въспꙑтати,V-,1
7276,оуказъ,Nb,3
7277,расказити,V-,1
7278,моштьнъ,A-,2
7279,отътѧѕати,V-,1
7280,мосиинъ,A-,1
7281,събьраниѥ,Nb,1
7282,приподобити,V-,2
7283,кръмлѥникъ,Nb,1
7284,въспрѧтати,V-,1
7285,млѣчьнъ,A-,2
7286,надоити,V-,1
7287,лаꙗниѥ,Nb,3
7288,добро,Df,2
7289,сваръ,Nb,2
7290,бещьстиѥ,Nb,4
7291,ѫгъльнъ,A-,3
7292,сънорити,V-,1
7293,отьмити,V-,2
7294,богоносьць,Nb,1
7295,некротъкъ,A-,2
7296,притварꙗти,V-,4
7297,ꙗроу,Df,1
7298,желꙗ,Nb,2
7299,рахиль,Ne,1
7300,ѥгда,Df,2
7301,виньникъ,Nb,1
7302,безоумаи,A-,1
7303,невиньнъ,A-,1
7304,несъвѣщаниѥ,Nb,1
7305,пѣготивъ,A-,2
7306,пѣготꙑ,Nb,2
7307,събрꙑсати,V-,1
7308,раслаблѥнъ,A-,3
7309,вѣꙗниѥ,Nb,1
7310,зълодѣꙗниѥ,Nb,1
7311,зьрѣлъ,A-,2
7312,издрастити,V-,1
7313,истъщити,V-,1
7314,обрѣтѣль,Nb,1
7315,оудворьникъ,Nb,1
7316,попьраниѥ,Nb,2
7317,оубитиѥ,Nb,1
7318,възавидѣти,V-,1
7319,братолюбьство,Nb,1
7320,лѫкавьствиѥ,Nb,2
7321,наострити,V-,1
7322,новорожденъ,A-,1
7323,добротворити,V-,5
7324,чьто,Df,1
7325,поспѣшати,V-,1
7326,алъчьбьнъ,A-,3
7327,пьрати,V-,1
7328,благоврѣменьнъ,A-,1
7329,загладити,V-,3
7330,кроплꙗ,Nb,1
7331,пристѫплѥниѥ,Nb,2
7332,непогонѥниѥ,Nb,1
7333,съшьствиѥ,Nb,3
7334,лихотъкъ,Nb,1
7335,фарисеинъ,A-,1
7336,благовоньнъ,A-,1
7337,беспосагаи,A-,1
7338,оутварꙗти,V-,3
7339,остръгати,V-,2
7340,кръвоточѧщиꙗ,Nb,1
7341,хананеꙗ,Nb,1
7342,дѣльникъ,Nb,2
7343,блѫдьничьскъ,A-,1
7344,дрьжаниѥ,Nb,2
7345,зълотворити,V-,1
7346,мъножати,V-,2
7347,прѣмь,Df,1
7348,скѫдость,Nb,2
7349,зълобити,V-,1
7350,рѣчьновати,V-,1
7351,чистина,Nb,1
7352,соулѣѥ,Df,1
7353,непрѣидомъ,A-,1
7354,незъванъ,A-,1
7355,бесрамиѥ,Nb,3
7356,жизньнъ,A-,1
7357,намочити,V-,1
7358,брꙑсало,Nb,1
7359,ацѣ,G-,1
7360,прѣмьдивъ,A-,1
7361,оумѧчити,V-,2
7362,хоулолюбивъ,A-,1
7363,срѣда#2,Nb,1
7364,вьдовьчь,A-,1
7365,съмлѣти,V-,1
7366,оумѣсити,V-,1
7367,съзорити,V-,1
7368,хоудъ,Nb,1
7369,съжѧти,V-,1
7370,богосварьнъ,A-,1
7371,нечоувьство,Nb,1
7372,прѣстѫплѥниѥ,Nb,2
7373,гръньчарь,Nb,1
7374,оскврьнавлꙗти,V-,1
7375,праздьньство,Nb,8
7376,отъмьщати,V-,1
7377,манасиꙗ,Ne,1
7378,пила,Nb,1
7379,прѣтирати,V-,1
7380,вѣтъ,Nb,2
7381,власьнъ,A-,1
7382,младьнъ,A-,1
7383,кричава,Nb,1
7384,трьѕаниѥ,Nb,1
7385,межда,Nb,1
7386,простовласъ,A-,1
7387,жалити,V-,2
7388,исѣчениѥ,Nb,1
7389,багърити,V-,1
7390,мъстъ,Nb,1
7391,мѣсити,V-,1
7392,прикладати,V-,2
7393,вьрѣти,V-,1
7394,зѧбсти,V-,1
7395,разбои,Nb,1
7396,несъвѣтьство,Nb,1
7397,рѣка,A-,1
7398,чрьпати,V-,1
7399,стрѣкати,V-,1
7400,гобино,Nb,1
7401,задъхнѫти,V-,2
7402,измѫдрѣвати,V-,1
7403,ослѣплꙗти,V-,2
7404,оубоичьнъ,A-,1
7405,пѣнити,V-,1
7406,тишити,V-,1
7407,оувѧждати,V-,3
7408,осла,Nb,2
7409,ръжда,Nb,1
7410,ащеръ,Nb,1
7411,вѣтии,Nb,1
7412,некрьстьнъ,A-,2
7413,истаплꙗти,V-,2
7414,кръмьникъ,Nb,3
7415,прѣждьникъ,Nb,2
7416,имѣниице,Nb,1
7417,кръмити#2,V-,1
7418,ꙗдро,Nb,2
7419,корабьчии,Nb,1
7420,весло,Nb,1
7421,прѣклада,Nb,1
7422,оглаголаниѥ,Nb,2
7423,оукорѥниѥ,Nb,2
7424,котъка,Nb,1
7425,гвоздвии,Nb,1
7426,неразоумиѥ,Nb,2
7427,китъ,Nb,2
7428,нинеѵи,Ne,1
7429,срѣдѣ,R-,1
7430,освѣщавати,V-,1
7431,исканиѥ,Nb,2
7432,испрьвъ,A-,1
7433,чловѣкооубоица,Nb,1
7434,прѣдолѣниѥ,Nb,1
7435,наоуѳеовъ,A-,1
7436,плѧсьць,Nb,1
7437,благодариѥ,Nb,1
7438,филистионовъ,A-,1
7439,славлѥниѥ,Nb,1
7440,правити,V-,1
7441,възбѣсовати,V-,1
7442,писменъ,A-,1
7443,притѧжаниѥ,Nb,2
7444,лиховати,V-,1
7445,срьдьцевѣдьць,Nb,1
7446,отѧжьчавати,V-,1
7447,любьзнѣ,Df,2
7448,малословиѥ,Nb,1
7449,негъли,G-,1
7450,исхаждати,V-,1
7451,потѣщи,V-,1
7452,омѧчити,V-,1
7453,прощениѥ,Nb,7
7454,отъмѧчити,V-,1
7455,динарии,Nb,6
7456,искариотинъ,Ne,5
7457,напрьвоѥ,Df,1
7458,оклеветаниѥ,Nb,2
7459,оукорьнъ,A-,4
7460,прѣданьникъ,Nb,1
7461,вратъкъ,A-,1
7462,охлѧданиѥ,Nb,1
7463,тождеимениѥ,Nb,1
7464,прѣдавьникъ,Nb,2
7465,доброчьсть,Nb,1
7466,прозъвати,V-,2
7467,прѧтати,V-,1
7468,сьребролюбьствиѥ,Nb,4
7469,заоушити,V-,3
7470,поимовати,V-,1
7471,чистити,V-,2
7472,сьребролюбьство,Nb,3
7473,възбѣшати,V-,1
7474,бесѣдованиѥ,Nb,1
7475,обьщиѥ,Nb,1
7476,забꙑть,Nb,1
7477,съто осмь,Ma,1
7478,цѣ,Df,3
7479,съказовати,V-,1
7480,врачевъ,A-,1
7481,гонозити,V-,2
7482,бѫдѫщии,A-,1
7483,казаниѥ,Nb,4
7484,съвѣсть,Nb,12
7485,мѣна,Nb,2
7486,бестоудьць,Nb,1
7487,прѣмѣнѥниѥ,Nb,1
7488,съготовати,V-,1
7489,оурочьнъ,A-,1
7490,кѫща,Nb,1
7491,подъзаконьнъ,A-,1
7492,растѫпити,V-,1
7493,състѫпити,V-,1
7494,толи,C-,1
7495,непочоуѩ,A-,1
7496,невѣгласъ,A-,1
7497,гоубити,V-,4
7498,въспоминати,V-,1
7499,образьнъ,A-,2
7500,шаръчии,Nb,1
7501,съготовити,V-,1
7502,жидовинъ,Ne,1
7503,разметати,V-,2
7504,запьрати,V-,1
7505,свирѣль,Nb,1
7506,цѣвьница,Nb,1
7507,опрѣснъчьскъ,A-,1
7508,прѣламати,V-,1
7509,дара,Nb,1
7510,плодътворѥниѥ,Nb,1
7511,недостоино,Df,2
7512,въскакати,V-,1
7513,страшити,V-,2
7514,слоузъ,Nb,1
7515,продльжити,V-,5
7516,съдроужити,V-,1
7517,прѣизноурити,V-,1
7518,жладьба,Nb,1
7519,памѧтивъ,A-,2
7520,надоути,V-,1
7521,обьщити,V-,1
7522,съмирꙗѩи,A-,2
7523,ѥдьнорожденъ,A-,1
7524,исходатаи,Nb,1
7525,сълиꙗти,V-,1
7526,прикоуплꙗти,V-,1
7527,тихота,Nb,1
7528,любослꙑшаниѥ,Nb,1
7529,лаꙗти#2,V-,2
7530,вѣще,Nb,1
7531,плѣти,V-,1
7532,въперити,V-,1
7533,оудавлѥниѥ,Nb,2
7534,неоугасимъ,A-,2
7535,лихованиѥ,Nb,1
7536,мѣнѥниѥ,Nb,1
7537,длань,Nb,3
7538,въскрьсати,V-,2
7539,лобꙑзати,V-,2
7540,лобꙑзаниѥ,Nb,1
7541,оувращати,V-,1
7542,изимати,V-,2
7543,истѫпити,V-,1
7544,благочьстивъ,A-,1
7545,ѥдьнонадесѧтъ,Mo,1
7546,въздатель,Nb,1
7547,подрѫжити,V-,1
7548,капищьница,Nb,1
7549,мъногосильнъ,A-,1
7550,съдробити,V-,1
7551,плоути,V-,1
7552,напитати,V-,1
7553,малочисменьнъ,A-,1
7554,недостатъкъ,Nb,1
7555,свѣтовьнъ,A-,1
7556,привеслати,V-,1
7557,самовластьнъ,A-,1
7558,въпоустити,V-,1
7559,мъногоплачьнъ,A-,1
7560,бесплачьнъ,A-,1
7561,опечалити,V-,6
7562,ѥльмиже,Dq,1
7563,погонити,V-,1
7564,троужданиѥ,Nb,1
7565,мимоминѫти,V-,1
7566,врачевьскъ,A-,1
7567,цѣльбьнъ,A-,3
7568,чловѣчьнъ,A-,1
7569,стрѣкало,Nb,1
7570,оуставлꙗти,V-,1
7571,раздроушати,V-,2
7572,порѣꙗти,V-,1
7573,потити,V-,2
7574,прѣдъстолиѥ,Nb,1
7575,съподоблꙗти,V-,1
7576,мѣсѧчьнъ,A-,2
7577,пилатовъ,A-,5
7578,врачьбьнъ,A-,1
7579,сътврьдити,V-,1
7580,хꙑтростьнъ,A-,1
7581,отъдаꙗти,V-,1
7582,орѫженосьствовати,V-,1
7583,зьдатель,Nb,1
7584,бесправьдьнъ,A-,1
7585,поноуждати,V-,1
